county_fips,nfip_repetitive_loss,nfip_severe_repetitive_loss,nfip_total_properties,nfip_total_losses,nfip_mean_losses_per_property,nfip_mitigated_pct,nfip_insured_pct,nfip_most_recent_loss_year
36027,100,18,101,297,2.9405940594059405,0.009900990099009901,0.37623762376237624,2024
36029,149,14,150,446,2.973333333333333,0.006666666666666667,0.16666666666666666,2024
36031,31,3,32,86,2.6875,0.03125,0.125,2022
36035,9,0,9,24,2.6666666666666665,0.0,0.4444444444444444,2021
36037,11,1,11,35,3.1818181818181817,0.0,0.18181818181818182,2018
36039,46,3,46,139,3.0217391304347827,0.0,0.30434782608695654,2023
36041,6,0,6,15,2.5,0.0,0.16666666666666666,2023
36043,51,2,51,116,2.2745098039215685,0.0,0.27450980392156865,2019
36045,15,2,15,41,2.7333333333333334,0.0,0.4,2020
36047,364,12,367,871,2.3732970027247955,0.0,0.4359673024523161,2025
36049,3,0,3,6,2.0,0.0,0.6666666666666666,2022
36051,5,0,5,13,2.6,0.0,0.4,2025
36053,14,3,15,35,2.3333333333333335,0.0,0.2,2017
36055,42,4,42,110,2.619047619047619,0.0,0.2857142857142857,2025
36057,37,0,39,84,2.1538461538461537,0.02564102564102564,0.4358974358974359,2019
36059,6492,679,6632,18658,2.813329312424608,0.019601930036188178,0.6908926417370326,2025
36061,60,2,61,148,2.4262295081967213,0.01639344262295082,0.5409836065573771,2025
36063,9,0,9,26,2.888888888888889,0.0,0.3333333333333333,2021
36065,171,38,172,499,2.9011627906976742,0.0,0.4127906976744186,2025
36067,59,4,59,158,2.6779661016949152,0.0,0.4406779661016949,2025
36069,23,6,23,65,2.8260869565217392,0.0,0.13043478260869565,2025
36071,186,36,186,581,3.1236559139784945,0.005376344086021506,0.3655913978494624,2025
36073,4,0,4,8,2.0,0.0,0.0,2017
36075,17,1,17,46,2.7058823529411766,0.0,0.11764705882352941,2024
36077,57,3,58,121,2.086206896551724,0.0,0.3448275862068966,2023
36079,25,4,25,68,2.72,0.0,0.52,2024
36081,1472,89,1483,3893,2.6250842886041807,0.0033715441672285905,0.629130141604855,2025
36083,35,1,35,101,2.8857142857142857,0.0,0.34285714285714286,2023
36085,2385,44,2397,6333,2.642052565707134,0.00041718815185648727,0.21485189820609094,2025
36087,303,39,308,949,3.081168831168831,0.006493506493506494,0.23376623376623376,2024
36089,7,0,7,19,2.7142857142857144,0.0,0.2857142857142857,2024
36091,48,4,48,162,3.375,0.0,0.375,2023
36093,40,4,41,114,2.7804878048780486,0.0,0.24390243902439024,2018
36095,44,7,50,135,2.7,0.1,0.24,2021
36097,5,0,5,17,3.4,0.0,0.0,2014
36099,9,1,10,20,2.0,0.0,0.2,2021
36101,12,1,13,28,2.1538461538461537,0.0,0.38461538461538464,2024
36103,3457,501,3596,11111,3.0898220244716352,0.030033370411568408,0.5328142380422692,2025
36105,150,19,155,464,2.9935483870967743,0.03870967741935484,0.18064516129032257,2022
36107,310,28,320,807,2.521875,0.025,0.46875,2025
36109,14,2,15,39,2.6,0.0,0.26666666666666666,2018
36111,189,25,194,519,2.6752577319587627,0.02577319587628866,0.37628865979381443,2023
36113,8,1,8,22,2.75,0.0,0.25,2022
36115,5,0,6,14,2.3333333333333335,0.0,0.3333333333333333,2019
36117,14,1,15,40,2.6666666666666665,0.0,0.13333333333333333,2020
36119,1304,336,1316,5009,3.806231003039514,0.008358662613981762,0.5752279635258358,2025
36121,13,2,13,35,2.6923076923076925,0.0,0.23076923076923078,2018
36123,2,0,2,4,2.0,0.0,1.0,2021
37001,14,4,14,47,3.357142857142857,0.0,0.35714285714285715,2025
37003,1,0,1,2,2.0,0.0,1.0,2020
37005,1,0,1,2,2.0,0.0,0.0,2010
37009,10,1,10,24,2.4,0.0,0.2,2024
37011,13,5,21,51,2.4285714285714284,0.09523809523809523,0.47619047619047616,2024
37013,1318,310,1425,5208,3.654736842105263,0.0687719298245614,0.5312280701754386,2024
37015,98,12,100,264,2.64,0.0,0.37,2016
37017,31,5,32,79,2.46875,0.0,0.40625,2024
37019,836,75,858,2434,2.836829836829837,0.013986013986013986,0.6118881118881119,2025
37021,83,13,94,271,2.882978723404255,0.031914893617021274,0.44680851063829785,2024
37023,2,0,6,12,2.0,0.0,0.8333333333333334,2024
37025,26,10,26,101,3.8846153846153846,0.07692307692307693,0.5384615384615384,2024
37027,9,0,9,23,2.5555555555555554,0.0,0.2222222222222222,2024
37029,27,1,27,72,2.6666666666666665,0.0,0.6666666666666666,2020
37031,887,123,919,2785,3.0304678998911863,0.02720348204570185,0.5788900979325353,2025
37035,26,7,27,78,2.888888888888889,0.0,0.5185185185185185,2024
37037,6,0,6,14,2.3333333333333335,0.0,0.8333333333333334,2025
37039,9,2,9,30,3.3333333333333335,0.0,0.4444444444444444,2025
37041,24,3,24,68,2.8333333333333335,0.16666666666666666,0.625,2024
37043,2,0,2,5,2.5,0.0,1.0,2021
37045,5,2,5,19,3.8,0.0,1.0,2024
37047,88,12,91,238,2.6153846153846154,0.01098901098901099,0.5494505494505495,2025
37049,903,71,958,2716,2.835073068893528,0.03966597077244259,0.7630480167014614,2025
37051,67,7,67,158,2.3582089552238807,0.0,0.4626865671641791,2024
37053,197,37,197,659,3.3451776649746194,0.0,0.5634517766497462,2024
37055,1418,224,1513,5433,3.590879048248513,0.04824851288830139,0.5690680766688698,2025
37057,16,1,16,39,2.4375,0.0,0.25,2025
37061,63,11,64,160,2.5,0.0,0.421875,2020
37063,49,4,50,125,2.5,0.0,0.56,2025
37065,24,0,26,69,2.6538461538461537,0.0,0.6538461538461539,2024
37067,45,12,49,196,4.0,0.08163265306122448,0.46938775510204084,2024
37069,5,0,5,10,2.0,0.0,0.0,2009
37071,9,0,9,18,2.0,0.0,0.6666666666666666,2024
37073,3,0,3,9,3.0,0.0,1.0,2016
37077,1,1,1,4,4.0,0.0,0.0,2018
37079,8,1,8,18,2.25,0.0,0.625,2020
37081,55,14,58,259,4.4655172413793105,0.05172413793103448,0.27586206896551724,2025
37083,3,0,4,9,2.25,0.0,0.5,2022
37085,9,1,9,18,2.0,0.0,0.4444444444444444,2023
37087,72,7,81,190,2.345679012345679,0.012345679012345678,0.4444444444444444,2024
37089,36,3,36,129,3.5833333333333335,0.0,0.6111111111111112,2024
37091,21,1,21,53,2.5238095238095237,0.0,0.2857142857142857,2021
37093,2,0,2,4,2.0,0.0,1.0,2025
37095,170,16,182,522,2.868131868131868,0.06593406593406594,0.4945054945054945,2024
37097,6,0,6,16,2.6666666666666665,0.0,0.6666666666666666,2020
37099,5,0,5,10,2.0,0.0,0.2,2024
37101,32,3,33,88,2.6666666666666665,0.030303030303030304,0.48484848484848486,2025
37103,29,4,32,78,2.4375,0.0,0.40625,2024
37105,6,0,6,15,2.5,0.0,0.6666666666666666,2025
37107,100,8,115,277,2.408695652173913,0.043478260869565216,0.6521739130434783,2021
37109,1,0,1,2,2.0,0.0,0.0,2020
37111,10,2,10,24,2.4,0.0,0.4,2024
37113,7,0,9,21,2.3333333333333335,0.0,0.8888888888888888,2024
37115,4,0,5,14,2.8,0.0,0.2,2024
37117,5,0,5,10,2.0,0.0,0.4,2016
37119,315,54,330,1126,3.412121212121212,0.03939393939393939,0.40606060606060607,2025
37121,6,1,6,17,2.8333333333333335,0.0,0.0,2024
37123,1,0,1,2,2.0,0.0,0.0,2018
37125,14,1,14,32,2.2857142857142856,0.0,0.5,2025
37127,49,3,55,142,2.581818181818182,0.07272727272727272,0.4,2025
37129,1348,146,1380,3884,2.8144927536231883,0.01884057971014493,0.5760869565217391,2025
37131,1,0,1,3,3.0,0.0,1.0,2016
37133,485,69,498,1463,2.9377510040160644,0.014056224899598393,0.3895582329317269,2024
37135,55,14,56,199,3.5535714285714284,0.0,0.8214285714285714,2025
37137,938,69,960,2573,2.6802083333333333,0.025,0.7135416666666666,2025
37139,52,4,52,145,2.7884615384615383,0.0,0.4807692307692308,2024
37141,639,84,669,1900,2.8400597907324365,0.014947683109118086,0.5485799701046338,2024
37143,7,0,7,18,2.5714285714285716,0.0,0.7142857142857143,2024
37147,62,8,68,199,2.926470588235294,0.014705882352941176,0.5147058823529411,2025
37149,10,0,10,20,2.0,0.0,0.5,2024
37151,6,1,6,22,3.6666666666666665,0.0,0.5,2024
37153,2,1,2,6,3.0,0.0,0.0,2018
37155,287,29,287,623,2.1707317073170733,0.0,0.6202090592334495,2025
37157,14,3,14,39,2.7857142857142856,0.0,0.35714285714285715,2024
37159,6,0,6,15,2.5,0.0,0.0,2020
37161,11,3,11,35,3.1818181818181817,0.0,0.36363636363636365,2024
37163,24,0,27,67,2.4814814814814814,0.07407407407407407,0.48148148148148145,2024
37165,1,0,1,2,2.0,0.0,1.0,2024
37167,8,4,8,30,3.75,0.0,0.625,2025
37171,6,2,6,17,2.8333333333333335,0.0,0.0,1989
37173,4,1,4,20,5.0,0.0,0.75,2025
37175,6,2,6,18,3.0,0.0,0.5,2024
37177,103,3,103,254,2.466019417475728,0.0,0.5533980582524272,2025
37179,8,0,8,25,3.125,0.0,0.375,2024
37183,149,26,157,490,3.121019108280255,0.044585987261146494,0.40764331210191085,2025
37187,21,1,21,50,2.380952380952381,0.0,0.5238095238095238,2019
37189,26,5,26,82,3.1538461538461537,0.0,0.6538461538461539,2025
37191,93,7,111,257,2.315315315315315,0.06306306306306306,0.4864864864864865,2023
37193,2,1,2,7,3.5,0.0,0.5,2024
37195,37,11,38,124,3.263157894736842,0.0,0.7105263157894737,2025
37199,9,0,10,28,2.8,0.0,0.5,2024
38003,14,0,14,32,2.2857142857142856,0.0,0.14285714285714285,2013
38005,5,4,6,13,2.1666666666666665,0.16666666666666666,0.0,2011
38007,1,0,1,2,2.0,0.0,0.0,2019
38015,31,0,31,63,2.032258064516129,0.0,0.7096774193548387,2011
38017,67,6,82,229,2.792682926829268,0.06097560975609756,0.2073170731707317,2019
38029,6,2,6,20,3.3333333333333335,0.0,0.16666666666666666,2020
38035,20,4,42,102,2.4285714285714284,0.19047619047619047,0.09523809523809523,2020
38041,2,0,2,5,2.5,0.0,0.0,1997
38049,5,0,5,12,2.4,0.0,0.0,2011
38055,1,0,1,2,2.0,0.0,0.0,2008
38057,1,0,1,2,2.0,0.0,0.0,2013
38059,3,1,3,12,4.0,0.0,0.0,2009
38063,1,1,2,4,2.0,0.5,0.0,2006
38067,11,1,11,21,1.9090909090909092,0.0,0.0,2013
38071,14,19,34,61,1.7941176470588236,0.11764705882352941,0.0,2013
38073,7,0,7,16,2.2857142857142856,0.0,0.0,2022
38077,6,0,6,15,2.5,0.0,0.3333333333333333,2019
38093,5,0,6,12,2.0,0.16666666666666666,0.0,2014
38095,1,1,1,3,3.0,0.0,0.0,2011
38097,7,2,9,17,1.8888888888888888,0.0,0.1111111111111111,2022
38099,17,2,21,61,2.9047619047619047,0.09523809523809523,0.14285714285714285,2023
38101,15,0,20,49,2.45,0.2,0.3,2013
39001,7,1,8,21,2.625,0.0,0.5,2025
39003,25,4,26,86,3.3076923076923075,0.038461538461538464,0.34615384615384615,2023
39005,6,0,6,14,2.3333333333333335,0.0,0.0,2021
39007,15,2,15,51,3.4,0.0,0.26666666666666666,2025
39009,51,6,53,158,2.981132075471698,0.03773584905660377,0.05660377358490566,2025
39011,11,2,11,34,3.090909090909091,0.0,0.18181818181818182,2019
39013,68,2,68,170,2.5,0.014705882352941176,0.17647058823529413,2025
39015,4,0,4,10,2.5,0.0,0.0,2018
39017,40,1,40,100,2.5,0.0,0.375,2023
39019,2,0,2,6,3.0,0.0,0.0,2008
39021,1,1,1,4,4.0,0.0,1.0,2020
39023,11,1,12,35,2.9166666666666665,0.08333333333333333,0.25,2020
39025,31,6,33,98,2.9696969696969697,0.030303030303030304,0.5454545454545454,2025
39027,2,0,2,4,2.0,0.0,0.0,2022
39029,10,0,10,26,2.6,0.0,0.0,2012
39031,4,0,4,9,2.25,0.0,0.25,2020
39033,17,2,17,52,3.0588235294117645,0.0,0.35294117647058826,2022
39035,134,25,147,564,3.836734693877551,0.09523809523809523,0.32653061224489793,2025
39037,2,1,2,7,3.5,0.0,0.5,2018
39039,21,0,29,107,3.689655172413793,0.2413793103448276,0.06896551724137931,2015
39041,7,1,8,29,3.625,0.125,0.5,2020
39043,90,16,93,326,3.5053763440860215,0.010752688172043012,0.1935483870967742,2023
39045,21,2,21,50,2.380952380952381,0.0,0.3333333333333333,2025
39049,102,6,102,270,2.6470588235294117,0.0,0.3431372549019608,2024
39051,2,0,2,5,2.5,0.0,0.0,2020
39053,16,5,16,55,3.4375,0.0,0.1875,2024
39055,8,1,8,20,2.5,0.0,0.25,2021
39057,9,0,9,27,3.0,0.0,0.3333333333333333,2023
39059,50,4,52,129,2.480769230769231,0.038461538461538464,0.25,2024
39061,185,28,188,592,3.148936170212766,0.0,0.32978723404255317,2025
39063,185,26,226,725,3.2079646017699117,0.168141592920354,0.2345132743362832,2025
39065,0,0,1,4,4.0,1.0,0.0,2013
39067,5,3,5,21,4.2,0.0,0.0,2022
39069,28,3,28,93,3.3214285714285716,0.0,0.17857142857142858,2015
39071,1,0,1,2,2.0,0.0,0.0,1995
39073,15,1,16,46,2.875,0.0,0.25,2019
39075,10,0,10,22,2.2,0.0,0.3,2018
39077,11,1,11,28,2.5454545454545454,0.0,0.18181818181818182,2023
39079,23,3,24,74,3.0833333333333335,0.041666666666666664,0.16666666666666666,2018
39081,26,1,26,60,2.3076923076923075,0.0,0.15384615384615385,2024
39083,7,0,7,17,2.4285714285714284,0.0,0.2857142857142857,2022
39085,85,8,85,250,2.9411764705882355,0.0,0.4,2025
39087,43,7,47,145,3.0851063829787235,0.0851063829787234,0.10638297872340426,2021
39089,28,6,28,80,2.857142857142857,0.0,0.42857142857142855,2024
39091,14,3,15,43,2.8666666666666667,0.0,0.2,2019
39093,64,6,65,188,2.8923076923076922,0.015384615384615385,0.49230769230769234,2023
39095,84,8,85,242,2.847058823529412,0.0,0.27058823529411763,2025
39097,1,0,1,2,2.0,0.0,0.0,1979
39099,24,4,24,78,3.25,0.041666666666666664,0.2916666666666667,2022
39101,37,2,39,96,2.4615384615384617,0.05128205128205128,0.5384615384615384,2025
39103,19,4,24,108,4.5,0.16666666666666666,0.16666666666666666,2022
39105,35,9,36,101,2.8055555555555554,0.0,0.1111111111111111,2025
39107,12,1,12,36,3.0,0.0,0.25,2019
39109,16,1,16,38,2.375,0.0,0.3125,2018
39111,8,1,8,17,2.125,0.0,0.0,2013
39113,19,2,20,53,2.65,0.05,0.15,2025
39115,26,2,27,68,2.5185185185185186,0.037037037037037035,0.2222222222222222,2024
39119,23,4,23,65,2.8260869565217392,0.0,0.2608695652173913,2024
39121,15,0,17,37,2.176470588235294,0.058823529411764705,0.29411764705882354,2022
39123,139,4,140,424,3.0285714285714285,0.007142857142857143,0.17142857142857143,2023
39125,5,0,5,12,2.4,0.0,0.2,2021
39127,6,1,6,15,2.5,0.0,0.16666666666666666,2017
39129,8,1,8,19,2.375,0.0,0.5,2025
39131,14,2,14,32,2.2857142857142856,0.0,0.35714285714285715,2024
39133,9,0,9,18,2.0,0.0,0.1111111111111111,2019
39135,2,0,2,4,2.0,0.0,0.0,2020
39137,24,4,28,103,3.6785714285714284,0.10714285714285714,0.32142857142857145,2017
39139,33,2,36,93,2.5833333333333335,0.08333333333333333,0.3055555555555556,2019
39141,12,1,12,31,2.5833333333333335,0.0,0.4166666666666667,2011
39143,13,0,14,43,3.0714285714285716,0.07142857142857142,0.21428571428571427,2013
39145,28,2,28,65,2.3214285714285716,0.0,0.07142857142857142,2025
39147,14,1,14,34,2.4285714285714284,0.0,0.21428571428571427,2013
39149,9,0,10,24,2.4,0.0,0.2,2018
39151,43,6,47,159,3.382978723404255,0.06382978723404255,0.19148936170212766,2025
39153,94,11,94,253,2.6914893617021276,0.0,0.5106382978723404,2024
39155,43,4,43,123,2.86046511627907,0.0,0.3488372093023256,2022
39157,19,0,19,49,2.5789473684210527,0.0,0.2631578947368421,2023
39159,6,0,6,19,3.1666666666666665,0.0,0.16666666666666666,2016
39161,4,0,4,10,2.5,0.0,0.75,2019
39165,21,3,21,55,2.619047619047619,0.0,0.47619047619047616,2022
39167,203,26,205,532,2.5951219512195123,0.0,0.21951219512195122,2024
39169,10,0,10,21,2.1,0.0,0.4,2019
39171,3,0,3,7,2.3333333333333335,0.0,0.0,2013
39173,24,1,24,60,2.5,0.0,0.125,2025
39175,17,3,17,45,2.6470588235294117,0.0,0.23529411764705882,2021
40001,6,1,6,17,2.8333333333333335,0.0,0.16666666666666666,2022
40003,4,0,4,8,2.0,0.0,0.0,2008
40005,1,0,1,2,2.0,0.0,0.0,2016
40013,1,0,1,3,3.0,0.0,0.0,2015
40015,2,0,2,4,2.0,0.0,0.0,2016
40017,25,5,26,74,2.8461538461538463,0.0,0.23076923076923078,2020
40019,5,0,5,15,3.0,0.0,0.4,2021
40021,14,5,14,39,2.7857142857142856,0.0,0.42857142857142855,2022
40027,43,3,46,128,2.782608695652174,0.043478260869565216,0.30434782608695654,2025
40031,91,21,96,330,3.4375,0.041666666666666664,0.3333333333333333,2025
40033,1,0,1,2,2.0,0.0,0.0,2015
40035,3,2,3,9,3.0,0.0,0.0,2019
40037,25,3,25,69,2.76,0.0,0.16,2019
40039,3,0,3,6,2.0,0.0,0.3333333333333333,2019
40041,18,0,18,46,2.5555555555555554,0.0,0.0,2019
40047,2,0,2,5,2.5,0.0,0.5,1999
40049,6,1,6,15,2.5,0.0,0.16666666666666666,2025
40051,25,5,25,71,2.84,0.0,0.16,2018
40057,1,0,1,2,2.0,0.0,0.0,2016
40071,34,6,35,107,3.057142857142857,0.02857142857142857,0.08571428571428572,2025
40073,29,3,34,108,3.176470588235294,0.11764705882352941,0.058823529411764705,2017
40075,3,0,3,11,3.6666666666666665,0.0,0.3333333333333333,2019
40079,3,0,3,10,3.3333333333333335,0.0,0.6666666666666666,2023
40081,2,0,3,12,4.0,0.3333333333333333,0.0,1988
40083,35,15,39,162,4.153846153846154,0.0,0.0,2019
40087,3,0,3,7,2.3333333333333335,0.0,0.6666666666666666,2022
40089,8,5,8,38,4.75,0.0,0.25,2021
40093,1,0,1,2,2.0,0.0,0.0,1995
40095,1,0,1,2,2.0,0.0,0.0,1991
40097,15,2,16,45,2.8125,0.0625,0.0625,2019
40101,14,4,21,90,4.285714285714286,0.2857142857142857,0.19047619047619047,2022
40105,1,0,1,2,2.0,0.0,0.0,2019
40109,159,19,164,457,2.7865853658536586,0.012195121951219513,0.14634146341463414,2025
40111,14,6,14,51,3.642857142857143,0.0,0.2857142857142857,2022
40113,7,0,7,19,2.7142857142857144,0.0,0.0,2019
40115,49,9,102,473,4.637254901960785,0.47058823529411764,0.11764705882352941,2025
40117,1,0,1,2,2.0,0.0,0.0,1985
40119,2,1,4,11,2.75,0.0,0.0,2021
40121,1,0,1,2,2.0,0.0,1.0,2015
40123,3,0,3,7,2.3333333333333335,0.0,0.6666666666666666,2025
40125,22,3,23,71,3.0869565217391304,0.043478260869565216,0.2608695652173913,2022
40131,31,8,32,126,3.9375,0.0,0.28125,2025
40133,3,0,3,8,2.6666666666666665,0.0,0.6666666666666666,2024
40135,8,1,8,16,2.0,0.0,0.25,2022
40137,7,2,7,28,4.0,0.0,0.14285714285714285,2025
40141,1,0,1,4,4.0,0.0,0.0,2009
40143,140,17,160,515,3.21875,0.0625,0.1375,2025
40145,50,13,52,172,3.3076923076923075,0.019230769230769232,0.2692307692307692,2025
40147,19,13,21,114,5.428571428571429,0.09523809523809523,0.42857142857142855,2019
40153,3,0,3,9,3.0,0.0,0.3333333333333333,2019
41003,4,1,7,14,2.0,0.2857142857142857,0.14285714285714285,2019
41005,55,7,56,137,2.4464285714285716,0.017857142857142856,0.5,2025
41007,9,1,9,26,2.888888888888889,0.0,0.2222222222222222,2021
41009,19,3,34,77,2.264705882352941,0.0,0.5,2015
41011,18,0,19,47,2.473684210526316,0.0,0.2631578947368421,2025
41015,3,1,3,8,2.6666666666666665,0.0,0.6666666666666666,2023
41019,10,0,11,27,2.4545454545454546,0.09090909090909091,0.5454545454545454,2025
41023,1,0,1,2,2.0,0.0,0.0,1997
41025,2,0,2,4,2.0,0.0,0.0,2017
41029,13,0,13,29,2.230769230769231,0.0,0.38461538461538464,2019
41031,1,0,1,3,3.0,0.0,0.0,2014
41033,5,0,5,10,2.0,0.0,0.2,2005
41037,0,0,1,2,2.0,0.0,0.0,2017
41039,32,1,33,90,2.727272727272727,0.030303030303030304,0.5151515151515151,2025
41041,50,8,57,141,2.473684210526316,0.12280701754385964,0.10526315789473684,2021
41043,7,0,9,23,2.5555555555555554,0.1111111111111111,0.3333333333333333,2019
41047,16,3,16,49,3.0625,0.0,0.3125,2019
41051,17,2,18,49,2.7222222222222223,0.1111111111111111,0.3888888888888889,2017
41053,1,1,2,6,3.0,0.0,1.0,2021
41057,68,15,77,275,3.5714285714285716,0.07792207792207792,0.3246753246753247,2025
41059,1,0,1,2,2.0,0.0,0.0,2020
41061,2,0,2,6,3.0,0.0,1.0,2020
41067,45,6,46,128,2.782608695652174,0.0,0.5434782608695652,2019
41071,5,1,6,17,2.8333333333333335,0.0,0.3333333333333333,2015
42001,36,11,36,129,3.5833333333333335,0.0,0.3888888888888889,2024
42003,479,56,489,1434,2.932515337423313,0.014314928425357873,0.3476482617586912,2025
42005,51,4,52,135,2.5961538461538463,0.0,0.28846153846153844,2024
42007,94,20,99,360,3.6363636363636362,0.04040404040404041,0.3838383838383838,2024
42009,109,21,116,360,3.103448275862069,0.04310344827586207,0.09482758620689655,2025
42011,116,6,120,311,2.591666666666667,0.025,0.425,2025
42013,117,19,121,334,2.760330578512397,0.01652892561983471,0.18181818181818182,2025
42015,98,11,104,299,2.875,0.028846153846153848,0.2692307692307692,2021
42017,788,168,881,2889,3.279228149829739,0.08853575482406356,0.4790011350737798,2025
42019,89,22,95,353,3.7157894736842105,0.021052631578947368,0.3684210526315789,2025
42021,20,0,20,48,2.4,0.0,0.35,2024
42023,10,0,10,25,2.5,0.0,0.1,2010
42025,6,0,7,14,2.0,0.0,0.2857142857142857,2025
42027,22,0,22,49,2.227272727272727,0.0,0.22727272727272727,2016
42029,215,37,221,749,3.3891402714932126,0.01809954751131222,0.3755656108597285,2025
42031,14,3,14,44,3.142857142857143,0.0,0.2857142857142857,2023
42033,58,1,60,148,2.466666666666667,0.016666666666666666,0.21666666666666667,2019
42035,75,4,77,193,2.5064935064935066,0.0,0.3116883116883117,2024
42037,353,37,400,1092,2.73,0.0975,0.3,2025
42039,29,2,29,82,2.8275862068965516,0.0,0.27586206896551724,2021
42041,164,12,169,516,3.0532544378698225,0.011834319526627219,0.3076923076923077,2024
42043,774,51,796,2226,2.7964824120603016,0.14195979899497488,0.2952261306532663,2024
42045,334,89,336,1200,3.5714285714285716,0.002976190476190476,0.38095238095238093,2025
42047,31,4,33,95,2.878787878787879,0.030303030303030304,0.3333333333333333,2024
42049,48,3,49,131,2.673469387755102,0.02040816326530612,0.24489795918367346,2023
42051,69,13,70,208,2.9714285714285715,0.0,0.24285714285714285,2024
42053,1,0,1,2,2.0,0.0,0.0,2004
42055,6,1,7,17,2.4285714285714284,0.0,0.14285714285714285,2022
42057,1,0,1,3,3.0,0.0,0.0,2004
42059,35,3,35,93,2.657142857142857,0.0,0.2857142857142857,2024
42061,65,6,66,181,2.742424242424242,0.0,0.19696969696969696,2024
42063,40,3,40,107,2.675,0.0,0.325,2025
42065,40,2,41,105,2.5609756097560976,0.04878048780487805,0.2682926829268293,2015
42067,21,0,21,48,2.2857142857142856,0.0,0.09523809523809523,2024
42069,142,16,148,390,2.635135135135135,0.0,0.22297297297297297,2023
42071,181,34,185,675,3.6486486486486487,0.016216216216216217,0.3081081081081081,2025
42073,19,1,19,47,2.473684210526316,0.0,0.21052631578947367,2024
42075,78,14,86,252,2.9302325581395348,0.09302325581395349,0.3023255813953488,2021
42077,105,21,107,374,3.4953271028037385,0.018691588785046728,0.2803738317757009,2025
42079,372,59,432,1379,3.1921296296296298,0.12268518518518519,0.2523148148148148,2025
42081,518,83,545,1574,2.8880733944954127,0.025688073394495414,0.1724770642201835,2024
42083,13,0,13,31,2.3846153846153846,0.0,0.07692307692307693,2010
42085,11,3,11,40,3.6363636363636362,0.0,0.18181818181818182,2024
42087,44,1,45,100,2.2222222222222223,0.0,0.13333333333333333,2021
42089,41,7,46,131,2.847826086956522,0.10869565217391304,0.13043478260869565,2024
42091,740,200,784,3065,3.9094387755102042,0.05994897959183673,0.35459183673469385,2025
42093,10,0,12,33,2.75,0.16666666666666666,0.0,2018
42095,244,55,272,810,2.9779411764705883,0.09558823529411764,0.4007352941176471,2023
42097,182,29,186,554,2.978494623655914,0.021505376344086023,0.1827956989247312,2018
42099,105,8,107,285,2.663551401869159,0.0,0.2616822429906542,2024
42101,140,34,141,464,3.2907801418439715,0.0,0.5106382978723404,2023
42103,30,1,31,70,2.2580645161290325,0.03225806451612903,0.2903225806451613,2021
42105,4,1,4,11,2.75,0.0,0.75,2024
42107,95,4,103,270,2.621359223300971,0.04854368932038835,0.36893203883495146,2021
42109,134,11,145,423,2.9172413793103447,0.05517241379310345,0.2896551724137931,2021
42111,24,1,24,68,2.8333333333333335,0.0,0.25,2025
42113,20,2,20,50,2.5,0.0,0.3,2025
42115,78,6,79,183,2.3164556962025316,0.012658227848101266,0.3037974683544304,2023
42117,23,1,24,56,2.3333333333333335,0.0,0.4166666666666667,2024
42119,115,11,118,329,2.788135593220339,0.19491525423728814,0.1864406779661017,2024
42121,16,1,17,48,2.823529411764706,0.058823529411764705,0.17647058823529413,2022
42123,12,1,12,26,2.1666666666666665,0.0,0.16666666666666666,2018
42125,114,9,118,343,2.906779661016949,0.00847457627118644,0.3898305084745763,2025
42127,33,5,35,98,2.8,0.05714285714285714,0.17142857142857143,2025
42129,169,12,171,489,2.8596491228070176,0.005847953216374269,0.3742690058479532,2025
42131,165,30,171,526,3.0760233918128654,0.029239766081871343,0.15204678362573099,2024
42133,165,20,170,476,2.8,0.023529411764705882,0.31176470588235294,2025
44001,36,3,37,108,2.918918918918919,0.02702702702702703,0.40540540540540543,2024
44003,84,11,84,224,2.6666666666666665,0.0,0.2619047619047619,2024
44005,40,5,40,112,2.8,0.025,0.45,2024
44007,192,23,192,577,3.0052083333333335,0.005208333333333333,0.2552083333333333,2024
44009,122,24,129,415,3.2170542635658914,0.023255813953488372,0.4496124031007752,2024
45001,1,0,1,2,2.0,0.0,1.0,2024
45003,2,0,2,4,2.0,0.0,0.0,2024
45005,1,0,1,3,3.0,0.0,1.0,2025
45007,4,0,4,11,2.75,0.0,0.5,2024
45009,6,0,7,14,2.0,0.0,0.2857142857142857,2024
45011,1,0,1,2,2.0,0.0,1.0,2024
45013,346,10,354,796,2.248587570621469,0.02824858757062147,0.7203389830508474,2025
45015,71,7,71,200,2.816901408450704,0.0,0.676056338028169,2024
45019,1227,169,1274,3899,3.0604395604395602,0.03296703296703297,0.6781789638932496,2025
45021,1,0,1,2,2.0,0.0,0.0,2009
45027,3,0,3,6,2.0,0.0,0.6666666666666666,2020
45029,72,3,72,199,2.763888888888889,0.0,0.7777777777777778,2025
45031,19,3,19,54,2.8421052631578947,0.0,0.42105263157894735,2020
45033,18,2,18,37,2.0555555555555554,0.0,0.4444444444444444,2024
45035,96,9,96,243,2.53125,0.0,0.6770833333333334,2025
45037,2,0,2,4,2.0,0.0,0.5,2024
45039,8,3,8,28,3.5,0.0,0.625,2024
45041,50,4,51,127,2.4901960784313726,0.0196078431372549,0.43137254901960786,2024
45043,471,57,474,1308,2.759493670886076,0.012658227848101266,0.5569620253164557,2025
45045,54,10,62,207,3.338709677419355,0.0967741935483871,0.45161290322580644,2024
45047,6,0,6,16,2.6666666666666665,0.0,1.0,2025
45049,2,0,2,6,3.0,0.0,1.0,2023
