ID,Year,Row,CUSIP,Issuer Name,Yield at Issue,Amt Issued,Issue Date,Maturity,Tax Prov,Fin Typ,BICS Level 2,Self-reported Green,Mgmt of Proc,ESG Reporting,ESG Assurance Providers,Proj Sel Proc,ESG Framework,Industry,Industry_Full,Kestrel Total ESG Impact Score,ESG Project Categories,Project Subcategory,Jurisdiction_Type,Controlling_Jurisdiction,Ultimate_Political_Jurisdiction,Entity_Type,Service_Function,Independence_Level,Geographic_Scope,State_Abb_Classified,State_Name,Classification_Confidence,Issue_Year,City_Name,County_Name,Is_Municipal,State_Year,City_State_Year,city_fips7,city_geo_name,city_name_crosswalk,city_match_method,panel_year,is_in_578_panel,cusip_duplicate_flag,included,cusip_repaired
2022-1536,2022.0,1536,160429ZW9,City of Charleston SC Waterworks & Sewer System Revenue,2.28,600000.0,2022-06-30,2026-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1539,2022.0,1539,160429A22,City of Charleston SC Waterworks & Sewer System Revenue,2.78,2000000.0,2022-06-30,2030-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1540,2022.0,1540,160429A30,City of Charleston SC Waterworks & Sewer System Revenue,2.86,2000000.0,2022-06-30,2031-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1541,2022.0,1541,160429A55,City of Charleston SC Waterworks & Sewer System Revenue,3.06,2300000.0,2022-06-30,2033-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1542,2022.0,1542,160429A63,City of Charleston SC Waterworks & Sewer System Revenue,3.22,650000.0,2022-06-30,2034-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1543,2022.0,1543,160429A89,City of Charleston SC Waterworks & Sewer System Revenue,3.33,5265000.0,2022-06-30,2036-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1544,2022.0,1544,160429A97,City of Charleston SC Waterworks & Sewer System Revenue,3.35,5530000.0,2022-06-30,2037-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1545,2022.0,1545,160429B39,City of Charleston SC Waterworks & Sewer System Revenue,3.44,6095000.0,2022-06-30,2039-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1546,2022.0,1546,160429B47,City of Charleston SC Waterworks & Sewer System Revenue,3.49,6400000.0,2022-06-30,2040-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1547,2022.0,1547,160429B54,City of Charleston SC Waterworks & Sewer System Revenue,3.53,6720000.0,2022-06-30,2041-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1548,2022.0,1548,160429ZZ2,City of Charleston SC Waterworks & Sewer System Revenue,2.63,2000000.0,2022-06-30,2029-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
2022-1607,2022.0,1607,736754SG8,City of Portland OR Water System Revenue,1.95,2180000.0,2022-04-07,2025-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1608,2022.0,1608,736754SJ2,City of Portland OR Water System Revenue,2.12,2405000.0,2022-04-07,2027-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1609,2022.0,1609,736754SK9,City of Portland OR Water System Revenue,2.14,2525000.0,2022-04-07,2028-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1610,2022.0,1610,736754SL7,City of Portland OR Water System Revenue,2.2,2655000.0,2022-04-07,2029-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1611,2022.0,1611,736754SP8,City of Portland OR Water System Revenue,2.37,3070000.0,2022-04-07,2032-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1612,2022.0,1612,736754SQ6,City of Portland OR Water System Revenue,2.41,3225000.0,2022-04-07,2033-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1613,2022.0,1613,736754SU7,City of Portland OR Water System Revenue,2.76,3845000.0,2022-04-07,2037-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1618,2022.0,1618,736754SH6,City of Portland OR Water System Revenue,2.05,2290000.0,2022-04-07,2026-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1619,2022.0,1619,736754SM5,City of Portland OR Water System Revenue,2.28,2790000.0,2022-04-07,2030-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1620,2022.0,1620,736754SN3,City of Portland OR Water System Revenue,2.32,2925000.0,2022-04-07,2031-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1621,2022.0,1621,736754SR4,City of Portland OR Water System Revenue,2.44,3385000.0,2022-04-07,2034-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1622,2022.0,1622,736754ST0,City of Portland OR Water System Revenue,2.74,3700000.0,2022-04-07,2036-04-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Portland OR,City of Portland OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2022.0,portland,,True,OR_2022,portland_OR_2022,4159000.0,portland,Portland,existing_city_name,2022.0,True,False,0,0
2022-1625,2022.0,1625,483273GE2,City of Kalamazoo MI Wastewater System Revenue,2.39,930000.0,2022-04-14,2026-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1626,2022.0,1626,483273GG7,City of Kalamazoo MI Wastewater System Revenue,2.56,1000000.0,2022-04-14,2028-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1627,2022.0,1627,483273GK8,City of Kalamazoo MI Wastewater System Revenue,2.85,1110000.0,2022-04-14,2031-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1628,2022.0,1628,483273GS1,City of Kalamazoo MI Wastewater System Revenue,3.35,7270000.0,2022-04-14,2047-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1629,2022.0,1629,483278UM7,City of Kalamazoo MI Water Supply System Revenue,2.65,865000.0,2022-05-03,2029-09-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1630,2022.0,1630,483278UQ8,City of Kalamazoo MI Water Supply System Revenue,2.8,1005000.0,2022-05-03,2032-09-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1631,2022.0,1631,483278UW5,City of Kalamazoo MI Water Supply System Revenue,3.1,2540000.0,2022-05-03,2038-09-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1632,2022.0,1632,483273GH5,City of Kalamazoo MI Wastewater System Revenue,2.65,1035000.0,2022-04-14,2029-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1633,2022.0,1633,483273GM4,City of Kalamazoo MI Wastewater System Revenue,3.04,1660000.0,2022-04-14,2038-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1634,2022.0,1634,483273GP7,City of Kalamazoo MI Wastewater System Revenue,3.13,2015000.0,2022-04-14,2042-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1635,2022.0,1635,483273GR3,City of Kalamazoo MI Wastewater System Revenue,3.19,2450000.0,2022-04-14,2046-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1636,2022.0,1636,483278UN5,City of Kalamazoo MI Water Supply System Revenue,2.7,910000.0,2022-05-03,2030-09-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1637,2022.0,1637,483278US4,City of Kalamazoo MI Water Supply System Revenue,3,1105000.0,2022-05-03,2034-09-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1638,2022.0,1638,483273GF9,City of Kalamazoo MI Wastewater System Revenue,2.48,965000.0,2022-04-14,2027-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1639,2022.0,1639,483273GJ1,City of Kalamazoo MI Wastewater System Revenue,2.75,1080000.0,2022-04-14,2030-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1640,2022.0,1640,483273GL6,City of Kalamazoo MI Wastewater System Revenue,2.94,1155000.0,2022-04-14,2032-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1641,2022.0,1641,483273GQ5,City of Kalamazoo MI Wastewater System Revenue,3.16,2225000.0,2022-04-14,2040-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1642,2022.0,1642,483278UH8,City of Kalamazoo MI Water Supply System Revenue,2.36,715000.0,2022-05-03,2025-09-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1643,2022.0,1643,483278UL9,City of Kalamazoo MI Water Supply System Revenue,2.6,825000.0,2022-05-03,2029-09-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1644,2022.0,1644,483278UU9,City of Kalamazoo MI Water Supply System Revenue,3.1,1195000.0,2022-05-03,2036-09-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1645,2022.0,1645,483278UZ8,City of Kalamazoo MI Water Supply System Revenue,3.3,4215000.0,2022-05-03,2041-09-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1646,2022.0,1646,483273GD4,City of Kalamazoo MI Wastewater System Revenue,3,890000.0,2022-04-14,2028-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
2022-1647,2022.0,1647,483273GN2,City of Kalamazoo MI Wastewater System Revenue,3.13,1825000.0,2022-04-14,2036-10-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Kalamazoo MI,City of Kalamazoo MI,Direct government,Water/Wastewater,INTEGRATED,Single city,MI,Michigan,HIGH,2022.0,kalamazoo,,True,MI_2022,kalamazoo_MI_2022,2642160.0,kalamazoo,Kalamazoo,existing_city_name,2022.0,True,False,1,0
