ID,Year,Row,CUSIP,Issuer Name,Yield at Issue,Amt Issued,Issue Date,Maturity,Tax Prov,Fin Typ,BICS Level 2,Self-reported Green,Mgmt of Proc,ESG Reporting,ESG Assurance Providers,Proj Sel Proc,ESG Framework,Industry,Industry_Full,Kestrel Total ESG Impact Score,ESG Project Categories,Project Subcategory,Jurisdiction_Type,Controlling_Jurisdiction,Ultimate_Political_Jurisdiction,Entity_Type,Service_Function,Independence_Level,Geographic_Scope,State_Abb_Classified,State_Name,Classification_Confidence,Issue_Year,City_Name,County_Name,Is_Municipal,State_Year,City_State_Year,city_fips7,city_geo_name,city_name_crosswalk,city_match_method,panel_year,is_in_578_panel,cusip_duplicate_flag,included,cusip_repaired
2022-1315,2022.0,1315,254845RU6,District of Columbia Water & Sewer Authority,1.96,5880000.0,2022-03-23,2035-10-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,4.68,Sustainable Water,Infastructure,CITY,District of Columbia,City of District of Columbia,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1316,2022.0,1316,254845RW2,District of Columbia Water & Sewer Authority,2.01,6485000.0,2022-03-23,2037-10-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,4.68,Sustainable Water,Infastructure,CITY,District of Columbia,City of District of Columbia,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1317,2022.0,1317,254845RX0,District of Columbia Water & Sewer Authority,2.03,6810000.0,2022-03-23,2038-10-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,4.68,Sustainable Water,Infastructure,CITY,District of Columbia,City of District of Columbia,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1318,2022.0,1318,254845SA9,District of Columbia Water & Sewer Authority,2.11,7885000.0,2022-03-23,2042-10-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,4.68,Sustainable Water,Infastructure,CITY,District of Columbia,City of District of Columbia,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1323,2022.0,1323,349298ST7,City of Fort Wayne IN Sewage Works Revenue,2.87,300000.0,2022-05-25,2025-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1324,2022.0,1324,349298SX8,City of Fort Wayne IN Sewage Works Revenue,3.25,1100000.0,2022-05-25,2029-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1325,2022.0,1325,349298TB5,City of Fort Wayne IN Sewage Works Revenue,3.55,1335000.0,2022-05-25,2033-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1326,2022.0,1326,349298TF6,City of Fort Wayne IN Sewage Works Revenue,3.61,1490000.0,2022-05-25,2035-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1327,2022.0,1327,349298TK5,City of Fort Wayne IN Sewage Works Revenue,3.7,1645000.0,2022-05-25,2037-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1328,2022.0,1328,349298TX7,City of Fort Wayne IN Sewage Works Revenue,5,,2022-05-25,2042-02-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,--,"Pollution Control, Renewable Energy","Solar, Bioenergy, Plumbing System",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1329,2022.0,1329,25483VZF4,District of Columbia,3.03,3770000.0,2022-05-05,2025-08-31,AMT/ST TAX-EXEMPT,NEW MONEY,Financing,Yes,Yes,Yes,No,Yes,Yes,APPROP,Appropriation,5,"Pollution Control, Energy Efficiency ",Green House Gas Control ,CITY,District of Columbia,City of District of Columbia,Direct government,General government,INTEGRATED,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1330,2022.0,1330,25483VZH0,District of Columbia,3.16,4060000.0,2022-05-05,2026-08-31,AMT/ST TAX-EXEMPT,NEW MONEY,Financing,Yes,Yes,Yes,No,Yes,Yes,APPROP,Appropriation,5,"Pollution Control, Energy Efficiency ",Green House Gas Control ,CITY,District of Columbia,City of District of Columbia,Direct government,General government,INTEGRATED,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1331,2022.0,1331,25483VZP2,District of Columbia,3.51,4765000.0,2022-05-05,2029-08-31,AMT/ST TAX-EXEMPT,NEW MONEY,Financing,Yes,Yes,Yes,No,Yes,Yes,APPROP,Appropriation,5,"Pollution Control, Energy Efficiency ",Green House Gas Control ,CITY,District of Columbia,City of District of Columbia,Direct government,General government,INTEGRATED,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1332,2022.0,1332,25483VZT4,District of Columbia,3.7,5300000.0,2022-05-05,2031-08-31,AMT/ST TAX-EXEMPT,NEW MONEY,Financing,Yes,Yes,Yes,No,Yes,Yes,APPROP,Appropriation,5,"Pollution Control, Energy Efficiency ",Green House Gas Control ,CITY,District of Columbia,City of District of Columbia,Direct government,General government,INTEGRATED,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1333,2022.0,1333,25483VZU1,District of Columbia,3.77,5475000.0,2022-05-05,2032-02-29,AMT/ST TAX-EXEMPT,NEW MONEY,Financing,Yes,Yes,Yes,No,Yes,Yes,APPROP,Appropriation,5,"Pollution Control, Energy Efficiency ",Green House Gas Control ,CITY,District of Columbia,City of District of Columbia,Direct government,General government,INTEGRATED,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1334,2022.0,1334,25483VZX5,District of Columbia,3.93,5905000.0,2022-05-05,2033-08-31,AMT/ST TAX-EXEMPT,NEW MONEY,Financing,Yes,Yes,Yes,No,Yes,Yes,APPROP,Appropriation,5,"Pollution Control, Energy Efficiency ",Green House Gas Control ,CITY,District of Columbia,City of District of Columbia,Direct government,General government,INTEGRATED,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1335,2022.0,1335,254845RV4,District of Columbia Water & Sewer Authority,1.99,6175000.0,2022-03-23,2036-10-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,4.68,Sustainable Water,Infastructure,CITY,District of Columbia,City of District of Columbia,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1336,2022.0,1336,254845SB7,District of Columbia Water & Sewer Authority,2.14,8275000.0,2022-03-23,2043-10-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,4.68,Sustainable Water,Infastructure,CITY,District of Columbia,City of District of Columbia,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,DC,,HIGH,2022.0,,,True,DC_2022,washington_DC_2022,1150000.0,washington,Washington,manual_correction,2022.0,True,False,1,0
2022-1337,2022.0,1337,349298TS8,City of Fort Wayne IN Sewage Works Revenue,4.15,1815000.0,2022-05-25,2041-02-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1338,2022.0,1338,349298TW9,City of Fort Wayne IN Sewage Works Revenue,5,,2022-05-25,2041-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,--,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1339,2022.0,1339,349298TD1,City of Fort Wayne IN Sewage Works Revenue,3.57,1420000.0,2022-05-25,2034-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1340,2022.0,1340,349298TU3,City of Fort Wayne IN Sewage Works Revenue,5,870000.0,2022-05-25,2042-02-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1368,2022.0,1368,349298SY6,City of Fort Wayne IN Sewage Works Revenue,3.33,1155000.0,2022-05-25,2030-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1369,2022.0,1369,349298TA7,City of Fort Wayne IN Sewage Works Revenue,3.48,1270000.0,2022-05-25,2032-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1370,2022.0,1370,349298TT6,City of Fort Wayne IN Sewage Works Revenue,5,865000.0,2022-05-25,2041-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1371,2022.0,1371,349298TV1,City of Fort Wayne IN Sewage Works Revenue,5,875000.0,2022-05-25,2042-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1372,2022.0,1372,349298TY5,City of Fort Wayne IN Sewage Works Revenue,5,,2022-05-25,2042-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,--,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1375,2022.0,1375,37530ABZ0,Gilbert Water Resource Municipal Property Corp,3.57,26480000.0,2022-06-14,2036-07-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,3.84,Sustainable Water,Plumbing System,CITY,Gilbert,City of Gilbert,Development corporation,Water/Wastewater,SEMI_DEPENDENT,Single city,AZ,Arizona,HIGH,2022.0,gilbert,,True,AZ_2022,gilbert_AZ_2022,427400.0,gilbert,Gilbert,existing_city_name,2022.0,True,False,0,0
2022-1376,2022.0,1376,37530ACB2,Gilbert Water Resource Municipal Property Corp,3.59,12745000.0,2022-06-14,2037-07-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,3.84,Sustainable Water,Plumbing System,CITY,Gilbert,City of Gilbert,Development corporation,Water/Wastewater,SEMI_DEPENDENT,Single city,AZ,Arizona,HIGH,2022.0,gilbert,,True,AZ_2022,gilbert_AZ_2022,427400.0,gilbert,Gilbert,existing_city_name,2022.0,True,False,0,0
2022-1378,2022.0,1378,37530ABS6,Gilbert Water Resource Municipal Property Corp,3.08,14790000.0,2022-06-14,2029-07-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,3.84,Sustainable Water,Plumbing System,CITY,Gilbert,City of Gilbert,Development corporation,Water/Wastewater,SEMI_DEPENDENT,Single city,AZ,Arizona,HIGH,2022.0,gilbert,,True,AZ_2022,gilbert_AZ_2022,427400.0,gilbert,Gilbert,existing_city_name,2022.0,True,False,0,0
2022-1379,2022.0,1379,37530ABV9,Gilbert Water Resource Municipal Property Corp,3.3,21680000.0,2022-06-14,2032-07-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,3.84,Sustainable Water,Plumbing System,CITY,Gilbert,City of Gilbert,Development corporation,Water/Wastewater,SEMI_DEPENDENT,Single city,AZ,Arizona,HIGH,2022.0,gilbert,,True,AZ_2022,gilbert_AZ_2022,427400.0,gilbert,Gilbert,existing_city_name,2022.0,True,False,0,0
2022-1380,2022.0,1380,37530ACA4,Gilbert Water Resource Municipal Property Corp,3.94,15020000.0,2022-06-14,2037-07-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,3.84,Sustainable Water,Plumbing System,CITY,Gilbert,City of Gilbert,Development corporation,Water/Wastewater,SEMI_DEPENDENT,Single city,AZ,Arizona,HIGH,2022.0,gilbert,,True,AZ_2022,gilbert_AZ_2022,427400.0,gilbert,Gilbert,existing_city_name,2022.0,True,False,0,0
2022-1381,2022.0,1381,37530ABW7,Gilbert Water Resource Municipal Property Corp,3.37,22795000.0,2022-06-14,2033-07-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,3.84,Sustainable Water,Plumbing System,CITY,Gilbert,City of Gilbert,Development corporation,Water/Wastewater,SEMI_DEPENDENT,Single city,AZ,Arizona,HIGH,2022.0,gilbert,,True,AZ_2022,gilbert_AZ_2022,427400.0,gilbert,Gilbert,existing_city_name,2022.0,True,False,0,0
2022-1383,2022.0,1383,37530ACG1,Gilbert Water Resource Municipal Property Corp,4.27,34330000.0,2022-06-14,2042-07-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,3.84,Sustainable Water,Plumbing System,CITY,Gilbert,City of Gilbert,Development corporation,Water/Wastewater,SEMI_DEPENDENT,Single city,AZ,Arizona,HIGH,2022.0,gilbert,,True,AZ_2022,gilbert_AZ_2022,427400.0,gilbert,Gilbert,existing_city_name,2022.0,True,False,0,0
2022-1420,2022.0,1420,349298SU4,City of Fort Wayne IN Sewage Works Revenue,2.92,950000.0,2022-05-25,2026-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1421,2022.0,1421,349298SW0,City of Fort Wayne IN Sewage Works Revenue,3.12,1045000.0,2022-05-25,2028-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1422,2022.0,1422,349298SZ3,City of Fort Wayne IN Sewage Works Revenue,3.41,1210000.0,2022-05-25,2031-08-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Water/Sewer,4.33,"Renewable Energy, Sustainable Water","Solar, Infastructure",CITY,Fort Wayne IN,City of Fort Wayne IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2022.0,fort wayne,,True,IN_2022,fort wayne_IN_2022,1825000.0,fort wayne,Fort Wayne,existing_city_name,2022.0,True,False,0,0
2022-1500,2022.0,1500,243127XX0,City of Decatur IL,3.26,1050000.0,2022-04-28,2029-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,0,0
2022-1501,2022.0,1501,243127XZ5,City of Decatur IL,3.45,1140000.0,2022-04-28,2031-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,0,0
2022-1502,2022.0,1502,243127YE1,City of Decatur IL,3.79,1390000.0,2022-04-28,2036-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,0,0
2022-1503,2022.0,1503,243127YF8,City of Decatur IL,3.83,2955000.0,2022-04-28,2038-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,1,0
2022-1504,2022.0,1504,243127YH4,City of Decatur IL,3.89,3470000.0,2022-04-28,2042-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,1,0
2022-1505,2022.0,1505,243127XW2,City of Decatur IL,3.17,1010000.0,2022-04-28,2028-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,0,0
2022-1506,2022.0,1506,243127YA9,City of Decatur IL,3.53,1185000.0,2022-04-28,2032-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,0,0
2022-1507,2022.0,1507,243127YD3,City of Decatur IL,3.75,1335000.0,2022-04-28,2035-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,0,0
2022-1508,2022.0,1508,243127XY8,City of Decatur IL,3.36,1095000.0,2022-04-28,2030-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,0,0
2022-1509,2022.0,1509,243127XU6,City of Decatur IL,2.97,935000.0,2022-04-28,2026-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,0,0
2022-1510,2022.0,1510,243127YB7,City of Decatur IL,3.63,1235000.0,2022-04-28,2033-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,0,0
2022-1511,2022.0,1511,243127YG6,City of Decatur IL,3.86,3205000.0,2022-04-28,2040-03-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,General Government,Yes,No,No,Yes,Yes,No,GO,General Obligation,--,Sustainable Water,Infastructure,CITY,Decatur,City of Decatur,Direct government,General government,INTEGRATED,Single city,IL,Illinois,HIGH,2022.0,decatur,,True,IL_2022,decatur_IL_2022,1718823.0,decatur,Decatur,existing_city_name,2022.0,True,False,1,0
2022-1535,2022.0,1535,160429ZX7,City of Charleston SC Waterworks & Sewer System Revenue,2.35,800000.0,2022-06-30,2027-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,3.68,Sustainable Water,Plumbing System,CITY,Charleston SC,City of Charleston SC,Direct government,Water/Wastewater,INTEGRATED,Single city,SC,South Carolina,HIGH,2022.0,charleston,,True,SC_2022,charleston_SC_2022,4513330.0,charleston,Charleston,existing_city_name,2022.0,True,False,1,0
