Issuer_Name,Issue_Date,n_CUSIPs,Self_reported_Green,Total_Face_Value,lead_CUSIP,all_CUSIPs,emma_security_details,emma_search,google_site_search
City of Minneapolis MN,2019-12-05,25,Yes,114400000,60375BGP5,60375BGP5;60375BGQ3;60375BGR1;60375BGS9;60375BGT7;60375BGU4;60375BGV2;60375BGW0;60375BGX8;60375BGY6;60375BGZ3;60375BHA7;60375BHB5;60375BHC3;60375BHD1;60375BHE9;60375BHF6;60375BHG4;60375BHH2;60375BHJ8;60375BHK5;60375BHL3;60375BHM1;60375BHN9;60375BHP4,https://emma.msrb.org/Security/Details/60375BGP5,https://emma.msrb.org/Search/Search.aspx?criteria=60375BGP5,https://www.google.com/search?q=site%3Aemma.msrb.org%2060375BGP5%20%22Official%20Statement%22
City of Mishawaka IN Sewage Works Revenue,2023-05-25,27,Yes,33775000,604832PW9,604832PW9;604832PX7;604832PY5;604832PZ2;604832QA6;604832QB4;604832QC2;604832QD0;604832QE8;604832QF5;604832QG3;604832QH1;604832QJ7;604832QK4;604832QL2;604832QM0;604832QN8;604832QQ1;604832QS7;604832QU2;604832QW8;604832QY4;604832RA5;604832RC1;604832RE7;604832RG2;604832RH0,https://emma.msrb.org/Security/Details/604832PW9,https://emma.msrb.org/Search/Search.aspx?criteria=604832PW9,https://www.google.com/search?q=site%3Aemma.msrb.org%20604832PW9%20%22Official%20Statement%22
City of Mishawaka IN Waterworks Revenue,2021-05-19,31,Yes,51600000,604841DU7,604841DU7;604841DV5;604841DW3;604841DX1;604841DY9;604841DZ6;604841EA0;604841EB8;604841EC6;604841ED4;604841EE2;604841EF9;604841EG7;604841EH5;604841EJ1;604841EK8;604841EL6;604841EM4;604841EN2;604841EQ5;604841ES1;604841EU6;604841EW2;604841EY8;604841FA9;604841FE1;604841FF8;604841FG6;604841FH4;604841FJ0;604841FK7,https://emma.msrb.org/Security/Details/604841DU7,https://emma.msrb.org/Search/Search.aspx?criteria=604841DU7,https://www.google.com/search?q=site%3Aemma.msrb.org%20604841DU7%20%22Official%20Statement%22
City of Napa CA Solid Waste Revenue,2016-10-20,9,Yes,5195000,630337AE3,630337AE3;630337AF0;630337AG8;630337AH6;630337AJ2;630337AK9;630337AL7;630337AM5;630337AN3,https://emma.msrb.org/Security/Details/630337AE3,https://emma.msrb.org/Search/Search.aspx?criteria=630337AE3,https://www.google.com/search?q=site%3Aemma.msrb.org%20630337AE3%20%22Official%20Statement%22
City of Norfolk VA,2013-11-07,1,No,2470000,655867SG5,655867SG5,https://emma.msrb.org/Security/Details/655867SG5,https://emma.msrb.org/Search/Search.aspx?criteria=655867SG5,https://www.google.com/search?q=site%3Aemma.msrb.org%20655867SG5%20%22Official%20Statement%22
City of Olathe KS Water & Sewer System Revenue,2023-07-01,3,No,805000,679468F37,679468F37;679468G93;679468H27,https://emma.msrb.org/Security/Details/679468F37,https://emma.msrb.org/Search/Search.aspx?criteria=679468F37,https://www.google.com/search?q=site%3Aemma.msrb.org%20679468F37%20%22Official%20Statement%22
City of Olathe KS Water & Sewer System Revenue,2023-07-11,17,No,4475000,679468F45,679468F45;679468F52;679468F60;679468F78;679468F86;679468F94;679468G28;679468G36;679468G44;679468G51;679468G69;679468G77;679468G85;679468H35;679468H43;679468H50;679468H68,https://emma.msrb.org/Security/Details/679468F45,https://emma.msrb.org/Search/Search.aspx?criteria=679468F45,https://www.google.com/search?q=site%3Aemma.msrb.org%20679468F45%20%22Official%20Statement%22
City of Oshkosh WI Storm Water Utility Revenue,2022-07-07,18,No,7445000,68825RLR9,68825RLR9;68825RLS7;68825RLT5;68825RLU2;68825RLV0;68825RLW8;68825RLX6;68825RLY4;68825RLZ1;68825RMA5;68825RMB3;68825RMC1;68825RMF4;68825RMG2;68825RMH0;68825RMJ6;68825RMK3;68825RML1,https://emma.msrb.org/Security/Details/68825RLR9,https://emma.msrb.org/Search/Search.aspx?criteria=68825RLR9,https://www.google.com/search?q=site%3Aemma.msrb.org%2068825RLR9%20%22Official%20Statement%22
City of Oshkosh WI Storm Water Utility Revenue,2023-05-01,1,No,80000,68825RMM9,68825RMM9,https://emma.msrb.org/Security/Details/68825RMM9,https://emma.msrb.org/Search/Search.aspx?criteria=68825RMM9,https://www.google.com/search?q=site%3Aemma.msrb.org%2068825RMM9%20%22Official%20Statement%22
City of Oshkosh WI Storm Water Utility Revenue,2023-06-22,17,No,4825000,68825RMN7,68825RMN7;68825RMP2;68825RMQ0;68825RMR8;68825RMS6;68825RMT4;68825RMU1;68825RMV9;68825RMW7;68825RMX5;68825RMY3;68825RMZ0;68825RNA4;68825RNB2;68825RNE6;68825RNF3;68825RNG1,https://emma.msrb.org/Security/Details/68825RMN7,https://emma.msrb.org/Search/Search.aspx?criteria=68825RMN7,https://www.google.com/search?q=site%3Aemma.msrb.org%2068825RMN7%20%22Official%20Statement%22
City of Portland ME General Airport Revenue,2019-12-05,30,Yes,58450000,736564DW2,736564DW2;736564DX0;736564DY8;736564DZ5;736564EA9;736564EB7;736564EC5;736564ED3;736564EE1;736564EF8;736564EG6;736564EH4;736564EJ0;736564EK7;736564EL5;736564EM3;736564EN1;736564EP6;736564EQ4;736564ER2;736564ES0;736564ET8;736564EU5;736564EV3;736564EW1;736564EX9;736564EY7;736564EZ4;736564FA8;736564FB6,https://emma.msrb.org/Security/Details/736564DW2,https://emma.msrb.org/Search/Search.aspx?criteria=736564DW2,https://www.google.com/search?q=site%3Aemma.msrb.org%20736564DW2%20%22Official%20Statement%22
City of Portland OR,2016-11-29,10,Yes,16220000,736740PX3,736740PX3;736740PY1;736740PZ8;736740QA2;736740QB0;736740QC8;736740QD6;736740QE4;736740QF1;736740QG9,https://emma.msrb.org/Security/Details/736740PX3,https://emma.msrb.org/Search/Search.aspx?criteria=736740PX3,https://www.google.com/search?q=site%3Aemma.msrb.org%20736740PX3%20%22Official%20Statement%22
City of Portland OR Water System Revenue,2016-12-15,25,No,168525000,736754N57,736754N57;736754NQ1;736754NR9;736754NT5;736754NU2;736754NV0;736754NW8;736754NX6;736754NY4;736754NZ1;736754PA4;736754PB2;736754PC0;736754PD8;736754PE6;736754PF3;736754PG1;736754PH9;736754PJ5;736754PK2;736754PL0;736754PM8;736754PN6;736754PP1;736754PQ9,https://emma.msrb.org/Security/Details/736754N57,https://emma.msrb.org/Search/Search.aspx?criteria=736754N57,https://www.google.com/search?q=site%3Aemma.msrb.org%20736754N57%20%22Official%20Statement%22
City of Portland OR Water System Revenue,2022-04-07,15,No,42645000,736754SE3,736754SE3;736754SF0;736754SG8;736754SH6;736754SJ2;736754SK9;736754SL7;736754SM5;736754SN3;736754SP8;736754SQ6;736754SR4;736754SS2;736754ST0;736754SU7,https://emma.msrb.org/Security/Details/736754SE3,https://emma.msrb.org/Search/Search.aspx?criteria=736754SE3,https://www.google.com/search?q=site%3Aemma.msrb.org%20736754SE3%20%22Official%20Statement%22
City of Renton WA,2013-07-01,1,No,3200000,760133SZ2,760133SZ2,https://emma.msrb.org/Security/Details/760133SZ2,https://emma.msrb.org/Search/Search.aspx?criteria=760133SZ2,https://www.google.com/search?q=site%3Aemma.msrb.org%20760133SZ2%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,,1,Yes,3275000,79771FGL5,79771FGL5,https://emma.msrb.org/Security/Details/79771FGL5,https://emma.msrb.org/Search/Search.aspx?criteria=79771FGL5,https://www.google.com/search?q=site%3Aemma.msrb.org%2079771FGL5%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2016-12-14,20,Yes,140090000,79765RM89,79765RM89;79765RM97;79765RN21;79765RN39;79765RN47;79765RN54;79765RN62;79765RN70;79765RN88;79765RN96;79765RP29;79765RP37;79765RP45;79765RP52;79765RP60;79765RP78;79765RP86;79765RP94;79765RQ28;79765RQ36,https://emma.msrb.org/Security/Details/79765RM89,https://emma.msrb.org/Search/Search.aspx?criteria=79765RM89,https://www.google.com/search?q=site%3Aemma.msrb.org%2079765RM89%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2017-12-13,21,Yes,84300000,79765RQ69,79765RQ69;79765RQ77;79765RQ85;79765RQ93;79765RR27;79765RR35;79765RR43;79765RR50;79765RR68;79765RR76;79765RR84;79765RR92;79765RS26;79765RS34;79765RS42;79765RS59;79765RS67;79765RS75;79765RS83;79765RS91;79765RT25,https://emma.msrb.org/Security/Details/79765RQ69,https://emma.msrb.org/Search/Search.aspx?criteria=79765RQ69,https://www.google.com/search?q=site%3Aemma.msrb.org%2079765RQ69%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2017-12-28,27,Yes,384585000,79765R2A6,79765R2A6;79765R2B4;79765R2C2;79765R2D0;79765R2E8;79765R2F5;79765R2G3;79765R2H1;79765R2J7;79765R2K4;79765R2L2;79765R2M0;79765R2N8;79765R2P3;79765R2Q1;79765R2R9;79765R2S7;79765R3Q0;79765R3R8;79765R3S6;79765R3T4;79765R3U1;79765R3V9;79765R3W7;79765RZ77;79765RZ85;79765RZ93,https://emma.msrb.org/Security/Details/79765R2A6,https://emma.msrb.org/Search/Search.aspx?criteria=79765R2A6,https://www.google.com/search?q=site%3Aemma.msrb.org%2079765R2A6%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2020-01-09,21,Yes,105580000,79765R4K2,79765R4K2;79765R4L0;79765R4M8;79765R4N6;79765R4P1;79765R4Q9;79765R4R7;79765R4U0;79765R4V8;79765R4W6;79765R4X4;79765R4Y2;79771FEV5;79771FEW3;79771FEX1;79771FEY9;79771FEZ6;79771FFA0;79771FFB8;79771FFC6;79771FFD4,https://emma.msrb.org/Security/Details/79765R4K2,https://emma.msrb.org/Search/Search.aspx?criteria=79765R4K2,https://www.google.com/search?q=site%3Aemma.msrb.org%2079765R4K2%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2020-10-21,2,Yes,341435000,79771FAA5,79771FAA5;79771FAB3,https://emma.msrb.org/Security/Details/79771FAA5,https://emma.msrb.org/Search/Search.aspx?criteria=79771FAA5,https://www.google.com/search?q=site%3Aemma.msrb.org%2079771FAA5%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2023-07-27,32,No,202485000,79771FCC9,79771FCC9;79771FCD7;79771FCE5;79771FCF2;79771FCG0;79771FCH8;79771FCJ4;79771FCK1;79771FCL9;79771FCM7;79771FCN5;79771FCP0;79771FCQ8;79771FCR6;79771FCS4;79771FCT2;79771FCW5;79771FCX3;79771FCY1;79771FCZ8;79771FDA2;79771FDB0;79771FDC8;79771FDD6;79771FDE4;79771FDF1;79771FDG9;79771FDH7;79771FDJ3;79771FDK0;79771FDL8;79771FDM6,https://emma.msrb.org/Security/Details/79771FCC9,https://emma.msrb.org/Search/Search.aspx?criteria=79771FCC9,https://www.google.com/search?q=site%3Aemma.msrb.org%2079771FCC9%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2023-08-10,20,Yes,486875000,79771FDQ7,79771FDQ7;79771FDR5;79771FDS3;79771FDT1;79771FDU8;79771FDV6;79771FDW4;79771FDX2;79771FDY0;79771FDZ7;79771FEA1;79771FEB9;79771FEC7;79771FED5;79771FEE3;79771FEF0;79771FEG8;79771FEH6;79771FEJ2;79771FEK9,https://emma.msrb.org/Security/Details/79771FDQ7,https://emma.msrb.org/Search/Search.aspx?criteria=79771FDQ7,https://www.google.com/search?q=site%3Aemma.msrb.org%2079771FDQ7%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2025-01-17,2,Yes,6730000,79771FGH4,79771FGH4;79771FGQ4,https://emma.msrb.org/Security/Details/79771FGH4,https://emma.msrb.org/Search/Search.aspx?criteria=79771FGH4,https://www.google.com/search?q=site%3Aemma.msrb.org%2079771FGH4%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2025-04-11,3,Yes,63180000,79771FGB7,79771FGB7;79771FGE1;79771FGP6,https://emma.msrb.org/Security/Details/79771FGB7,https://emma.msrb.org/Search/Search.aspx?criteria=79771FGB7,https://www.google.com/search?q=site%3Aemma.msrb.org%2079771FGB7%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2025-04-17,17,Yes,383395000,79771FFR3,79771FFR3;79771FFS1;79771FFT9;79771FFV4;79771FFW2;79771FFX0;79771FFY8;79771FFZ5;79771FGA9;79771FGC5;79771FGD3;79771FGF8;79771FGG6;79771FGJ0;79771FGK7;79771FGM3;79771FGN1,https://emma.msrb.org/Security/Details/79771FFR3,https://emma.msrb.org/Search/Search.aspx?criteria=79771FFR3,https://www.google.com/search?q=site%3Aemma.msrb.org%2079771FFR3%20%22Official%20Statement%22
City of San Francisco CA Public Utilities Commission Water Revenue,2025-04-23,1,Yes,11380000,79771FFU6,79771FFU6,https://emma.msrb.org/Security/Details/79771FFU6,https://emma.msrb.org/Search/Search.aspx?criteria=79771FFU6,https://www.google.com/search?q=site%3Aemma.msrb.org%2079771FFU6%20%22Official%20Statement%22
City of Santa Clara CA Sewer Revenue,2023-10-24,25,Yes,34585000,801517AB9,801517AB9;801517AC7;801517AD5;801517AE3;801517AF0;801517AG8;801517AH6;801517AJ2;801517AK9;801517AL7;801517AM5;801517AN3;801517AP8;801517AQ6;801517AR4;801517AS2;801517AT0;801517AU7;801517AV5;801517AW3;801517AX1;801517AY9;801517AZ6;801517BA0;801517BB8,https://emma.msrb.org/Security/Details/801517AB9,https://emma.msrb.org/Search/Search.aspx?criteria=801517AB9,https://www.google.com/search?q=site%3Aemma.msrb.org%20801517AB9%20%22Official%20Statement%22
City of Spokane WA Water & Wastewater Revenue,2014-12-02,2,Yes,15400000,849103ACO,849103ACO;849103ALO,https://emma.msrb.org/Security/Details/849103ACO,https://emma.msrb.org/Search/Search.aspx?criteria=849103ACO,https://www.google.com/search?q=site%3Aemma.msrb.org%20849103ACO%20%22Official%20Statement%22
City of Springfield OH,2019-03-27,20,Yes,6375000,851103SP7,851103SP7;851103SQ5;851103SR3;851103SS1;851103ST9;851103SU6;851103SV4;851103SW2;851103SX0;851103SY8;851103SZ5;851103TA9;851103TB7;851103TC5;851103TD3;851103TE1;851103TF8;851103TG6;851103TH4;851103TJ0,https://emma.msrb.org/Security/Details/851103SP7,https://emma.msrb.org/Search/Search.aspx?criteria=851103SP7,https://www.google.com/search?q=site%3Aemma.msrb.org%20851103SP7%20%22Official%20Statement%22
City of Tacoma WA Electric System Revenue,2021-09-14,6,Yes,36255000,873519PS5,873519PS5;873519PT3;873519PU0;873519PV8;873519PW6;873519PX4,https://emma.msrb.org/Security/Details/873519PS5,https://emma.msrb.org/Search/Search.aspx?criteria=873519PS5,https://www.google.com/search?q=site%3Aemma.msrb.org%20873519PS5%20%22Official%20Statement%22
City of Tacoma WA Electric System Revenue,2024-02-15,9,Yes,34405000,873519QC9,873519QC9;873519QD7;873519QE5;873519QF2;873519QG0;873519QH8;873519QJ4;873519QK1;873519QL9,https://emma.msrb.org/Security/Details/873519QC9,https://emma.msrb.org/Search/Search.aspx?criteria=873519QC9,https://www.google.com/search?q=site%3Aemma.msrb.org%20873519QC9%20%22Official%20Statement%22
City of Tacoma WA Electric System Revenue,2025-03-07,9,Yes,114535000,873519QX3,873519QX3;873519QY1;873519QZ8;873519RC8;873519RD6;873519RE4;873519RF1;873519RG9;873519RH7,https://emma.msrb.org/Security/Details/873519QX3,https://emma.msrb.org/Search/Search.aspx?criteria=873519QX3,https://www.google.com/search?q=site%3Aemma.msrb.org%20873519QX3%20%22Official%20Statement%22
City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,9,Yes,32350000,87354TCD5,87354TCD5;87354TCE3;87354TCF0;87354TCG8;87354TCH6;87354TCJ2;87354TCK9;87354TCL7;87354TCM5,https://emma.msrb.org/Security/Details/87354TCD5,https://emma.msrb.org/Search/Search.aspx?criteria=87354TCD5,https://www.google.com/search?q=site%3Aemma.msrb.org%2087354TCD5%20%22Official%20Statement%22
City of Tacoma WA Water Revenue,2024-01-25,12,Yes,63800000,873547JJ3,873547JJ3;873547JK0;873547JL8;873547JM6;873547JN4;873547JP9;873547JQ7;873547JR5;873547JS3;873547JT1;873547JU8;873547JV6,https://emma.msrb.org/Security/Details/873547JJ3,https://emma.msrb.org/Search/Search.aspx?criteria=873547JJ3,https://www.google.com/search?q=site%3Aemma.msrb.org%20873547JJ3%20%22Official%20Statement%22
City of Tampa FL,2021-10-07,1,Yes,1770000,875143B57,875143B57,https://emma.msrb.org/Security/Details/875143B57,https://emma.msrb.org/Search/Search.aspx?criteria=875143B57,https://www.google.com/search?q=site%3Aemma.msrb.org%20875143B57%20%22Official%20Statement%22
City of Topeka KS Combined Utility Revenue,2023-09-12,26,No,73470000,890680VQ1,890680VQ1;890680VR9;890680VS7;890680VT5;890680VU2;890680VV0;890680VW8;890680VX6;890680VY4;890680VZ1;890680WA5;890680WB3;890680WC1;890680WD9;890680WE7;890680WH0;890680WJ6;890680WK3;890680WL1;890680WM9;890680WN7;890680WP2;890680WQ0;890680WR8;890680WS6;890680WT4,https://emma.msrb.org/Security/Details/890680VQ1,https://emma.msrb.org/Search/Search.aspx?criteria=890680VQ1,https://www.google.com/search?q=site%3Aemma.msrb.org%20890680VQ1%20%22Official%20Statement%22
City of Vallejo CA Water Revenue,2021-02-24,6,Yes,5060000,919259BT7,919259BT7;919259BU4;919259BV2;919259BW0;919259BX8;919259BY6,https://emma.msrb.org/Security/Details/919259BT7,https://emma.msrb.org/Search/Search.aspx?criteria=919259BT7,https://www.google.com/search?q=site%3Aemma.msrb.org%20919259BT7%20%22Official%20Statement%22
City of Warren MI Water & Sewer System Revenue,2020-12-09,19,Yes,8725000,935349AA8,935349AA8;935349AB6;935349AC4;935349AD2;935349AE0;935349AF7;935349AG5;935349AH3;935349AJ9;935349AK6;935349AL4;935349AM2;935349AN0;935349AP5;935349AQ3;935349AS9;935349AU4;935349AW0;935349BA7,https://emma.msrb.org/Security/Details/935349AA8,https://emma.msrb.org/Search/Search.aspx?criteria=935349AA8,https://www.google.com/search?q=site%3Aemma.msrb.org%20935349AA8%20%22Official%20Statement%22
City of Westminster CO Water & Wastewater Utility Revenue,2024-09-25,23,No,116550000,960686DK6,960686DK6;960686DL4;960686DM2;960686DN0;960686DP5;960686DQ3;960686DR1;960686DS9;960686DT7;960686DU4;960686DV2;960686DW0;960686DX8;960686DY6;960686DZ3;960686EA7;960686EB5;960686EC3;960686ED1;960686EE9;960686EF6;960686EG4;960686EH2,https://emma.msrb.org/Security/Details/960686DK6,https://emma.msrb.org/Search/Search.aspx?criteria=960686DK6,https://www.google.com/search?q=site%3Aemma.msrb.org%20960686DK6%20%22Official%20Statement%22
City of Yuma AZ Water & Sewer Revenue,2021-12-28,20,Yes,71040000,988522AA6,988522AA6;988522AB4;988522AC2;988522AD0;988522AE8;988522AF5;988522AG3;988522AH1;988522AJ7;988522AK4;988522AL2;988522AM0;988522AN8;988522AP3;988522AQ1;988522AR9;988522AS7;988522AT5;988522AU2;988522AV0,https://emma.msrb.org/Security/Details/988522AA6,https://emma.msrb.org/Search/Search.aspx?criteria=988522AA6,https://www.google.com/search?q=site%3Aemma.msrb.org%20988522AA6%20%22Official%20Statement%22
Denver Wastewater Management Division Department of Public Works,2018-02-22,27,No,103050000,249176CD8,249176CD8;249176CE6;249176CF3;249176CG1;249176CH9;249176CJ5;249176CK2;249176CL0;249176CM8;249176CN6;249176CP1;249176CQ9;249176CR7;249176CS5;249176CT3;249176CU0;249176CV8;249176CW6;249176CX4;249176CY2;249176CZ9;249176DA3;249176DB1;249176DC9;249176DD7;249176DE5;249176DF2,https://emma.msrb.org/Security/Details/249176CD8,https://emma.msrb.org/Search/Search.aspx?criteria=249176CD8,https://www.google.com/search?q=site%3Aemma.msrb.org%20249176CD8%20%22Official%20Statement%22
Gilbert Water Resource Municipal Property Corp,2022-06-14,21,Yes,432965000,37530ABL1,37530ABL1;37530ABM9;37530ABN7;37530ABP2;37530ABQ0;37530ABR8;37530ABS6;37530ABT4;37530ABU1;37530ABV9;37530ABW7;37530ABX5;37530ABY3;37530ABZ0;37530ACA4;37530ACB2;37530ACC0;37530ACD8;37530ACE6;37530ACF3;37530ACG1,https://emma.msrb.org/Security/Details/37530ABL1,https://emma.msrb.org/Search/Search.aspx?criteria=37530ABL1,https://www.google.com/search?q=site%3Aemma.msrb.org%2037530ABL1%20%22Official%20Statement%22
Hudson Yards Infrastructure Corp,2021-10-27,21,Yes,363765000,44420RBK5,44420RBK5;44420RBL3;44420RBM1;44420RBN9;44420RBP4;44420RBQ2;44420RBR0;44420RBS8;44420RBT6;44420RBU3;44420RBV1;44420RBW9;44420RBX7;44420RBY5;44420RBZ2;44420RCA6;44420RCB4;44420RCC2;44420RCD0;44420RCE8;44420RCF5,https://emma.msrb.org/Security/Details/44420RBK5,https://emma.msrb.org/Search/Search.aspx?criteria=44420RBK5,https://www.google.com/search?q=site%3Aemma.msrb.org%2044420RBK5%20%22Official%20Statement%22
Indianapolis Local Public Improvement Bond Bank,2022-02-24,22,Yes,50000000,45528U2F7,45528U2F7;45528U2G5;45528U2H3;45528U2J9;45528U2K6;45528U2L4;45528U2M2;45528U2N0;45528U2P5;45528U2Q3;45528U2R1;45528U2S9;45528U2T7;45528U2U4;45528U2V2;45528U2W0;45528U2X8;45528U2Y6;45528U2Z3;45528U3A7;45528U3B5;45528U3C3,https://emma.msrb.org/Security/Details/45528U2F7,https://emma.msrb.org/Search/Search.aspx?criteria=45528U2F7,https://www.google.com/search?q=site%3Aemma.msrb.org%2045528U2F7%20%22Official%20Statement%22
Indianapolis Local Public Improvement Bond Bank,2022-03-31,28,Yes,65000000,45527CBU5,45527CBU5;45527CBV3;45527CBW1;45527CBX9;45527CBY7;45527CBZ4;45527CCA8;45527CCB6;45527CCC4;45527CCD2;45527CCE0;45527CCF7;45527CCG5;45527CCH3;45527CCJ9;45527CCK6;45527CCL4;45527CCM2;45527CCN0;45527CCP5;45527CCQ3;45527CCR1;45527CCT7;45527CCU4;45527CCV2;45527CCW0;45527CCY6;45527CCZ3,https://emma.msrb.org/Security/Details/45527CBU5,https://emma.msrb.org/Search/Search.aspx?criteria=45527CBU5,https://www.google.com/search?q=site%3Aemma.msrb.org%2045527CBU5%20%22Official%20Statement%22
Lancaster Power Authority,2021-04-01,1,Yes,1875000,513793BE8,513793BE8,https://emma.msrb.org/Security/Details/513793BE8,https://emma.msrb.org/Search/Search.aspx?criteria=513793BE8,https://www.google.com/search?q=site%3Aemma.msrb.org%20513793BE8%20%22Official%20Statement%22
Lancaster Power Authority,2021-10-12,15,No,17430000,513793AP4,513793AP4;513793AQ2;513793AR0;513793AS8;513793AT6;513793AU3;513793AV1;513793AW9;513793AX7;513793AY5;513793AZ2;513793BA6;513793BB4;513793BC2;513793BD0,https://emma.msrb.org/Security/Details/513793AP4,https://emma.msrb.org/Search/Search.aspx?criteria=513793AP4,https://www.google.com/search?q=site%3Aemma.msrb.org%20513793AP4%20%22Official%20Statement%22
Louisville and Jefferson County Metropolitan Sewer District,2022-02-01,26,Yes,174225000,5465892G6,5465892G6;546589S94;546589T28;546589T36;546589T44;546589T51;546589T69;546589T77;546589T85;546589T93;546589U26;546589U34;546589U42;546589U59;546589U67;546589U75;546589U83;546589U91;546589V25;546589V33;546589V41;546589V58;546589V66;546589V74;546589V82;546589V90,https://emma.msrb.org/Security/Details/5465892G6,https://emma.msrb.org/Search/Search.aspx?criteria=5465892G6,https://www.google.com/search?q=site%3Aemma.msrb.org%205465892G6%20%22Official%20Statement%22
Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,25,No,272280000,5465892A9,5465892A9;5465892B7;546589X31;546589X49;546589X56;546589X64;546589X72;546589X80;546589X98;546589Y22;546589Y30;546589Y48;546589Y55;546589Y63;546589Y71;546589Y89;546589Y97;546589Z21;546589Z39;546589Z47;546589Z54;546589Z62;546589Z70;546589Z88;546589Z96,https://emma.msrb.org/Security/Details/5465892A9,https://emma.msrb.org/Search/Search.aspx?criteria=5465892A9,https://www.google.com/search?q=site%3Aemma.msrb.org%205465892A9%20%22Official%20Statement%22
Metropolitan Pier & Exposition Authority,2019-05-08,20,No,36865000,59225CAA6,59225CAA6;59225CAB4;59225CAC2;59225CAD0;59225CAE8;59225CAF5;59225CAG3;59225CAH1;59225CAJ7;59225CAK4;59225CAL2;59225CAM0;59225CAN8;59225CAP3;59225CAQ1;59225CAR9;59225CAS7;59225CAT5;59225CAU2;59225CAV0,https://emma.msrb.org/Security/Details/59225CAA6,https://emma.msrb.org/Search/Search.aspx?criteria=59225CAA6,https://www.google.com/search?q=site%3Aemma.msrb.org%2059225CAA6%20%22Official%20Statement%22
Metropolitan Pier & Exposition Authority,2024-01-10,3,No,42830000,59225CAW8,59225CAW8;59225CAX6;59225CAY4,https://emma.msrb.org/Security/Details/59225CAW8,https://emma.msrb.org/Search/Search.aspx?criteria=59225CAW8,https://www.google.com/search?q=site%3Aemma.msrb.org%2059225CAW8%20%22Official%20Statement%22
Monterey Park Financing Authority,2024-05-16,15,Yes,7165000,61255TAA8,61255TAA8;61255TAB6;61255TAC4;61255TAD2;61255TAE0;61255TAF7;61255TAG5;61255TAH3;61255TAJ9;61255TAK6;61255TAL4;61255TAM2;61255TAN0;61255TAP5;61255TAQ3,https://emma.msrb.org/Security/Details/61255TAA8,https://emma.msrb.org/Search/Search.aspx?criteria=61255TAA8,https://www.google.com/search?q=site%3Aemma.msrb.org%2061255TAA8%20%22Official%20Statement%22
San Francisco City & County Public Utilities Commission Power Revenue,2015-05-20,13,Yes,32025000,79771KAA4,79771KAA4;79771KAB2;79771KAC0;79771KAD8;79771KAE6;79771KAF3;79771KAG1;79771KAH9;79771KAJ5;79771KAK2;79771KAL0;79771KAM8;79771KAN6,https://emma.msrb.org/Security/Details/79771KAA4,https://emma.msrb.org/Search/Search.aspx?criteria=79771KAA4,https://www.google.com/search?q=site%3Aemma.msrb.org%2079771KAA4%20%22Official%20Statement%22
San Francisco City & County Public Utilities Commission Power Revenue,2021-12-21,24,Yes,74280000,79771KAZ9,79771KAZ9;79771KBA3;79771KBB1;79771KBC9;79771KBD7;79771KBE5;79771KBF2;79771KBG0;79771KBH8;79771KBJ4;79771KBK1;79771KBL9;79771KBM7;79771KBN5;79771KBP0;79771KBQ8;79771KBR6;79771KBS4;79771KBT2;79771KBU9;79771KBV7;79771KBW5;79771KBX3;79771KCC8,https://emma.msrb.org/Security/Details/79771KAZ9,https://emma.msrb.org/Search/Search.aspx?criteria=79771KAZ9,https://www.google.com/search?q=site%3Aemma.msrb.org%2079771KAZ9%20%22Official%20Statement%22
San Francisco City & County Public Utilities Commission Wastewater Revenue,2016-05-24,18,Yes,154975000,79768HCH9,79768HCH9;79768HCJ5;79768HCK2;79768HCL0;79768HCM8;79768HCN6;79768HCP1;79768HCQ9;79768HCR7;79768HCS5;79768HCT3;79768HCU0;79768HCV8;79768HCW6;79768HCX4;79768HCY2;79768HCZ9;79768HDA3,https://emma.msrb.org/Security/Details/79768HCH9,https://emma.msrb.org/Search/Search.aspx?criteria=79768HCH9,https://www.google.com/search?q=site%3Aemma.msrb.org%2079768HCH9%20%22Official%20Statement%22
San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,17,Yes,158185000,79768HEA2,79768HEA2;79768HEB0;79768HEC8;79768HED6;79768HEE4;79768HEF1;79768HEG9;79768HEH7;79768HEJ3;79768HEK0;79768HEL8;79768HEM6;79768HEN4;79768HEP9;79768HEQ7;79768HER5;79768HES3,https://emma.msrb.org/Security/Details/79768HEA2,https://emma.msrb.org/Search/Search.aspx?criteria=79768HEA2,https://www.google.com/search?q=site%3Aemma.msrb.org%2079768HEA2%20%22Official%20Statement%22
