CUSIP,Issuer_Name,City,Issue_Date,Amt_Issued,Self_reported_Green,ESG_Assurance_Providers,covered,n_prospectus_matches,prospectus_filenames
801517AV5,City of Santa Clara CA Sewer Revenue,Santa Clara,2023-10-24,1745000.0,Yes,Yes,False,0,
801517AW3,City of Santa Clara CA Sewer Revenue,Santa Clara,2023-10-24,1815000.0,Yes,Yes,False,0,
801517AX1,City of Santa Clara CA Sewer Revenue,Santa Clara,2023-10-24,1895000.0,Yes,Yes,False,0,
801517AY9,City of Santa Clara CA Sewer Revenue,Santa Clara,2023-10-24,1980000.0,Yes,Yes,False,0,
801517AZ6,City of Santa Clara CA Sewer Revenue,Santa Clara,2023-10-24,2070000.0,Yes,Yes,False,0,
801517BA0,City of Santa Clara CA Sewer Revenue,Santa Clara,2023-10-24,2160000.0,Yes,Yes,False,0,
801517BB8,City of Santa Clara CA Sewer Revenue,Santa Clara,2023-10-24,2260000.0,Yes,Yes,False,0,
849103ACO,City of Spokane WA Water & Wastewater Revenue,Spokane,2014-12-02,6215000.0,Yes,Yes,False,0,
849103ALO,City of Spokane WA Water & Wastewater Revenue,Spokane,2014-12-02,9185000.0,Yes,Yes,False,0,
851103SP7,City of Springfield OH,Springfield,2019-03-27,150000.0,Yes,Yes,False,0,
851103SQ5,City of Springfield OH,Springfield,2019-03-27,225000.0,Yes,Yes,False,0,
851103SR3,City of Springfield OH,Springfield,2019-03-27,235000.0,Yes,Yes,False,0,
851103SS1,City of Springfield OH,Springfield,2019-03-27,245000.0,Yes,Yes,False,0,
851103ST9,City of Springfield OH,Springfield,2019-03-27,250000.0,Yes,No,False,0,
851103SU6,City of Springfield OH,Springfield,2019-03-27,265000.0,Yes,Yes,False,0,
851103SV4,City of Springfield OH,Springfield,2019-03-27,270000.0,Yes,Yes,False,0,
851103SW2,City of Springfield OH,Springfield,2019-03-27,285000.0,Yes,Yes,False,0,
851103SX0,City of Springfield OH,Springfield,2019-03-27,295000.0,Yes,Yes,False,0,
851103SY8,City of Springfield OH,Springfield,2019-03-27,310000.0,Yes,Yes,False,0,
851103SZ5,City of Springfield OH,Springfield,2019-03-27,320000.0,Yes,No,False,0,
851103TA9,City of Springfield OH,Springfield,2019-03-27,335000.0,Yes,Yes,False,0,
851103TB7,City of Springfield OH,Springfield,2019-03-27,350000.0,Yes,Yes,False,0,
851103TC5,City of Springfield OH,Springfield,2019-03-27,360000.0,Yes,Yes,False,0,
851103TD3,City of Springfield OH,Springfield,2019-03-27,375000.0,Yes,Yes,False,0,
851103TE1,City of Springfield OH,Springfield,2019-03-27,385000.0,Yes,Yes,False,0,
851103TF8,City of Springfield OH,Springfield,2019-03-27,405000.0,Yes,Yes,False,0,
851103TG6,City of Springfield OH,Springfield,2019-03-27,420000.0,Yes,Yes,False,0,
851103TH4,City of Springfield OH,Springfield,2019-03-27,440000.0,Yes,Yes,False,0,
851103TJ0,City of Springfield OH,Springfield,2019-03-27,455000.0,Yes,Yes,False,0,
86139QAT2,Stockton Public Financing Authority,Stockton,2024-09-04,5065000.0,--,No,False,0,
86139QAU9,Stockton Public Financing Authority,Stockton,2024-09-04,5330000.0,--,No,False,0,
86139QAV7,Stockton Public Financing Authority,Stockton,2024-09-04,5605000.0,--,No,False,0,
86139QAW5,Stockton Public Financing Authority,Stockton,2024-09-04,5895000.0,--,No,False,0,
86139QAX3,Stockton Public Financing Authority,Stockton,2024-09-04,6190000.0,--,No,False,0,
86754EAA4,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,2455000.0,No,No,False,0,
86754EAB2,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,2580000.0,Yes,No,False,0,
86754EAC0,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,2680000.0,Yes,No,False,0,
86754EAD8,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,2790000.0,Yes,No,False,0,
86754EAE6,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,2900000.0,Yes,No,False,0,
86754EAF3,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,3015000.0,Yes,No,False,0,
86754EAG1,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,3135000.0,Yes,No,False,0,
86754EAH9,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,3265000.0,Yes,No,False,0,
86754EAJ5,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,3395000.0,Yes,No,False,0,
86754EAK2,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,3530000.0,Yes,No,False,0,
86754EAL0,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,3670000.0,Yes,No,False,0,
86754EAM8,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,3815000.0,Yes,No,False,0,
86754EAN6,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,3970000.0,Yes,No,False,0,
86754EAP1,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,4130000.0,Yes,No,False,0,
86754EAQ9,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,4295000.0,Yes,No,False,0,
86754EAR7,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,4465000.0,Yes,No,False,0,
86754EAS5,Sunnyvale Financing Authority,Sunnyvale,2020-11-12,4645000.0,Yes,No,False,0,
873519PS5,City of Tacoma WA Electric System Revenue,Tacoma,2021-09-14,5355000.0,Yes,Yes,False,0,
873519PT3,City of Tacoma WA Electric System Revenue,Tacoma,2021-09-14,5625000.0,Yes,Yes,False,0,
873519PU0,City of Tacoma WA Electric System Revenue,Tacoma,2021-09-14,5915000.0,Yes,Yes,False,0,
873519PV8,City of Tacoma WA Electric System Revenue,Tacoma,2021-09-14,6220000.0,Yes,Yes,False,0,
873519PW6,City of Tacoma WA Electric System Revenue,Tacoma,2021-09-14,6470000.0,Yes,Yes,False,0,
873519PX4,City of Tacoma WA Electric System Revenue,Tacoma,2021-09-14,6670000.0,Yes,Yes,False,0,
873519QC9,City of Tacoma WA Electric System Revenue,Tacoma,2024-02-15,3120000.0,Yes,Yes,False,0,
873519QD7,City of Tacoma WA Electric System Revenue,Tacoma,2024-02-15,3275000.0,Yes,Yes,False,0,
873519QE5,City of Tacoma WA Electric System Revenue,Tacoma,2024-02-15,3440000.0,Yes,Yes,False,0,
873519QF2,City of Tacoma WA Electric System Revenue,Tacoma,2024-02-15,3610000.0,Yes,Yes,False,0,
873519QG0,City of Tacoma WA Electric System Revenue,Tacoma,2024-02-15,3795000.0,Yes,Yes,False,0,
873519QH8,City of Tacoma WA Electric System Revenue,Tacoma,2024-02-15,3985000.0,Yes,Yes,False,0,
873519QJ4,City of Tacoma WA Electric System Revenue,Tacoma,2024-02-15,4180000.0,Yes,Yes,False,0,
873519QK1,City of Tacoma WA Electric System Revenue,Tacoma,2024-02-15,4390000.0,Yes,Yes,False,0,
873519QL9,City of Tacoma WA Electric System Revenue,Tacoma,2024-02-15,4610000.0,Yes,Yes,False,0,
873519QX3,City of Tacoma WA Electric System Revenue,Tacoma,2025-03-07,7345000.0,Yes,Yes,False,0,
873519QY1,City of Tacoma WA Electric System Revenue,Tacoma,2025-03-07,7715000.0,Yes,Yes,False,0,
873519QZ8,City of Tacoma WA Electric System Revenue,Tacoma,2025-03-07,8100000.0,Yes,Yes,False,0,
873519RC8,City of Tacoma WA Electric System Revenue,Tacoma,2025-03-07,500000.0,Yes,Yes,False,0,
873519RD6,City of Tacoma WA Electric System Revenue,Tacoma,2025-03-07,16520000.0,Yes,Yes,False,0,
873519RE4,City of Tacoma WA Electric System Revenue,Tacoma,2025-03-07,17325000.0,Yes,Yes,False,0,
873519RF1,City of Tacoma WA Electric System Revenue,Tacoma,2025-03-07,18125000.0,Yes,Yes,False,0,
873519RG9,City of Tacoma WA Electric System Revenue,Tacoma,2025-03-07,18995000.0,Yes,Yes,False,0,
873519RH7,City of Tacoma WA Electric System Revenue,Tacoma,2025-03-07,19910000.0,Yes,Yes,False,0,
873547JJ3,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,1230000.0,Yes,Yes,False,0,
873547JK0,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,2365000.0,Yes,Yes,False,0,
873547JL8,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,2815000.0,Yes,Yes,False,0,
873547JM6,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,3275000.0,Yes,Yes,False,0,
873547JN4,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,4710000.0,Yes,Yes,False,0,
873547JP9,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,1505000.0,Yes,Yes,False,0,
873547JQ7,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,4670000.0,Yes,Yes,False,0,
873547JR5,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,5195000.0,Yes,Yes,False,0,
873547JS3,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,5750000.0,Yes,Yes,False,0,
873547JT1,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,6335000.0,Yes,Yes,False,0,
873547JU8,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,6945000.0,Yes,Yes,False,0,
873547JV6,City of Tacoma WA Water Revenue,Tacoma,2024-01-25,19005000.0,Yes,Yes,False,0,
87354TCD5,City of Tacoma WA Regional Water Supply System Revenue,Tacoma,2024-02-14,3380000.0,Yes,Yes,False,0,
87354TCE3,City of Tacoma WA Regional Water Supply System Revenue,Tacoma,2024-02-14,3070000.0,Yes,Yes,False,0,
87354TCF0,City of Tacoma WA Regional Water Supply System Revenue,Tacoma,2024-02-14,3205000.0,Yes,Yes,False,0,
87354TCG8,City of Tacoma WA Regional Water Supply System Revenue,Tacoma,2024-02-14,3375000.0,Yes,Yes,False,0,
87354TCH6,City of Tacoma WA Regional Water Supply System Revenue,Tacoma,2024-02-14,3545000.0,Yes,Yes,False,0,
87354TCJ2,City of Tacoma WA Regional Water Supply System Revenue,Tacoma,2024-02-14,3745000.0,Yes,Yes,False,0,
87354TCK9,City of Tacoma WA Regional Water Supply System Revenue,Tacoma,2024-02-14,3925000.0,Yes,Yes,False,0,
87354TCL7,City of Tacoma WA Regional Water Supply System Revenue,Tacoma,2024-02-14,4140000.0,Yes,Yes,False,0,
87354TCM5,City of Tacoma WA Regional Water Supply System Revenue,Tacoma,2024-02-14,3965000.0,Yes,Yes,False,0,
875143B57,City of Tampa FL,Tampa,2021-10-07,1770000.0,Yes,Yes,False,0,
890680VQ1,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,1845000.0,--,No,False,0,
890680VR9,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,1490000.0,--,No,False,0,
890680VS7,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,1565000.0,--,No,False,0,
890680VT5,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,1645000.0,--,No,False,0,
890680VU2,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,1725000.0,--,No,False,0,
890680VV0,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,1815000.0,--,No,False,0,
890680VW8,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,1905000.0,--,No,False,0,
890680VX6,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,2000000.0,--,No,False,0,
890680VY4,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,2100000.0,--,No,False,0,
890680VZ1,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,2205000.0,--,No,False,0,
890680WA5,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,2315000.0,--,No,False,0,
890680WB3,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,2430000.0,--,No,False,0,
890680WC1,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,2550000.0,--,No,False,0,
890680WD9,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,2680000.0,--,No,False,0,
890680WE7,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,2785000.0,--,No,False,0,
890680WH0,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,3135000.0,--,No,False,0,
890680WJ6,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,3260000.0,--,No,False,0,
890680WK3,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,3390000.0,--,No,False,0,
890680WL1,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,3525000.0,--,No,False,0,
890680WM9,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,3665000.0,--,No,False,0,
890680WN7,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,3820000.0,--,No,False,0,
890680WP2,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,3975000.0,--,No,False,0,
890680WQ0,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,4140000.0,--,No,False,0,
890680WR8,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,4315000.0,--,No,False,0,
890680WS6,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,4500000.0,--,No,False,0,
890680WT4,City of Topeka KS Combined Utility Revenue,Topeka,2023-09-12,4690000.0,--,No,False,0,
919259BT7,City of Vallejo CA Water Revenue,Vallejo,2021-02-24,775000.0,Yes,No,False,0,
919259BU4,City of Vallejo CA Water Revenue,Vallejo,2021-02-24,795000.0,Yes,No,False,0,
919259BV2,City of Vallejo CA Water Revenue,Vallejo,2021-02-24,820000.0,Yes,No,False,0,
919259BW0,City of Vallejo CA Water Revenue,Vallejo,2021-02-24,855000.0,Yes,No,False,0,
919259BX8,City of Vallejo CA Water Revenue,Vallejo,2021-02-24,890000.0,Yes,No,False,0,
919259BY6,City of Vallejo CA Water Revenue,Vallejo,2021-02-24,925000.0,Yes,No,False,0,
935349AA8,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,195000.0,Yes,Yes,False,0,
935349AB6,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,225000.0,Yes,Yes,False,0,
935349AC4,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,235000.0,Yes,No,False,0,
935349AD2,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,250000.0,Yes,Yes,False,0,
935349AE0,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,260000.0,Yes,Yes,False,0,
935349AF7,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,275000.0,Yes,Yes,False,0,
935349AG5,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,285000.0,Yes,No,False,0,
935349AH3,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,300000.0,Yes,Yes,False,0,
935349AJ9,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,310000.0,Yes,Yes,False,0,
935349AK6,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,325000.0,Yes,Yes,False,0,
935349AL4,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,340000.0,Yes,Yes,False,0,
935349AM2,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,350000.0,Yes,Yes,False,0,
935349AN0,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,360000.0,Yes,Yes,False,0,
935349AP5,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,370000.0,Yes,Yes,False,0,
935349AQ3,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,375000.0,Yes,Yes,False,0,
935349AS9,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,780000.0,Yes,Yes,False,0,
935349AU4,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,810000.0,Yes,Yes,False,0,
935349AW0,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,850000.0,Yes,Yes,False,0,
935349BA7,City of Warren MI Water & Sewer System Revenue,Warren,2020-12-09,1830000.0,Yes,Yes,False,0,
960686DK6,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,2815000.0,--,No,False,0,
960686DL4,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,2955000.0,--,No,False,0,
960686DM2,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,3100000.0,--,No,False,0,
960686DN0,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,3255000.0,--,No,False,0,
960686DP5,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,3420000.0,--,No,False,0,
960686DQ3,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,3590000.0,--,No,False,0,
960686DR1,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,3770000.0,--,No,False,0,
960686DS9,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,3960000.0,--,No,False,0,
960686DT7,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,4155000.0,--,No,False,0,
960686DU4,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,4365000.0,--,No,False,0,
960686DV2,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,4580000.0,--,No,False,0,
960686DW0,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,4810000.0,--,No,False,0,
960686DX8,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,5050000.0,--,No,False,0,
960686DY6,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,5305000.0,--,No,False,0,
960686DZ3,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,5570000.0,--,No,False,0,
960686EA7,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,5850000.0,--,No,False,0,
960686EB5,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,6140000.0,--,No,False,0,
960686EC3,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,6450000.0,--,No,False,0,
960686ED1,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,6770000.0,--,No,False,0,
960686EE9,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,7110000.0,--,No,False,0,
960686EF6,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,7465000.0,--,No,False,0,
960686EG4,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,7835000.0,--,No,False,0,
960686EH2,City of Westminster CO Water & Wastewater Utility Revenue,Westminster,2024-09-25,8230000.0,--,No,False,0,
97951QBB2,Woodland Finance Authority,Woodland,2021-12-16,365000.0,Yes,No,False,0,
97951QBC0,Woodland Finance Authority,Woodland,2021-12-16,475000.0,Yes,No,False,0,
97951QBD8,Woodland Finance Authority,Woodland,2021-12-16,495000.0,Yes,No,False,0,
97951QBE6,Woodland Finance Authority,Woodland,2021-12-16,515000.0,Yes,No,False,0,
97951QBF3,Woodland Finance Authority,Woodland,2021-12-16,530000.0,Yes,No,False,0,
97951QBG1,Woodland Finance Authority,Woodland,2021-12-16,555000.0,Yes,No,False,0,
97951QBH9,Woodland Finance Authority,Woodland,2021-12-16,575000.0,Yes,No,False,0,
97951QBJ5,Woodland Finance Authority,Woodland,2021-12-16,595000.0,Yes,No,False,0,
97951QBK2,Woodland Finance Authority,Woodland,2021-12-16,620000.0,Yes,No,False,0,
97951QBL0,Woodland Finance Authority,Woodland,2021-12-16,645000.0,Yes,No,False,0,
97951QBM8,Woodland Finance Authority,Woodland,2021-12-16,675000.0,Yes,No,False,0,
97951QBN6,Woodland Finance Authority,Woodland,2021-12-16,705000.0,Yes,No,False,0,
97951QBP1,Woodland Finance Authority,Woodland,2021-12-16,730000.0,Yes,No,False,0,
97951QBQ9,Woodland Finance Authority,Woodland,2021-12-16,760000.0,Yes,No,False,0,
97951QBR7,Woodland Finance Authority,Woodland,2021-12-16,770000.0,Yes,No,False,0,
97951QBS5,Woodland Finance Authority,Woodland,2021-12-16,805000.0,Yes,No,False,0,
988522AA6,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,2615000.0,Yes,No,False,0,
988522AB4,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,845000.0,Yes,No,False,0,
988522AC2,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,895000.0,Yes,No,False,0,
988522AD0,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,1910000.0,Yes,No,False,0,
988522AE8,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,2020000.0,Yes,No,False,0,
988522AF5,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,2125000.0,Yes,No,False,0,
988522AG3,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,2235000.0,Yes,No,False,0,
988522AH1,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,2360000.0,Yes,No,False,0,
988522AJ7,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,2485000.0,Yes,No,False,0,
988522AK4,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,2620000.0,Yes,No,False,0,
988522AL2,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,2765000.0,Yes,No,False,0,
988522AM0,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,4510000.0,Yes,No,False,0,
988522AN8,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,4740000.0,Yes,No,False,0,
988522AP3,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,4925000.0,Yes,No,False,0,
988522AQ1,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,5125000.0,Yes,No,False,0,
988522AR9,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,5330000.0,Yes,No,False,0,
988522AS7,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,5540000.0,Yes,No,False,0,
988522AT5,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,5765000.0,Yes,No,False,0,
988522AU2,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,5995000.0,Yes,No,False,0,
988522AV0,City of Yuma AZ Water & Sewer Revenue,Yuma,2021-12-28,6235000.0,Yes,No,False,0,
015343AY2,Alexandria Sanitation Authority,Alexandria,2024-06-25,6380000.0,Yes,Yes,True,1,P21823145-P21397824-P21839203.txt
015343AZ9,Alexandria Sanitation Authority,Alexandria,2024-06-25,13010000.0,Yes,Yes,True,1,P21823145-P21397824-P21839203.txt
044074DH2,City of Asheville NC Water System Revenue,Asheville,2015-06-11,1900000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DJ8,City of Asheville NC Water System Revenue,Asheville,2015-06-11,1945000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DK5,City of Asheville NC Water System Revenue,Asheville,2015-06-11,3340000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DL3,City of Asheville NC Water System Revenue,Asheville,2015-06-11,3490000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DM1,City of Asheville NC Water System Revenue,Asheville,2015-06-11,3650000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DN9,City of Asheville NC Water System Revenue,Asheville,2015-06-11,3800000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DP4,City of Asheville NC Water System Revenue,Asheville,2015-06-11,3970000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DQ2,City of Asheville NC Water System Revenue,Asheville,2015-06-11,4170000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DR0,City of Asheville NC Water System Revenue,Asheville,2015-06-11,4375000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DS8,City of Asheville NC Water System Revenue,Asheville,2015-06-11,4600000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DT6,City of Asheville NC Water System Revenue,Asheville,2015-06-11,1940000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DU3,City of Asheville NC Water System Revenue,Asheville,2015-06-11,2035000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DV1,City of Asheville NC Water System Revenue,Asheville,2015-06-11,2130000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DW9,City of Asheville NC Water System Revenue,Asheville,2015-06-11,2205000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DX7,City of Asheville NC Water System Revenue,Asheville,2015-06-11,2280000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DY5,City of Asheville NC Water System Revenue,Asheville,2015-06-11,2355000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074DZ2,City of Asheville NC Water System Revenue,Asheville,2015-06-11,2440000.0,Yes,No,True,1,EA714162-EA560759-EA956890.txt
044074EA6,City of Asheville NC Water System Revenue,Asheville,2021-09-30,715000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EB4,City of Asheville NC Water System Revenue,Asheville,2021-09-30,755000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EC2,City of Asheville NC Water System Revenue,Asheville,2021-09-30,790000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074ED0,City of Asheville NC Water System Revenue,Asheville,2021-09-30,835000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EE8,City of Asheville NC Water System Revenue,Asheville,2021-09-30,875000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EF5,City of Asheville NC Water System Revenue,Asheville,2021-09-30,920000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EG3,City of Asheville NC Water System Revenue,Asheville,2021-09-30,970000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EH1,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1020000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EJ7,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1070000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EK4,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1125000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EL2,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1180000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EM0,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1220000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EN8,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1240000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EP3,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1265000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EQ1,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1285000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074ER9,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1310000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074ES7,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1335000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074ET5,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1360000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EU2,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1390000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EV0,City of Asheville NC Water System Revenue,Asheville,2021-09-30,1415000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EW8,City of Asheville NC Water System Revenue,Asheville,2021-09-30,7575000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
044074EX6,City of Asheville NC Water System Revenue,Asheville,2021-09-30,8475000.0,Yes,No,True,1,P11530517-P11183208-P11600029.txt
04780M2G3,City of Atlanta GA Department of Aviation,Atlanta,2025-07-25,4880000.0,Yes,Yes,True,1,P21963220-P21497913-P21950218.txt
