jurisdiction,state_abbr,state_name,jurisdiction_type,year,iecc_comm_vintage,iecc_comm_code_type,lag_model_code_yrs,no_statewide_code,home_rule,preemption_of_stricter_local,stretch_code_available,weakening_amendments,state_bps_adopted,state_bps_effective,state_bps_year_enacted,state_bps_first_compliance_year,state_bps_law_name,state_bps_law_id,state_bps_penalty_per_sqft,state_bps_penalty_per_tco2e,bps_adopted,bps_effective,bps_year_enacted,bps_first_compliance_year,years_since_bps,bps_metric,bps_covered_threshold_comm_sqft,bps_covered_threshold_public_sqft,bps_covered_threshold_mf_sqft,bps_covers_municipal,bps_ratchet,bps_penalty_per_sqft,bps_penalty_per_tco2e,bps_law_name,bps_law_id,bps_coalition_member,bps_coalition_launch_day,bps_coalition_joined_year,benchmarking_adopted,benchmarking_effective,benchmarking_year_enacted,benchmarking_first_reporting_year,years_since_benchmarking,benchmarking_threshold_sqft,audit_tuneup_req,any_policy_active,any_policy_effective
New York City,NY,New York,city,2015,2007,ASHRAE,8,0,0,0,1,0,0,0,,,,,,,0,0,2019,2024,,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,6,50000,1,1,1
New York City,NY,New York,city,2016,2013,ASHRAE,2,0,0,0,1,0,0,0,,,,,,,0,0,2019,2024,,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,7,50000,1,1,1
New York City,NY,New York,city,2017,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,2019,2024,,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,8,50000,1,1,1
New York City,NY,New York,city,2018,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,2019,2024,,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,9,50000,1,1,1
New York City,NY,New York,city,2019,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,1,0,2019,2024,0,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,10,50000,1,1,1
New York City,NY,New York,city,2020,2016,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,1,0,2019,2024,1,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,11,50000,1,1,1
New York City,NY,New York,city,2021,2016,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,1,0,2019,2024,2,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,12,50000,1,1,1
New York City,NY,New York,city,2022,2016,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,1,0,2019,2024,3,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,1,1,2022,1,1,2009,2011,13,50000,1,1,1
New York City,NY,New York,city,2023,2016,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,1,0,2019,2024,4,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,1,1,2022,1,1,2009,2011,14,50000,1,1,1
New York City,NY,New York,city,2024,2016,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,1,1,2019,2024,5,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,1,1,2022,1,1,2009,2011,15,50000,1,1,1
New York City,NY,New York,city,2025,2022,ASHRAE,0,0,0,0,1,0,0,0,,,,,,,1,1,2019,2024,6,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,1,1,2022,1,1,2009,2011,16,50000,1,1,1
New York State,NY,New York,state,2010,2007,ASHRAE,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2019,,50000,0,0,0
New York State,NY,New York,state,2011,2007,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2019,,50000,0,0,0
New York State,NY,New York,state,2012,2007,ASHRAE,5,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2019,,50000,0,0,0
New York State,NY,New York,state,2013,2007,ASHRAE,5,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2019,,50000,0,0,0
New York State,NY,New York,state,2014,2007,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2019,,50000,0,0,0
New York State,NY,New York,state,2015,2007,ASHRAE,8,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2019,,50000,0,0,0
New York State,NY,New York,state,2016,2013,ASHRAE,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2019,,50000,0,0,0
New York State,NY,New York,state,2017,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2019,,50000,0,0,0
New York State,NY,New York,state,2018,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,0,2018,2019,0,50000,0,1,0
New York State,NY,New York,state,2019,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2018,2019,1,50000,0,1,1
New York State,NY,New York,state,2020,2016,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2018,2019,2,50000,0,1,1
New York State,NY,New York,state,2021,2016,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2018,2019,3,50000,0,1,1
New York State,NY,New York,state,2022,2016,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2018,2019,4,50000,0,1,1
New York State,NY,New York,state,2023,2016,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2018,2019,5,50000,0,1,1
New York State,NY,New York,state,2024,2016,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2018,2019,6,50000,0,1,1
New York State,NY,New York,state,2025,2022,ASHRAE,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2018,2019,7,50000,0,1,1
Newton,MA,Massachusetts,city,2010,2007,ASHRAE,2,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2011,2007,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2012,2007,ASHRAE,5,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2013,2007,ASHRAE,5,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2014,2007,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2015,2007,ASHRAE,8,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2016,2007,ASHRAE,8,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2017,2007,ASHRAE,9,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2018,2007,ASHRAE,9,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2019,2007,ASHRAE,9,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2020,2007,ASHRAE,12,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2021,2007,ASHRAE,12,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2022,2007,ASHRAE,12,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2023,2007,ASHRAE,15,0,0,0,1,0,0,0,,,,,,,0,0,2024,2027,,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,0,0,2024,0,0,,,,,,0,0
Newton,MA,Massachusetts,city,2024,2019,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,1,0,2024,2027,0,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,1,0,2024,0,0,,,,,,1,0
Newton,MA,Massachusetts,city,2025,2019,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,1,0,2024,2027,1,CO2 emissions (kgCO2/SF/yr),20000,20000,20000,1,1,,,Building Emissions Reduction and Disclosure Ordinance (BERDO Newton),,1,0,2024,0,0,,,,,,1,0
Oregon,OR,Oregon,state,2010,,,,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2011,2010,ASHRAE,0,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2012,2010,ASHRAE,2,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2013,2010,ASHRAE,2,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2014,2010,ASHRAE,3,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2015,2010,ASHRAE,5,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2016,2010,ASHRAE,5,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2017,2013,ASHRAE,3,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2018,2013,ASHRAE,3,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2019,2013,ASHRAE,3,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2020,2013,ASHRAE,6,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2021,2019,ASHRAE,0,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,0,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2022,2019,ASHRAE,0,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,2023,2028,,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,1,0,2022,0,0,,,,,,0,0
Oregon,OR,Oregon,state,2023,2019,ASHRAE,3,0,0,0,1,0,1,0,2023,2028,Energy Performance Standards,HB 3409,,,1,0,2023,2028,0,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,1,0,2022,0,0,,,,,,1,0
Oregon,OR,Oregon,state,2024,2019,ASHRAE,3,0,0,0,1,0,1,0,2023,2028,Energy Performance Standards,HB 3409,,,1,0,2023,2028,1,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,1,0,2022,0,0,,,,,,1,0
Oregon,OR,Oregon,state,2025,2022,ASHRAE,0,0,0,0,1,0,1,0,2023,2028,Energy Performance Standards,HB 3409,,,1,0,2023,2028,2,EUI,20000,35000,35000,1,1,,,Energy Performance Standards,HB 3409,1,0,2022,0,0,,,,,,1,0
Orlando,FL,Florida,city,2010,2006,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,1,0,0
Orlando,FL,Florida,city,2011,2006,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,1,0,0
Orlando,FL,Florida,city,2012,2009,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,1,0,0
Orlando,FL,Florida,city,2013,2009,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,1,0,0
Orlando,FL,Florida,city,2014,2009,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,1,0,0
Orlando,FL,Florida,city,2015,2009,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,1,0,0
Orlando,FL,Florida,city,2016,2009,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,0,2016,2017,0,50000,1,1,0
Orlando,FL,Florida,city,2017,2009,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2016,2017,1,50000,1,1,1
Orlando,FL,Florida,city,2018,2009,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2016,2017,2,50000,1,1,1
Orlando,FL,Florida,city,2019,2009,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2016,2017,3,50000,1,1,1
Orlando,FL,Florida,city,2020,2009,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2016,2017,4,50000,1,1,1
Orlando,FL,Florida,city,2021,2009,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2016,2017,5,50000,1,1,1
Orlando,FL,Florida,city,2022,2009,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2016,2017,6,50000,1,1,1
Orlando,FL,Florida,city,2023,2019,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2016,2017,7,50000,1,1,1
Orlando,FL,Florida,city,2024,2019,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2016,2017,8,50000,1,1,1
Orlando,FL,Florida,city,2025,2019,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2016,2017,9,50000,1,1,1
Philadelphia,PA,Pennsylvania,city,2010,2009,IECC,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2012,2013,,50000,0,0,0
Philadelphia,PA,Pennsylvania,city,2011,2009,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2012,2013,,50000,0,0,0
Philadelphia,PA,Pennsylvania,city,2012,2009,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,0,2012,2013,0,50000,0,1,0
Philadelphia,PA,Pennsylvania,city,2013,2009,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2012,2013,1,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2014,2009,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2012,2013,2,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2015,2009,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2012,2013,3,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2016,2013,ASHRAE,2,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2012,2013,4,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2017,2013,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2012,2013,5,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2018,2013,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2012,2013,6,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2019,2013,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2012,2013,7,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2020,2013,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2012,2013,8,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2021,2013,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2012,2013,9,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2022,2016,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2012,2013,10,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2023,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2012,2013,11,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2024,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2012,2013,12,50000,0,1,1
Philadelphia,PA,Pennsylvania,city,2025,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2012,2013,13,50000,0,1,1
Pittsburgh,PA,Pennsylvania,city,2010,2009,IECC,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,0,0,0
Pittsburgh,PA,Pennsylvania,city,2011,2009,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,0,0,0
Pittsburgh,PA,Pennsylvania,city,2012,2009,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,0,0,0
Pittsburgh,PA,Pennsylvania,city,2013,2009,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,0,0,0
Pittsburgh,PA,Pennsylvania,city,2014,2009,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,0,0,0
Pittsburgh,PA,Pennsylvania,city,2015,2009,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2016,2017,,50000,0,0,0
Pittsburgh,PA,Pennsylvania,city,2016,2013,ASHRAE,2,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,0,2016,2017,0,50000,0,1,0
Pittsburgh,PA,Pennsylvania,city,2017,2013,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2016,2017,1,50000,0,1,1
Pittsburgh,PA,Pennsylvania,city,2018,2013,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2016,2017,2,50000,0,1,1
Pittsburgh,PA,Pennsylvania,city,2019,2013,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2016,2017,3,50000,0,1,1
Pittsburgh,PA,Pennsylvania,city,2020,2013,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2016,2017,4,50000,0,1,1
Pittsburgh,PA,Pennsylvania,city,2021,2013,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2016,2017,5,50000,0,1,1
Pittsburgh,PA,Pennsylvania,city,2022,2016,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2016,2017,6,50000,0,1,1
Pittsburgh,PA,Pennsylvania,city,2023,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2016,2017,7,50000,0,1,1
Pittsburgh,PA,Pennsylvania,city,2024,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2016,2017,8,50000,0,1,1
Pittsburgh,PA,Pennsylvania,city,2025,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2016,2017,9,50000,0,1,1
Portland,OR,Oregon,city,2010,,,,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2015,2016,,20000,0,0,0
Portland,OR,Oregon,city,2011,2010,ASHRAE,0,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2015,2016,,20000,0,0,0
Portland,OR,Oregon,city,2012,2010,ASHRAE,2,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2015,2016,,20000,0,0,0
Portland,OR,Oregon,city,2013,2010,ASHRAE,2,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2015,2016,,20000,0,0,0
Portland,OR,Oregon,city,2014,2010,ASHRAE,3,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2015,2016,,20000,0,0,0
Portland,OR,Oregon,city,2015,2010,ASHRAE,5,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,1,0,2015,2016,0,20000,0,1,0
Portland,OR,Oregon,city,2016,2010,ASHRAE,5,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2016,1,20000,0,1,1
Portland,OR,Oregon,city,2017,2013,ASHRAE,3,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2016,2,20000,0,1,1
Portland,OR,Oregon,city,2018,2013,ASHRAE,3,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2016,3,20000,0,1,1
Portland,OR,Oregon,city,2019,2013,ASHRAE,3,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2016,4,20000,0,1,1
Portland,OR,Oregon,city,2020,2013,ASHRAE,6,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2016,5,20000,0,1,1
Portland,OR,Oregon,city,2021,2019,ASHRAE,0,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2016,6,20000,0,1,1
