jurisdiction,state_abbr,state_name,jurisdiction_type,year,iecc_comm_vintage,iecc_comm_code_type,lag_model_code_yrs,no_statewide_code,home_rule,preemption_of_stricter_local,stretch_code_available,weakening_amendments,state_bps_adopted,state_bps_effective,state_bps_year_enacted,state_bps_first_compliance_year,state_bps_law_name,state_bps_law_id,state_bps_penalty_per_sqft,state_bps_penalty_per_tco2e,bps_adopted,bps_effective,bps_year_enacted,bps_first_compliance_year,years_since_bps,bps_metric,bps_covered_threshold_comm_sqft,bps_covered_threshold_public_sqft,bps_covered_threshold_mf_sqft,bps_covers_municipal,bps_ratchet,bps_penalty_per_sqft,bps_penalty_per_tco2e,bps_law_name,bps_law_id,bps_coalition_member,bps_coalition_launch_day,bps_coalition_joined_year,benchmarking_adopted,benchmarking_effective,benchmarking_year_enacted,benchmarking_first_reporting_year,years_since_benchmarking,benchmarking_threshold_sqft,audit_tuneup_req,any_policy_active,any_policy_effective
Columbus,OH,Ohio,city,2019,2013,ASHRAE,3,0,0,1,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Columbus,OH,Ohio,city,2020,2013,ASHRAE,6,0,0,1,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Columbus,OH,Ohio,city,2021,2013,ASHRAE,6,0,0,1,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Columbus,OH,Ohio,city,2022,2013,ASHRAE,6,0,0,1,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Columbus,OH,Ohio,city,2023,2013,ASHRAE,9,0,0,1,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Columbus,OH,Ohio,city,2024,2019,ASHRAE,3,0,0,1,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Columbus,OH,Ohio,city,2025,2019,ASHRAE,3,0,0,1,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2010,2006,IECC,3,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2011,2006,IECC,4,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2012,2006,IECC,6,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2013,2006,IECC,6,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2014,2006,IECC,7,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2015,2006,IECC,9,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2016,2006,IECC,9,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2017,2006,IECC,10,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2018,2006,IECC,10,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2019,2006,IECC,10,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2020,2006,IECC,13,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,2021,2028,,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,0,0
Denver,CO,Colorado,city,2021,2006,IECC,13,0,1,0,1,0,1,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,1,0,2021,2028,0,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,0,1,2022,0,0,,,,,,1,0
Denver,CO,Colorado,city,2022,2006,IECC,13,0,1,0,1,0,1,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,1,0,2021,2028,1,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,1,1,2022,0,0,,,,,,1,0
Denver,CO,Colorado,city,2023,2021,IECC,1,0,1,0,1,0,1,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,1,0,2021,2028,2,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,1,1,2022,0,0,,,,,,1,0
Denver,CO,Colorado,city,2024,2021,IECC,1,0,1,0,1,0,1,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,1,0,2021,2028,3,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,1,1,2022,0,0,,,,,,1,0
Denver,CO,Colorado,city,2025,2021,IECC,1,0,1,0,1,0,1,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,1,0,2021,2028,4,Weather-normalized Site EUI,25000,25000,25000,1,1,10,,Energize Denver,Bill 21-1310,1,1,2022,0,0,,,,,,1,0
Evanston,IL,Illinois,city,2010,2006,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,0,0,2016,2017,,20000,0,0,0
Evanston,IL,Illinois,city,2011,2006,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,0,0,2016,2017,,20000,0,0,0
Evanston,IL,Illinois,city,2012,2006,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,0,0,2016,2017,,20000,0,0,0
Evanston,IL,Illinois,city,2013,2012,IECC,0,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,0,0,2016,2017,,20000,0,0,0
Evanston,IL,Illinois,city,2014,2012,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,0,0,2016,2017,,20000,0,0,0
Evanston,IL,Illinois,city,2015,2012,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,0,0,2016,2017,,20000,0,0,0
Evanston,IL,Illinois,city,2016,2015,IECC,0,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,1,0,2016,2017,0,20000,0,1,0
Evanston,IL,Illinois,city,2017,2015,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,1,1,2016,2017,1,20000,0,1,1
Evanston,IL,Illinois,city,2018,2015,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,1,1,2016,2017,2,20000,0,1,1
Evanston,IL,Illinois,city,2019,2015,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,1,1,2016,2017,3,20000,0,1,1
Evanston,IL,Illinois,city,2020,2015,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,1,1,2016,2017,4,20000,0,1,1
Evanston,IL,Illinois,city,2021,2015,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,0,1,2022,1,1,2016,2017,5,20000,0,1,1
Evanston,IL,Illinois,city,2022,2015,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,1,1,2022,1,1,2016,2017,6,20000,0,1,1
Evanston,IL,Illinois,city,2023,2015,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,1,1,2022,1,1,2016,2017,7,20000,0,1,1
Evanston,IL,Illinois,city,2024,2015,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,2025,,,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,1,1,2022,1,1,2016,2017,8,20000,0,1,1
Evanston,IL,Illinois,city,2025,2022,ASHRAE,0,0,0,0,0,0,0,0,,,,,,,1,0,2025,,0,Site EUI / GHG / renewable electricity %,20000,10000,20000,1,1,,,Healthy Buildings Ordinance,Ordinance 1-O-25,1,1,2022,1,1,2016,2017,9,20000,0,1,1
Fort Collins,CO,Colorado,city,2010,2006,IECC,3,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2011,2006,IECC,4,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2012,2006,IECC,6,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2013,2006,IECC,6,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2014,2006,IECC,7,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2015,2006,IECC,9,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2016,2006,IECC,9,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2017,2006,IECC,10,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2018,2006,IECC,10,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2019,2006,IECC,10,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2020,2006,IECC,13,0,1,0,1,0,0,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Fort Collins,CO,Colorado,city,2021,2006,IECC,13,0,1,0,1,0,1,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,1,0
Fort Collins,CO,Colorado,city,2022,2006,IECC,13,0,1,0,1,0,1,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,1,0
Fort Collins,CO,Colorado,city,2023,2021,IECC,1,0,1,0,1,0,1,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,1,0
Fort Collins,CO,Colorado,city,2024,2021,IECC,1,0,1,0,1,0,1,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,1,0
Fort Collins,CO,Colorado,city,2025,2021,IECC,1,0,1,0,1,0,1,0,2021,2026,Energy Performance for Buildings,HB21-1286,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,1,0
Grand Rapids,MI,Michigan,city,2010,2004,IECC,5,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2011,2004,IECC,6,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2012,2004,IECC,8,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2013,2004,IECC,8,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2014,2004,IECC,9,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2015,2004,IECC,11,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2016,2004,IECC,11,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2017,2004,IECC,12,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2018,2004,IECC,12,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2019,2004,IECC,12,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2020,2004,IECC,15,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2021,2004,IECC,15,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2022,2004,IECC,15,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2023,2004,IECC,18,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2024,2004,IECC,18,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Grand Rapids,MI,Michigan,city,2025,2019,ASHRAE,3,0,0,0,0,1,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2010,2006,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2011,2006,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2012,2006,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2013,2006,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2014,2006,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2015,2013,ASHRAE,2,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2016,2013,ASHRAE,2,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2017,2013,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2018,2013,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2019,2013,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2020,2016,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2021,2016,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2022,2016,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2023,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2024,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
Hawaii,HI,Hawaii,state,2025,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
Ithaca,NY,New York,city,2010,2007,ASHRAE,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2011,2007,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2012,2007,ASHRAE,5,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2013,2007,ASHRAE,5,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2014,2007,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2015,2007,ASHRAE,8,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2016,2013,ASHRAE,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2017,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2018,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2019,2013,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2020,2016,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2021,2016,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2022,2016,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2023,2016,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2024,2016,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Ithaca,NY,New York,city,2025,2022,ASHRAE,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Kansas City,MO,Missouri,city,2010,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2015,2017,,50000,0,0,0
Kansas City,MO,Missouri,city,2011,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2015,2017,,50000,0,0,0
Kansas City,MO,Missouri,city,2012,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2015,2017,,50000,0,0,0
Kansas City,MO,Missouri,city,2013,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2015,2017,,50000,0,0,0
Kansas City,MO,Missouri,city,2014,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2015,2017,,50000,0,0,0
Kansas City,MO,Missouri,city,2015,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,0,2015,2017,0,50000,0,1,0
Kansas City,MO,Missouri,city,2016,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,0,2015,2017,1,50000,0,1,0
Kansas City,MO,Missouri,city,2017,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2017,2,50000,0,1,1
Kansas City,MO,Missouri,city,2018,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2017,3,50000,0,1,1
Kansas City,MO,Missouri,city,2019,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2017,4,50000,0,1,1
Kansas City,MO,Missouri,city,2020,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2017,5,50000,0,1,1
Kansas City,MO,Missouri,city,2021,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2015,2017,6,50000,0,1,1
Kansas City,MO,Missouri,city,2022,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2015,2017,7,50000,0,1,1
Kansas City,MO,Missouri,city,2023,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2015,2017,8,50000,0,1,1
Kansas City,MO,Missouri,city,2024,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2015,2017,9,50000,0,1,1
Kansas City,MO,Missouri,city,2025,,,,0,1,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2015,2017,10,50000,0,1,1
Los Angeles,CA,California,city,2010,2008,TITLE24,1,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2011,2008,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2012,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2013,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2014,2013,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2015,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2016,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2017,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2018,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2019,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2020,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2021,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
