fips7,pct_college_educated,pct_nonwhite,median_home_value
3663000,29.380516921566784,63.72042541897323,111400
3665508,22.603220569523057,50.435188971318425,140000
3673000,29.72594674457614,50.788317571543914,117900
3675484,33.51578179164386,36.777326987594606,177100
3676540,20.588235294117645,45.61549870226177,123800
3681677,53.0678222589077,54.49083657292877,612800
3684000,35.53640108016693,65.91810468109448,456500
3901000,22.598760650658402,43.93213960992889,99700
3912000,14.211864041700773,39.22565838870079,86200
3915000,40.50839042796147,51.25457312137793,192000
3916000,20.280239173023546,65.58395096728901,87400
3918000,38.252582501444465,46.94126759517713,212500
3919778,35.64492636348924,17.454238353366325,160400
3921000,19.64153627311522,49.70612869159899,86200
3925256,15.248782902879777,30.085259568018184,131000
3940040,40.05574406204557,14.048555634498417,174300
3941664,50.804352353186175,15.935184270329017,221100
3944856,13.83027734267023,49.487242469833284,115200
3949840,16.060429982568277,22.88474482321733,135200
3961000,23.856751176251564,17.731147703723927,145300
3974118,14.640146558492543,29.786000511552558,102100
3977000,20.24438167751443,43.434261118231454,98800
3988000,15.076566592786623,58.67972288835599,54900
4023200,55.02975022884792,23.824640487603567,304700
4023950,22.574239276548944,31.235650791781953,136500
4041850,22.48861226050975,51.549608340749046,125500
4048350,24.96120769008232,41.97577592732779,147700
4052500,45.59896147000174,30.139936257351152,224900
4055000,33.213747578388464,47.475803420409704,196700
4075000,32.91580754119208,47.032320397729755,174200
4105350,48.30025096965549,39.41406810586957,494700
4105800,48.37818508182698,16.585547354236642,576900
4115800,60.398278051348754,25.6203164029975,436000
4123850,44.18430710893879,23.08110095895448,406000
4131250,23.246426000205698,37.835719004624536,411700
4134100,41.728425059733524,45.92541177353393,452300
4147000,28.39808696533892,25.172143700534257,355600
4159000,52.546439787351964,31.723523102425165,523100
4164900,30.951126221844454,34.75368981644799,349500
4169600,20.681748339361274,23.918043407839328,293200
4202000,18.294760935910478,70.08268684353351,168800
4206088,33.839617209680945,44.97812030566259,220300
4224000,22.404915061197645,32.80534874401535,101500
4232800,23.8556450581767,74.73978623514135,112100
4241216,27.40535953795199,61.09711919958599,179500
4260000,33.60605204346374,66.46445410768713,215500
4261000,46.74934361746122,36.93354791783915,171800
4263624,11.735659319865198,78.99282248602023,96900
4269000,22.70104579877389,31.4323624850563,125700
4419180,33.96598389414242,33.69290491105441,326000
4454640,21.93484773787402,54.19814834521656,266300
4459000,34.45864642673825,65.55991882560683,293000
4474300,32.27227420340182,14.916105963784831,294400
4513330,57.39352832062355,28.43558282208589,438900
4516000,44.791491236024925,52.10962750632523,226200
4530850,53.68050754402375,34.18080691154465,403300
4550875,26.741492506750962,62.736814824413635,243300
4652980,35.510762003773436,23.454357943727523,244500
4659020,37.02823133000582,20.738258850781534,250000
4703440,35.98912067072562,32.13757589464345,251700
4714000,34.130748607960406,43.427584837385815,230500
4715160,28.89868788986879,44.50566469305822,213200
4716420,60.428512808488186,30.523744381473517,409000
4733280,41.681430181993875,17.417071230252155,364700
4737640,26.893439777854912,54.22469960142956,169300
