CUSIP,Issuer_Name,Issue_Date,Self_reported_Green,Amt_Issued,State,n_prospectuses,match_kind,prospectus_files
04780TEH3,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,38960000.0,GA,1,full,P11693706-P11302614-P11733473
04780TEX8,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,42965000.0,GA,1,full,P11693706-P11302614-P11733473
04780MJ67,City of Atlanta GA Department of Aviation,2023-08-31,Yes,28735000.0,GA,1,full,P11693706-P11302614-P11733473
04780MH93,City of Atlanta GA Department of Aviation,2023-08-31,Yes,7145000.0,GA,1,full,P11693706-P11302614-P11733473
04780MG78,City of Atlanta GA Department of Aviation,2023-08-31,Yes,4385000.0,GA,1,full,P11693706-P11302614-P11733473
04780MG86,City of Atlanta GA Department of Aviation,2023-08-31,Yes,4605000.0,GA,1,full,P11693706-P11302614-P11733473
04780MJ59,City of Atlanta GA Department of Aviation,2023-08-31,Yes,8685000.0,GA,1,full,P11693706-P11302614-P11733473
04780TEY6,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,45215000.0,GA,1,full,P11693706-P11302614-P11733473
04780MF95,City of Atlanta GA Department of Aviation,2023-08-31,Yes,3270000.0,GA,1,full,P11693706-P11302614-P11733473
04780MG52,City of Atlanta GA Department of Aviation,2023-08-31,Yes,3980000.0,GA,1,full,P11693706-P11302614-P11733473
04780MG94,City of Atlanta GA Department of Aviation,2023-08-31,Yes,4835000.0,GA,1,full,P11693706-P11302614-P11733473
04780MH77,City of Atlanta GA Department of Aviation,2023-08-31,Yes,6480000.0,GA,1,full,P11693706-P11302614-P11733473
04780TEL4,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,8725000.0,GA,1,full,P11693706-P11302614-P11733473
04780TEM2,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,9235000.0,GA,1,full,P11693706-P11302614-P11733473
04780TEJ9,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,11500000.0,GA,1,full,P11693706-P11302614-P11733473
04780MF87,City of Atlanta GA Department of Aviation,2023-08-31,Yes,2625000.0,GA,1,full,P11693706-P11302614-P11733473
04780MG29,City of Atlanta GA Department of Aviation,2023-08-31,Yes,3435000.0,GA,1,full,P11693706-P11302614-P11733473
04780MG60,City of Atlanta GA Department of Aviation,2023-08-31,Yes,4175000.0,GA,1,full,P11693706-P11302614-P11733473
04780MH51,City of Atlanta GA Department of Aviation,2023-08-31,Yes,5875000.0,GA,1,full,P11693706-P11302614-P11733473
04780MH69,City of Atlanta GA Department of Aviation,2023-08-31,Yes,6170000.0,GA,1,full,P11693706-P11302614-P11733473
04780MJ26,City of Atlanta GA Department of Aviation,2023-08-31,Yes,7500000.0,GA,1,full,P11693706-P11302614-P11733473
04780MJ34,City of Atlanta GA Department of Aviation,2023-08-31,Yes,7875000.0,GA,1,full,P11693706-P11302614-P11733473
04780MJ42,City of Atlanta GA Department of Aviation,2023-08-31,Yes,8270000.0,GA,1,full,P11693706-P11302614-P11733473
04780TEK6,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,3000000.0,GA,1,full,P11693706-P11302614-P11733473
04780TEN0,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,8445000.0,GA,1,full,P11693706-P11302614-P11733473
04780TEP5,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,12040000.0,GA,1,full,P11693706-P11302614-P11733473
04780TER1,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,10100000.0,GA,1,full,P11693706-P11302614-P11733473
04780TES9,City of Atlanta GA Airport Passenger Facility Charge,2022-08-31,Yes,10655000.0,GA,1,full,P11693706-P11302614-P11733473
04780TET7,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,11190000.0,GA,1,full,P11693706-P11302614-P11733473
04780TEV2,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,12335000.0,GA,1,full,P11693706-P11302614-P11733473
04780TEZ3,City of Atlanta GA Airport Passenger Facility Charge,2023-08-31,Yes,8630000.0,GA,1,full,P11693706-P11302614-P11733473
04780MG37,City of Atlanta GA Department of Aviation,2023-08-31,Yes,3610000.0,GA,1,full,P11693706-P11302614-P11733473
04780MH36,City of Atlanta GA Department of Aviation,2023-08-31,Yes,5330000.0,GA,1,full,P11693706-P11302614-P11733473
04780MH85,City of Atlanta GA Department of Aviation,2023-08-31,Yes,6805000.0,GA,1,full,P11693706-P11302614-P11733473
890680VV0,City of Topeka KS Combined Utility Revenue,2023-09-12,--,1815000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680VY4,City of Topeka KS Combined Utility Revenue,2023-09-12,--,2100000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WB3,City of Topeka KS Combined Utility Revenue,2023-09-12,--,2430000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WL1,City of Topeka KS Combined Utility Revenue,2023-09-12,--,3525000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WR8,City of Topeka KS Combined Utility Revenue,2023-09-12,--,4315000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680VR9,City of Topeka KS Combined Utility Revenue,2023-09-12,--,1490000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680VS7,City of Topeka KS Combined Utility Revenue,2023-09-12,--,1565000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680VW8,City of Topeka KS Combined Utility Revenue,2023-09-12,--,1905000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WA5,City of Topeka KS Combined Utility Revenue,2023-09-12,--,2315000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WD9,City of Topeka KS Combined Utility Revenue,2023-09-12,--,2680000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WJ6,City of Topeka KS Combined Utility Revenue,2023-09-12,--,3260000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WQ0,City of Topeka KS Combined Utility Revenue,2023-09-12,--,4140000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WT4,City of Topeka KS Combined Utility Revenue,2023-09-12,--,4690000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680VT5,City of Topeka KS Combined Utility Revenue,2023-09-12,--,1645000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680VZ1,City of Topeka KS Combined Utility Revenue,2023-09-12,--,2205000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WC1,City of Topeka KS Combined Utility Revenue,2023-09-12,--,2550000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WE7,City of Topeka KS Combined Utility Revenue,2023-09-12,--,2785000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WH0,City of Topeka KS Combined Utility Revenue,2023-09-12,--,3135000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WK3,City of Topeka KS Combined Utility Revenue,2023-09-12,--,3390000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WM9,City of Topeka KS Combined Utility Revenue,2023-09-12,--,3665000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WP2,City of Topeka KS Combined Utility Revenue,2023-09-12,--,3975000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WG2,City of Topeka KS Combined Utility Revenue,2023-09-12,--,5915000.0,KS,1,full,P11692854-P11302028-P11732844
890680VX6,City of Topeka KS Combined Utility Revenue,2023-09-12,--,2000000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WS6,City of Topeka KS Combined Utility Revenue,2023-09-12,--,4500000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680VU2,City of Topeka KS Combined Utility Revenue,2023-09-12,--,1725000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WN7,City of Topeka KS Combined Utility Revenue,2023-09-12,--,3820000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
890680WV9,City of Topeka KS Combined Utility Revenue,2023-09-12,--,10000000.0,KS,1,full,P11692854-P11302028-P11732844
890680VQ1,City of Topeka KS Combined Utility Revenue,2023-09-12,--,1845000.0,KS,1,prefix+suffix,P11692854-P11302028-P11732844
54466DAA3,City of Los Angeles CA Wastewater System Revenue,2023-09-13,--,280000000.0,CA,0,,
4387013U6,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,31925000.0,HI,1,full,P11699065-P11306477-P11737668
4387013J1,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,5530000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013H5,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,5260000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013A0,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,3705000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013C6,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,4095000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013L6,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,6110000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013P7,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,7030000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013Q5,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,7365000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013R3,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,7710000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013F9,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,4760000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013K8,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,5815000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013T9,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,19660000.0,HI,1,full,P11699065-P11306477-P11737668
4387013V4,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,25000000.0,HI,1,full,P11699065-P11306477-P11737668
4387013S1,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,25000000.0,HI,1,full,P11699065-P11306477-P11737668
4387013E2,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,4530000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013G7,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,5005000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013M4,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,6395000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013N2,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,6690000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013D4,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,4305000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
4387013B8,City & County Honolulu HI Wastewater System Revenue,2023-09-27,Yes,3895000.0,HI,1,prefix+suffix,P11699065-P11306477-P11737668
793071VW8,City of St Paul MN Sewer Revenue,2023-12-12,Yes,265000.0,MN,1,full,P11698661-P11306161-P11737312
793071VZ1,City of St Paul MN Sewer Revenue,2023-12-12,Yes,305000.0,MN,1,full,P11698661-P11306161-P11737312
793071WA5,City of St Paul MN Sewer Revenue,2023-12-12,Yes,320000.0,MN,1,full,P11698661-P11306161-P11737312
793071WE7,City of St Paul MN Sewer Revenue,2023-12-12,Yes,390000.0,MN,1,full,P11698661-P11306161-P11737312
793071WF4,City of St Paul MN Sewer Revenue,2023-12-12,Yes,410000.0,MN,1,full,P11698661-P11306161-P11737312
793071WL1,City of St Paul MN Sewer Revenue,2023-12-12,Yes,510000.0,MN,2,full;prefix+suffix,ES778368-ES612030-ES1007776;P11698661-P11306161-P11737312
793071VV0,City of St Paul MN Sewer Revenue,2023-12-12,Yes,255000.0,MN,1,full,P11698661-P11306161-P11737312
793071VX6,City of St Paul MN Sewer Revenue,2023-10-12,Yes,280000.0,MN,1,full,P11698661-P11306161-P11737312
793071VY4,City of St Paul MN Sewer Revenue,2023-10-12,Yes,295000.0,MN,1,full,P11698661-P11306161-P11737312
793071WB3,City of St Paul MN Sewer Revenue,2023-10-12,Yes,340000.0,MN,1,full,P11698661-P11306161-P11737312
793071WC1,City of St Paul MN Sewer Revenue,2023-10-12,Yes,355000.0,MN,1,full,P11698661-P11306161-P11737312
793071WD9,City of St Paul MN Sewer Revenue,2023-10-12,Yes,375000.0,MN,1,full,P11698661-P11306161-P11737312
793071WK3,City of St Paul MN Sewer Revenue,2023-10-12,Yes,1415000.0,MN,1,full,P11698661-P11306161-P11737312
793071WM9,City of St Paul MN Sewer Revenue,2023-10-12,Yes,530000.0,MN,1,full,P11698661-P11306161-P11737312
793071WN7,City of St Paul MN Sewer Revenue,2023-10-12,Yes,550000.0,MN,1,full,P11698661-P11306161-P11737312
793071WP2,City of St Paul MN Sewer Revenue,2023-10-12,Yes,575000.0,MN,1,full,P11698661-P11306161-P11737312
793071WG2,City of St Paul MN Sewer Revenue,2023-10-12,Yes,430000.0,MN,1,full,P11698661-P11306161-P11737312
793071VU2,City of St Paul MN Sewer Revenue,2023-10-12,Yes,195000.0,MN,1,full,P11698661-P11306161-P11737312
801517AB9,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,735000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AC7,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,770000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AD5,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,810000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AE3,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,850000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AF0,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,895000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AG8,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,940000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AH6,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,985000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AJ2,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1035000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AK9,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1085000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AL7,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1140000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AM5,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1195000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AN3,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1255000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AP8,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1320000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AQ6,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1385000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AR4,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1455000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AS2,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1530000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AT0,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1605000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AU7,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1670000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AV5,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1745000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AW3,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1815000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AX1,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1895000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AY9,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,1980000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517AZ6,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,2070000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517BA0,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,2160000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
801517BB8,City of Santa Clara CA Sewer Revenue,2023-10-24,Yes,2260000.0,CA,1,prefix+suffix,P21733144-P21331413-P21765253
546589X49,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,3320000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589X56,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,15905000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589X64,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,1820000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Y22,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,2260000.0,KY,3,prefix+suffix,P21536543-P21187636-P21605628;P21617486-P21246237-P21670689;P21737014-P21334139-P21768189
546589Z96,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,15970000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Y48,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,10750000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Y97,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,10810000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Z70,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,14485000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Z88,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,15210000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589X80,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,2035000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589X98,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,2145000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Y30,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,2405000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Y55,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,17050000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
5465892A9,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,16770000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
5465892F8,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,41790000.0,KY,1,full,P21737014-P21334139-P21768189
546589X72,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,1940000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Y71,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,14210000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Z21,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,11350000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Z47,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,12515000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Z54,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,13140000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Z62,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,13795000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
5465892D3,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,37905000.0,KY,1,full,P21737014-P21334139-P21768189
5465892B7,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,17610000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
55844RYG3,City of Madison WI,2023-10-26,Yes,4205000.0,WI,1,prefix+suffix,P21730348-P21329460-P21763134
55844RYH1,City of Madison WI,2023-10-26,Yes,4205000.0,WI,1,prefix+suffix,P21730348-P21329460-P21763134
55844RYJ7,City of Madison WI,2023-10-26,Yes,4205000.0,WI,1,prefix+suffix,P21730348-P21329460-P21763134
55844RYK4,City of Madison WI,2023-10-26,Yes,4205000.0,WI,1,prefix+suffix,P21730348-P21329460-P21763134
55844RYL2,City of Madison WI,2023-10-26,Yes,4205000.0,WI,1,prefix+suffix,P21730348-P21329460-P21763134
55844RYM0,City of Madison WI,2023-10-26,Yes,4205000.0,WI,1,prefix+suffix,P21730348-P21329460-P21763134
55844RYN8,City of Madison WI,2023-10-26,Yes,4205000.0,WI,1,prefix+suffix,P21730348-P21329460-P21763134
55844RYP3,City of Madison WI,2023-10-26,Yes,4205000.0,WI,1,prefix+suffix,P21730348-P21329460-P21763134
55844RYQ1,City of Madison WI,2023-10-26,Yes,4205000.0,WI,1,prefix+suffix,P21730348-P21329460-P21763134
546589Y63,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,30975000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Z39,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,11920000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
546589Y89,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,10295000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
55844RYF5,City of Madison WI,2023-10-26,Yes,4210000.0,WI,1,prefix+suffix,P21730348-P21329460-P21763134
546589X31,Louisville and Jefferson County Metropolitan Sewer District,2023-10-26,--,3595000.0,KY,1,prefix+suffix,P21737014-P21334139-P21768189
198504K76,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,415000.0,SC,1,full,P21755236-P31126687-P31539106
198504K84,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,785000.0,SC,1,full,P21755236-P31126687-P31539106
198504M90,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1800000.0,SC,1,full,P21755236-P31126687-P31539106
198504L26,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,865000.0,SC,1,full,P21755236-P31126687-P31539106
198504M25,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1280000.0,SC,1,full,P21755236-P31126687-P31539106
198504M33,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1340000.0,SC,1,full,P21755236-P31126687-P31539106
198504M82,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1715000.0,SC,1,full,P21755236-P31126687-P31539106
198504N24,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1890000.0,SC,1,full,P21755236-P31126687-P31539106
198504N57,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,13385000.0,SC,1,full,P21755236-P31126687-P31539106
198504L91,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1220000.0,SC,1,full,P21755236-P31126687-P31539106
198504M41,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1410000.0,SC,1,full,P21755236-P31126687-P31539106
198504M66,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1555000.0,SC,1,full,P21755236-P31126687-P31539106
198504M74,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1630000.0,SC,1,full,P21755236-P31126687-P31539106
198504N40,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,6565000.0,SC,1,full,P21755236-P31126687-P31539106
198504K92,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,825000.0,SC,1,full,P21755236-P31126687-P31539106
198504L34,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,910000.0,SC,1,full,P21755236-P31126687-P31539106
198504N32,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1985000.0,SC,1,full,P21755236-P31126687-P31539106
198504L59,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1000000.0,SC,1,full,P21755236-P31126687-P31539106
198504L42,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,955000.0,SC,1,full,P21755236-P31126687-P31539106
198504L67,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1050000.0,SC,1,full,P21755236-P31126687-P31539106
198504M58,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1480000.0,SC,1,full,P21755236-P31126687-P31539106
198504L83,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1160000.0,SC,1,full,P21755236-P31126687-P31539106
198504L75,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,--,1105000.0,SC,1,full,P21755236-P31126687-P31539106
59225CAX6,Metropolitan Pier & Exposition Authority,2024-01-10,--,12380000.0,IL,0,,
59225CAW8,Metropolitan Pier & Exposition Authority,2024-01-10,--,16470000.0,IL,0,,
59225CAY4,Metropolitan Pier & Exposition Authority,2024-01-10,--,13980000.0,IL,0,,
873547JU8,City of Tacoma WA Water Revenue,2024-01-25,Yes,6945000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JJ3,City of Tacoma WA Water Revenue,2024-01-25,Yes,1230000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JK0,City of Tacoma WA Water Revenue,2024-01-25,Yes,2365000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JL8,City of Tacoma WA Water Revenue,2024-01-25,Yes,2815000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JP9,City of Tacoma WA Water Revenue,2024-01-25,Yes,1505000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JQ7,City of Tacoma WA Water Revenue,2024-01-25,Yes,4670000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JM6,City of Tacoma WA Water Revenue,2024-01-25,Yes,3275000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JR5,City of Tacoma WA Water Revenue,2024-01-25,Yes,5195000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JT1,City of Tacoma WA Water Revenue,2024-01-25,Yes,6335000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JV6,City of Tacoma WA Water Revenue,2024-01-25,Yes,19005000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JN4,City of Tacoma WA Water Revenue,2024-01-25,Yes,4710000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
873547JS3,City of Tacoma WA Water Revenue,2024-01-25,Yes,5750000.0,WA,1,prefix+suffix,P11725514-P11326261-P11759898
87354TCF0,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,Yes,3205000.0,WA,1,prefix+suffix,P21769256-P21358222-P21795217
87354TCJ2,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,Yes,3745000.0,WA,1,prefix+suffix,P21769256-P21358222-P21795217
87354TCK9,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,Yes,3925000.0,WA,1,prefix+suffix,P21769256-P21358222-P21795217
87354TCL7,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,Yes,4140000.0,WA,1,prefix+suffix,P21769256-P21358222-P21795217
87354TCH6,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,Yes,3545000.0,WA,1,prefix+suffix,P21769256-P21358222-P21795217
87354TCM5,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,Yes,3965000.0,WA,1,prefix+suffix,P21769256-P21358222-P21795217
