CUSIP,Issuer_Name,Issue_Date,primary_prospectus,n_prospectus_matches,match_kind,prospectus_total_words,green_section_chars,n_green_keywords,green_keyword_density_per_1k,n_frameworks_cited,frameworks_cited,has_SPO,spo_verifiers,bloomberg_self_reported_green,bloomberg_esg_assurance,bloomberg_esg_framework,bloomberg_project_category,bloomberg_industry,city_fips7,State
60375BHL3,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,1,prefix+suffix,93641,1342,298,3.182,0,,0,,Yes,Yes,Yes,Green Buildings,General Obligation,2743000.0,MN
60375BHM1,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,1,prefix+suffix,93641,1342,298,3.182,0,,0,,Yes,Yes,Yes,Green Buildings,General Obligation,2743000.0,MN
60375BHN9,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,1,prefix+suffix,93641,1342,298,3.182,0,,0,,Yes,Yes,Yes,Green Buildings,General Obligation,2743000.0,MN
60375BHP4,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,1,prefix+suffix,93641,1342,298,3.182,0,,0,,Yes,Yes,Yes,Green Buildings,General Obligation,2743000.0,MN
851103TK7,City of Springfield OH,2019-03-27,ER1205814-ER944110-ER1345157,1,full,70071,5171,97,1.384,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,Yes,No,Sustainable Water,General Obligation,3974118.0,OH
851103TE1,City of Springfield OH,2019-03-27,ER1205814-ER944110-ER1345157,1,prefix+suffix,70071,5171,97,1.384,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,Yes,No,Sustainable Water,General Obligation,3974118.0,OH
851103SW2,City of Springfield OH,2019-03-27,ER1205814-ER944110-ER1345157,1,prefix+suffix,70071,5171,97,1.384,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,Yes,No,Sustainable Water,General Obligation,3974118.0,OH
60375BES1,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,2,prefix+split_suffix;prefix+suffix,94197,2355,77,0.817,0,,0,,Yes,Yes,Yes,Energy Efficiency,General Obligation,2743000.0,MN
60375BFC5,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,1,full,94197,2355,77,0.817,0,,0,,Yes,Yes,Yes,Energy Efficiency,General Obligation,2743000.0,MN
79768HER5,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,P21519443-P21175017-P21591296,6,prefix+split_suffix;prefix+suffix,159551,8000,334,2.093,1,Climate Bonds Standard,1,Sustainalytics;Climate Bond Initiative,Yes,Yes,Yes,"Sustainable Water, Green Buildings",Water/Sewer,667000.0,CA
79768HET1,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,P21519443-P21175017-P21591296,4,full;prefix+split_suffix,159551,8000,334,2.093,1,Climate Bonds Standard,1,Sustainalytics;Climate Bond Initiative,Yes,Yes,Yes,"Sustainable Water, Green Buildings",Water/Sewer,667000.0,CA
799317BX9,San Rafael Joint Powers Financing Authority,2018-03-28,ES1122236-ES877569-ES1278825,1,prefix+suffix,103482,589,61,0.589,0,,0,,Yes,No,No,Green Buildings,Appropriation,668364.0,CA
799317BY7,San Rafael Joint Powers Financing Authority,2018-03-28,ES1122236-ES877569-ES1278825,1,prefix+suffix,103482,589,61,0.589,0,,0,,Yes,No,No,Green Buildings,Appropriation,668364.0,CA
799317CA8,San Rafael Joint Powers Financing Authority,2018-03-28,ES1122236-ES877569-ES1278825,1,prefix+suffix,103482,589,61,0.589,0,,0,,Yes,No,No,Green Buildings,Appropriation,668364.0,CA
799317CB6,San Rafael Joint Powers Financing Authority,2018-03-28,ES1122236-ES877569-ES1278825,1,prefix+suffix,103482,589,61,0.589,0,,0,,Yes,No,No,Green Buildings,Appropriation,668364.0,CA
799317CD2,San Rafael Joint Powers Financing Authority,2018-03-28,ES1122236-ES877569-ES1278825,1,prefix+suffix,103482,589,61,0.589,0,,0,,Yes,No,No,Green Buildings,Appropriation,668364.0,CA
802089AC6,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AD4,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AE2,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AG7,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AH5,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AK8,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AL6,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AM4,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AN2,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AP7,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AQ5,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
802089AR3,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,1,full,101827,5221,304,2.985,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,3570500.0,NM
861398BQ7,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,1,full,144465,8000,86,0.595,0,,0,,Yes,Yes,No,Sustainable Water,Water/Sewer,675000.0,CA
861398BZ7,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,1,full,144465,8000,86,0.595,0,,0,,Yes,Yes,No,Sustainable Water,Water/Sewer,675000.0,CA
861398CL7,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,1,full,141756,5476,103,0.727,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,675000.0,CA
861398CR4,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,1,full,141756,5476,103,0.727,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,675000.0,CA
861398CN3,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,1,full,141756,5476,103,0.727,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,675000.0,CA
861398CP8,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,1,full,141756,5476,103,0.727,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,675000.0,CA
861398BV6,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,1,full,144465,8000,86,0.595,0,,0,,Yes,Yes,No,Sustainable Water,Water/Sewer,675000.0,CA
861398CJ2,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,1,full,141756,5476,103,0.727,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,675000.0,CA
861398CK9,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,1,full,141756,5476,103,0.727,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,675000.0,CA
861398CM5,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,1,full,141756,5476,103,0.727,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,675000.0,CA
861398CQ6,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,1,full,141756,5476,103,0.727,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,675000.0,CA
861398CS2,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,1,full,141756,5476,103,0.727,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,675000.0,CA
861398CT0,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,1,full,141756,5476,103,0.727,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,675000.0,CA
793071RY9,City of St Paul MN Sewer Revenue,2018-10-10,ER1151669-ER900832-ER1301301,1,full,95280,1574,56,0.588,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SB8,City of St Paul MN Sewer Revenue,2018-10-10,P21845120-P21411829-P21854445,2,full;prefix+split_suffix,142963,8000,106,0.741,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SG7,City of St Paul MN Sewer Revenue,2018-10-10,ER1151669-ER900832-ER1301301,1,full,95280,1574,56,0.588,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SR3,City of St Paul MN Sewer Revenue,2019-06-19,ES1272341-ES995769-ES1397201,1,full,95892,1583,77,0.803,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SS1,City of St Paul MN Sewer Revenue,2019-06-19,P21845120-P21411829-P21854445,9,full;prefix+split_suffix;prefix+suffix,142963,8000,106,0.741,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SV4,City of St Paul MN Sewer Revenue,2019-06-19,ES1272341-ES995769-ES1397201,1,full,95892,1583,77,0.803,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SW2,City of St Paul MN Sewer Revenue,2019-06-19,ES1272341-ES995769-ES1397201,1,full,95892,1583,77,0.803,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SZ5,City of St Paul MN Sewer Revenue,2019-06-19,ES1272341-ES995769-ES1397201,1,full,95892,1583,77,0.803,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071TB7,City of St Paul MN Sewer Revenue,2019-06-19,ES1272341-ES995769-ES1397201,1,full,95892,1583,77,0.803,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071TF8,City of St Paul MN Sewer Revenue,2019-06-19,ES1272341-ES995769-ES1397201,1,full,95892,1583,77,0.803,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071RW3,City of St Paul MN Sewer Revenue,2018-10-10,ER1151669-ER900832-ER1301301,1,full,95280,1574,56,0.588,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071RX1,City of St Paul MN Sewer Revenue,2018-10-10,ER1151669-ER900832-ER1301301,1,full,95280,1574,56,0.588,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071RZ6,City of St Paul MN Sewer Revenue,2018-10-10,ER1151669-ER900832-ER1301301,1,full,95280,1574,56,0.588,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SA0,City of St Paul MN Sewer Revenue,2018-10-10,ER1151669-ER900832-ER1301301,1,full,95280,1574,56,0.588,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SC6,City of St Paul MN Sewer Revenue,2018-10-10,ER1151669-ER900832-ER1301301,1,full,95280,1574,56,0.588,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SD4,City of St Paul MN Sewer Revenue,2018-10-10,ER1151669-ER900832-ER1301301,1,full,95280,1574,56,0.588,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SE2,City of St Paul MN Sewer Revenue,2018-10-10,P21845120-P21411829-P21854445,11,full;prefix+split_suffix;prefix+suffix,142963,8000,106,0.741,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SJ1,City of St Paul MN Sewer Revenue,2018-10-10,ER1151669-ER900832-ER1301301,1,full,95280,1574,56,0.588,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SK8,City of St Paul MN Sewer Revenue,2018-10-10,ER1151669-ER900832-ER1301301,1,full,95280,1574,56,0.588,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071ST9,City of St Paul MN Sewer Revenue,2019-06-19,ES1272341-ES995769-ES1397201,1,full,95892,1583,77,0.803,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SU6,City of St Paul MN Sewer Revenue,2019-06-19,ES1272341-ES995769-ES1397201,1,full,95892,1583,77,0.803,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071SX0,City of St Paul MN Sewer Revenue,2019-06-19,ES1272341-ES995769-ES1397201,1,full,95892,1583,77,0.803,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
