CUSIP,Issuer_Name,Issue_Date,primary_prospectus,n_prospectus_matches,match_kind,prospectus_total_words,green_section_chars,n_green_keywords,green_keyword_density_per_1k,n_frameworks_cited,frameworks_cited,has_SPO,spo_verifiers,bloomberg_self_reported_green,bloomberg_esg_assurance,bloomberg_esg_framework,bloomberg_project_category,bloomberg_industry,city_fips7,State
198504L75,City of Columbia SC Waterworks & Sewer System Revenue,2023-12-07,P21755236-P31126687-P31539106,1,full,107850,7433,68,0.631,0,,0,,--,No,No,Sustainable Water,Water/Sewer,4516000.0,SC
873547JU8,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JJ3,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JK0,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JL8,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JP9,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JQ7,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JM6,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JR5,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JT1,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JV6,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JN4,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
873547JS3,City of Tacoma WA Water Revenue,2024-01-25,P11725514-P11326261-P11759898,1,prefix+suffix,141164,2664,230,1.629,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5370000.0,WA
87354TCF0,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,P21769256-P21358222-P21795217,1,prefix+suffix,123805,2666,249,2.011,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Sustainable Water, Climate Change Adaptation",Water/Sewer,5370000.0,WA
87354TCJ2,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,P21769256-P21358222-P21795217,1,prefix+suffix,123805,2666,249,2.011,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Sustainable Water, Climate Change Adaptation",Water/Sewer,5370000.0,WA
87354TCK9,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,P21769256-P21358222-P21795217,1,prefix+suffix,123805,2666,249,2.011,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Sustainable Water, Climate Change Adaptation",Water/Sewer,5370000.0,WA
87354TCL7,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,P21769256-P21358222-P21795217,1,prefix+suffix,123805,2666,249,2.011,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Sustainable Water, Climate Change Adaptation",Water/Sewer,5370000.0,WA
87354TCH6,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,P21769256-P21358222-P21795217,1,prefix+suffix,123805,2666,249,2.011,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Sustainable Water, Climate Change Adaptation",Water/Sewer,5370000.0,WA
87354TCM5,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,P21769256-P21358222-P21795217,1,prefix+suffix,123805,2666,249,2.011,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Sustainable Water, Climate Change Adaptation",Water/Sewer,5370000.0,WA
87354TCE3,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,P21769256-P21358222-P21795217,1,prefix+suffix,123805,2666,249,2.011,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Sustainable Water, Climate Change Adaptation",Water/Sewer,5370000.0,WA
87354TCG8,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,P21769256-P21358222-P21795217,1,prefix+suffix,123805,2666,249,2.011,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Sustainable Water, Climate Change Adaptation",Water/Sewer,5370000.0,WA
87354TCD5,City of Tacoma WA Regional Water Supply System Revenue,2024-02-14,P21769256-P21358222-P21795217,1,prefix+suffix,123805,2666,249,2.011,1,ICMA Green Bond Principles,1,Kestrel;Climate Bond Initiative;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Sustainable Water, Climate Change Adaptation",Water/Sewer,5370000.0,WA
873519QF2,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,prefix+suffix,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
873519QC9,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,prefix+suffix,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
873519QH8,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,prefix+suffix,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
873519QJ4,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,prefix+suffix,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
873519QK1,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,prefix+suffix,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
873519QD7,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,prefix+suffix,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
873519QN5,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,full,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
873519QM7,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,full,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
873519QG0,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,prefix+suffix,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
873519QL9,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,prefix+suffix,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
873519QE5,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,1,prefix+suffix,98295,8000,448,4.558,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,"Biodiversity, Renewable Energy",Municipal Utility,5370000.0,WA
61255TAA8,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,No,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAD2,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAJ9,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAL4,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAN0,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAC4,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAK6,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAQ3,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAT7,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,full,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAB6,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAE0,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAG5,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAM2,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAP5,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAS9,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,full,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAR1,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,full,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAF7,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
61255TAH3,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,1,prefix+suffix,157703,8000,84,0.533,1,Sustainable Development Goals,0,,Yes,No,No,Sustainable Water,Water/Sewer,648914.0,CA
927734V83,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734W33,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734X40,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734X73,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734V91,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734W82,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734W25,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734W41,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734W66,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734X57,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734X99,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734V67,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734X24,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734X65,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734V75,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734W58,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734X32,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734W74,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734W90,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
927734X81,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,1,full,127993,0,120,0.938,0,,0,,--,No,No,Sustainable Water,General Obligation,5182000.0,VA
015343AZ9,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,full,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AT3,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AU0,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AR7,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AB2,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AG1,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AL0,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AM8,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AN6,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AP1,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AY2,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,full,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AC0,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AD8,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AE6,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AF3,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AJ5,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AV8,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AW6,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AX4,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AA4,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AH9,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AK2,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AQ9,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
015343AS5,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,1,prefix+suffix,101212,8000,239,2.361,1,ICMA Green Bond Principles,1,Kestrel;ICMA GBP;Green Bond Principles,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5101000.0,VA
39222PEU4,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,1,full,88545,0,188,2.123,0,,0,,--,--,--,,Water/Sewer,952000.0,CT
39222PEV2,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,1,full,88545,0,188,2.123,0,,0,,--,--,--,,Water/Sewer,952000.0,CT
39222PEZ3,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,1,full,88545,0,188,2.123,0,,0,,--,--,--,,Water/Sewer,952000.0,CT
39222PET7,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,1,full,88545,0,188,2.123,0,,0,,--,--,--,,Water/Sewer,952000.0,CT
39222PEW0,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,1,full,88545,0,188,2.123,0,,0,,--,--,--,,Water/Sewer,952000.0,CT
39222PEX8,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,1,full,88545,0,188,2.123,0,,0,,--,--,--,,Water/Sewer,952000.0,CT
39222PEY6,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,1,full,88545,0,188,2.123,0,,0,,--,--,--,,Water/Sewer,952000.0,CT
79768HJZ2,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,1,prefix+suffix,165571,8000,517,3.123,2,Climate Bonds Standard;Sustainable Development Goals,1,Sustainalytics;Climate Bond Initiative,Yes,Yes,Yes,Sustainable Water,Water/Sewer,667000.0,CA
79768HKA5,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,1,prefix+suffix,165571,8000,517,3.123,2,Climate Bonds Standard;Sustainable Development Goals,1,Sustainalytics;Climate Bond Initiative,Yes,Yes,Yes,Sustainable Water,Water/Sewer,667000.0,CA
79768HKC1,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,1,prefix+suffix,165571,8000,517,3.123,2,Climate Bonds Standard;Sustainable Development Goals,1,Sustainalytics;Climate Bond Initiative,Yes,Yes,Yes,Sustainable Water,Water/Sewer,667000.0,CA
79768HKM9,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,1,prefix+suffix,165571,8000,517,3.123,2,Climate Bonds Standard;Sustainable Development Goals,1,Sustainalytics;Climate Bond Initiative,Yes,Yes,Yes,Sustainable Water,Water/Sewer,667000.0,CA
79768HJX7,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,1,prefix+suffix,165571,8000,517,3.123,2,Climate Bonds Standard;Sustainable Development Goals,1,Sustainalytics;Climate Bond Initiative,Yes,Yes,Yes,Sustainable Water,Water/Sewer,667000.0,CA
