CUSIP,Issuer_Name,Issue_Date,primary_prospectus,prospectus_total_words,bloomberg_industry,bloomberg_project_category,bloomberg_self_reported_green,n_compliance_keywords,compliance_density_per_1k,compelled_by_text,compelled_by_text_strict,kw_clean_water_act,kw_safe_drinking_water,kw_cercla,kw_npdes,kw_consent_decree,kw_epa_enforcement,kw_administrative_order,kw_ms4_permit,kw_compliance_schedule,kw_court_order,kw_regulatory_mandate,kw_tmdl,kw_violation,kw_enforcement_action
873519QK1,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,98295,Municipal Utility,"Biodiversity, Renewable Energy",Yes,6,0.061,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0
873519QD7,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,98295,Municipal Utility,"Biodiversity, Renewable Energy",Yes,6,0.061,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0
873519QN5,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,98295,Municipal Utility,"Biodiversity, Renewable Energy",Yes,6,0.061,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0
873519QM7,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,98295,Municipal Utility,"Biodiversity, Renewable Energy",Yes,6,0.061,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0
873519QG0,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,98295,Municipal Utility,"Biodiversity, Renewable Energy",Yes,6,0.061,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0
873519QL9,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,98295,Municipal Utility,"Biodiversity, Renewable Energy",Yes,6,0.061,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0
873519QE5,City of Tacoma WA Electric System Revenue,2024-02-15,P21771544-P21359989-P21797159,98295,Municipal Utility,"Biodiversity, Renewable Energy",Yes,6,0.061,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0
61255TAA8,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,No,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAD2,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAJ9,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAL4,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAN0,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAC4,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAK6,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAQ3,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAT7,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAB6,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAE0,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAG5,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAM2,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAP5,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAS9,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAR1,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAF7,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
61255TAH3,Monterey Park Financing Authority,2024-05-16,P21806547-P21386275-P21826524,157703,Water/Sewer,Sustainable Water,Yes,16,0.101,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0
927734V83,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734W33,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734X40,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734X73,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734V91,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734W82,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734W25,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734W41,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734W66,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734X57,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734X99,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734V67,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734X24,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734X65,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734V75,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734W58,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734X32,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734W74,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734W90,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
927734X81,City of Virginia Beach VA,2024-06-04,P21813485-P21391076-P21831848,127993,General Obligation,Sustainable Water,--,4,0.031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
015343AZ9,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AT3,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AU0,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AR7,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AB2,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AG1,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AL0,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AM8,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AN6,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AP1,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AY2,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AC0,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AD8,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AE6,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AF3,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AJ5,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AV8,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AW6,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AX4,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AA4,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AH9,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AK2,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AQ9,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
015343AS5,Alexandria Sanitation Authority,2024-06-25,P21823145-P21397824-P21839203,101212,Water/Sewer,Sustainable Water,Yes,4,0.04,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
39222PEU4,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,88545,Water/Sewer,,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39222PEV2,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,88545,Water/Sewer,,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39222PEZ3,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,88545,Water/Sewer,,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39222PET7,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,88545,Water/Sewer,,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39222PEW0,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,88545,Water/Sewer,,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39222PEX8,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,88545,Water/Sewer,,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39222PEY6,Greater New Haven Water Pollution Control Authority,2024-08-15,P11769132-P11359000-P11796058,88545,Water/Sewer,,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79768HJZ2,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKA5,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKC1,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKM9,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HJX7,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HJY5,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HJN9,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,,--,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKP2,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKH0,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKJ6,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKE7,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKD9,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKB3,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKF4,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKG2,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKN7,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKL1,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
79768HKK3,San Francisco City & County Public Utilities Commission Wastewater Revenue,2024-07-31,P21830885-P21403242-P21845144,165571,Water/Sewer,Sustainable Water,Yes,50,0.302,0,0,20,0,4,8,0,0,0,2,0,4,5,5,1,1
186423BV0,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BU2,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BC2,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BE8,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BG3,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BK4,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BM0,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BS7,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BD0,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BJ7,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BN8,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423AY5,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423AZ2,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BA6,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BB4,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BR9,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BF5,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BH1,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BL2,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BQ1,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BT5,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
186423BP3,City of Cleveland OH Water Pollution Control,2024-08-15,P21832967-P11362993-P21846817,116638,Water/Sewer,Pollution Control,--,47,0.403,1,1,1,0,0,16,2,0,0,16,0,7,1,4,0,0
04780MU31,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MU98,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MV22,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MT25,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MT66,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MU56,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MS91,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MT33,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MU23,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MU49,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MT41,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MT58,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MT82,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
04780MT90,City of Atlanta GA Department of Aviation,2024-08-22,P21837036-P21408019-P21850316,164747,Airport,"Clean Transportation, Renewable Energy",Yes,4,0.024,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
