CUSIP,Issuer_Name,Issue_Date,primary_prospectus,prospectus_total_words,bloomberg_industry,bloomberg_project_category,bloomberg_self_reported_green,n_compliance_keywords,compliance_density_per_1k,compelled_by_text,compelled_by_text_strict,kw_clean_water_act,kw_safe_drinking_water,kw_cercla,kw_npdes,kw_consent_decree,kw_epa_enforcement,kw_administrative_order,kw_ms4_permit,kw_compliance_schedule,kw_court_order,kw_regulatory_mandate,kw_tmdl,kw_violation,kw_enforcement_action
797646Z25,City & County of San Francisco CA,2018-04-03,ES1133203-ES886786-ES1288177,1039846,General Obligation,"Clean Transportation, Sustainable Water",--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797646Z33,City & County of San Francisco CA,2018-04-03,ES1133203-ES886786-ES1288177,1039846,General Obligation,"Clean Transportation, Sustainable Water",--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797646Z41,City & County of San Francisco CA,2018-04-03,ES1133203-ES886786-ES1288177,1039846,General Obligation,"Clean Transportation, Sustainable Water",--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79765DY53,City & County of San Francisco CA,2019-10-23,ES1312722-ES1025651-ES1427554,1109488,Appropriation,"Clean Transportation, Renewable Energy",Yes,6,0.005,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
79765DY61,City & County of San Francisco CA,2019-10-23,ES1312722-ES1025651-ES1427554,1109488,Appropriation,"Clean Transportation, Renewable Energy",Yes,6,0.005,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
79765DY79,City & County of San Francisco CA,2019-10-23,ES1312722-ES1025651-ES1427554,1109488,Appropriation,"Clean Transportation, Renewable Energy",Yes,6,0.005,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
79765DY87,City & County of San Francisco CA,2019-10-23,ES1312722-ES1025651-ES1427554,1109488,Appropriation,"Clean Transportation, Renewable Energy",Yes,6,0.005,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
79768HEA2,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,ES1184461-ES925614-ES1326629,158902,Water/Sewer,"Sustainable Water, Green Buildings",Yes,38,0.239,1,1,15,0,0,6,1,0,0,2,0,3,4,5,0,2
79768HEC8,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,ES1184461-ES925614-ES1326629,158902,Water/Sewer,"Sustainable Water, Green Buildings",Yes,38,0.239,1,1,15,0,0,6,1,0,0,2,0,3,4,5,0,2
79772ECA5,City & County of San Francisco CA Community Facilities District No 2014-1,2019-02-26,ER1196139-ER936152-ER1337167,114862,Mello-Roos,Green Buildings,Yes,2,0.017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
79772ECD9,City & County of San Francisco CA Community Facilities District No 2014-1,2019-02-26,ER1196139-ER936152-ER1337167,114862,Mello-Roos,Green Buildings,Yes,2,0.017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
79768HDZ8,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,P21695700-P21303909-P21735102,151062,Water/Sewer,"Sustainable Water, Green Buildings",Yes,39,0.258,0,0,16,0,2,8,0,0,0,2,0,2,3,5,1,0
79768HEB0,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,ES1184461-ES925614-ES1326629,158902,Water/Sewer,"Sustainable Water, Green Buildings",Yes,38,0.239,1,1,15,0,0,6,1,0,0,2,0,3,4,5,0,2
79772ECC1,City & County of San Francisco CA Community Facilities District No 2014-1,2019-02-26,ER1196139-ER936152-ER1337167,114862,Mello-Roos,Green Buildings,Yes,2,0.017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
79772ECF4,City & County of San Francisco CA Community Facilities District No 2014-1,2019-02-26,ER1196139-ER936152-ER1337167,114862,Mello-Roos,Green Buildings,Yes,2,0.017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
79772ECB3,City & County of San Francisco CA Community Facilities District No 2014-1,2019-02-26,ER1196139-ER936152-ER1337167,114862,Mello-Roos,Green Buildings,Yes,2,0.017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
79772ECE7,City & County of San Francisco CA Community Facilities District No 2014-1,2019-02-26,ER1196139-ER936152-ER1337167,114862,Mello-Roos,Green Buildings,Yes,2,0.017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
861398CF0,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,141756,Water/Sewer,Sustainable Water,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
861398CE3,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,141756,Water/Sewer,Sustainable Water,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
861398CG8,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,141756,Water/Sewer,Sustainable Water,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
861398BM6,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,144465,Water/Sewer,Sustainable Water,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
861398BP9,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,144465,Water/Sewer,Sustainable Water,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
861398BL8,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,144465,Water/Sewer,Sustainable Water,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
861398CD5,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,141756,Water/Sewer,,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
861398BJ3,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,144465,Water/Sewer,Sustainable Water,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
861398BK0,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,144465,Water/Sewer,Sustainable Water,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
861398BN4,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,144465,Water/Sewer,Sustainable Water,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
861398CH6,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,141756,Water/Sewer,Sustainable Water,Yes,5,0.035,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
04787CAA2,City of Atlanta GA Water & Wastewater Revenue,2019-01-31,ES1235917-ES965388-ES1366271,152028,Water/Sewer,Sustainable Water,--,234,1.539,1,1,31,5,0,73,101,0,0,12,1,0,2,8,0,1
094780W25,City of Bloomington MN,2018-12-05,ER1167878-ER912933-ER1313398,64133,General Obligation,Sustainable Water,Yes,6,0.094,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
094780W33,City of Bloomington MN,2018-12-05,ER1167878-ER912933-ER1313398,64133,General Obligation,Sustainable Water,Yes,6,0.094,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
094780W74,City of Bloomington MN,2018-12-05,ER1167878-ER912933-ER1313398,64133,General Obligation,Sustainable Water,Yes,6,0.094,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
094780W90,City of Bloomington MN,2018-12-05,ER1167878-ER912933-ER1313398,64133,General Obligation,Sustainable Water,Yes,6,0.094,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
094780W82,City of Bloomington MN,2018-12-05,ER1167878-ER912933-ER1313398,64133,General Obligation,Sustainable Water,Yes,6,0.094,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
094780X24,City of Bloomington MN,2018-12-05,ER1167878-ER912933-ER1313398,64133,General Obligation,Sustainable Water,Yes,6,0.094,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
094780W58,City of Bloomington MN,2018-12-05,ER1167878-ER912933-ER1313398,64133,General Obligation,Sustainable Water,Yes,6,0.094,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
094780W66,City of Bloomington MN,2018-12-05,ER1167878-ER912933-ER1313398,64133,General Obligation,Sustainable Water,Yes,6,0.094,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
254845QD5,District of Columbia Water & Sewer Authority,2019-11-06,ES1311861-ES1025042-ES1426916,179670,Water/Sewer,Sustainable Water,Yes,89,0.495,1,1,7,9,0,26,33,0,2,1,1,1,2,7,0,0
254845NZ9,District of Columbia Water & Sewer Authority,2018-04-30,ES1143696-ES894297-ES1295573,127087,Water/Sewer,Sustainable Water,Yes,80,0.629,1,1,7,8,0,30,27,0,2,0,1,1,1,3,0,0
254845PD6,District of Columbia Water & Sewer Authority,2018-04-30,ES1143696-ES894297-ES1295573,127087,Water/Sewer,Sustainable Water,Yes,80,0.629,1,1,7,8,0,30,27,0,2,0,1,1,1,3,0,0
198502AG1,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AJ5,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AL0,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AP1,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AR7,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AS5,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AN6,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AU0,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AV8,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AT3,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AH9,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
198502AW6,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,66885,Special Assessment,Climate Change Adaptation,Yes,25,0.374,0,0,0,0,0,5,0,0,0,15,0,1,1,0,0,3
249176CQ9,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CW6,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CZ9,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176DE5,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CN6,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CS5,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CU0,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CX4,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176DA3,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CT3,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CV8,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CY2,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176DC9,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CM8,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176CR7,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
249176DF2,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,107198,Water/Sewer,Sustainable Water,--,4,0.037,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
561076R93,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,79450,General Obligation,Energy Efficiency,--,2,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561076S50,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,79450,General Obligation,Energy Efficiency,--,2,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561076S68,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,79450,General Obligation,Energy Efficiency,--,2,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561076S92,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,79450,General Obligation,Energy Efficiency,--,2,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561076R85,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,79450,General Obligation,Energy Efficiency,--,2,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561076S27,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,79450,General Obligation,Energy Efficiency,--,2,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561076S35,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,79450,General Obligation,Energy Efficiency,--,2,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561076S76,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,79450,General Obligation,Energy Efficiency,--,2,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561076S84,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,79450,General Obligation,Energy Efficiency,--,2,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561076S43,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,79450,General Obligation,Energy Efficiency,--,2,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
736564ED3,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
736564EJ0,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
736564EL5,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
736564EP6,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
736564EQ4,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
736564EB7,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
736564EC5,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
736564EE1,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
736564EK7,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
736564EM3,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
736564EN1,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,87102,Airport,Green Buildings,Yes,3,0.034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
438687EF8,City & County of Honolulu HI,2018-09-05,ES1195945-ER896332-ER1296861,52626,General Obligation,Clean Transportation,Yes,17,0.323,1,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0
438687EL5,City & County of Honolulu HI,2018-09-05,ES1195945-ER896332-ER1296861,52626,General Obligation,Clean Transportation,Yes,17,0.323,1,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0
438687EE1,City & County of Honolulu HI,2018-09-05,ES1195945-ER896332-ER1296861,52626,General Obligation,Clean Transportation,Yes,17,0.323,1,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0
438687EK7,City & County of Honolulu HI,2018-09-05,ES1195945-ER896332-ER1296861,52626,General Obligation,Clean Transportation,Yes,17,0.323,1,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0
438687ED3,City & County of Honolulu HI,2018-09-05,ES1040822-ES813624-ES1215008,51686,General Obligation,Clean Transportation,Yes,17,0.329,1,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0
438687EJ0,City & County of Honolulu HI,2018-09-05,ES1195945-ER896332-ER1296861,52626,General Obligation,Clean Transportation,Yes,17,0.323,1,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0
438687EP6,City & County of Honolulu HI,2018-09-05,ES1195945-ER896332-ER1296861,52626,General Obligation,Clean Transportation,Yes,17,0.323,1,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0
438687EN1,City & County of Honolulu HI,2018-09-05,ES1195945-ER896332-ER1296861,52626,General Obligation,Clean Transportation,Yes,17,0.323,1,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0
71779QBJ0,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,234381,Appropriation,Sustainable Water,Yes,3,0.013,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
71779QBK7,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,234381,Appropriation,Sustainable Water,Yes,3,0.013,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
71779QBS0,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,234381,Appropriation,Sustainable Water,Yes,3,0.013,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
71779QBN1,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,234381,Appropriation,Sustainable Water,Yes,3,0.013,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
71779QBL5,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,234381,Appropriation,Sustainable Water,Yes,3,0.013,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
71779QBP6,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,234381,Appropriation,Sustainable Water,Yes,3,0.013,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
71779QBQ4,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,234381,Appropriation,Sustainable Water,Yes,3,0.013,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
71779QBR2,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,234381,Appropriation,Sustainable Water,Yes,3,0.013,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
45528UJ51,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,50938,Bond Bank,Sustainable Water,--,5,0.098,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0
45528UG96,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,50938,Bond Bank,Sustainable Water,--,5,0.098,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0
45528UH53,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,50938,Bond Bank,Sustainable Water,--,5,0.098,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0
45528UJ44,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,50938,Bond Bank,Sustainable Water,--,5,0.098,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0
45528UJ69,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,50938,Bond Bank,Sustainable Water,--,5,0.098,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0
45528UJ28,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,50938,Bond Bank,Sustainable Water,--,5,0.098,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0
45528UH46,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,50938,Bond Bank,Sustainable Water,--,5,0.098,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0
53945CJK7,City of Los Angeles CA Wastewater System Revenue,2018-11-15,ER1165936-ER911496-ER1311964,112032,Water/Sewer,Sustainable Water,Yes,39,0.348,0,0,6,0,0,31,0,0,0,0,0,1,0,1,0,0
60375BEH5,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BEG7,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BEK8,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BEP7,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BER3,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BEU6,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BGS9,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,93641,General Obligation,Green Buildings,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BHB5,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,93641,General Obligation,Green Buildings,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BHE9,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,93641,General Obligation,Green Buildings,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BHF6,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,93641,General Obligation,Green Buildings,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BHJ8,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,93641,General Obligation,Green Buildings,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BEF9,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BEJ1,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BEL6,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BEN2,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
60375BEQ5,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,94197,General Obligation,Energy Efficiency,Yes,5,0.053,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
