year,fips7,city_name,state_abb,muni_aaa_yield,c40_member,mayors_climate_signatory,iclei_member,climate_commitment_score,state_rps_active,state_rps_target_pct,state_carbon_pricing,state_carbon_price,state_climate_plan
2017,2743000,minneapolis,MN,3.0,0,1,1,2,1,25.0,0,0.0,1
2018,2743000,minneapolis,MN,3.27,0,1,1,2,1,25.0,0,0.0,1
2019,2743000,minneapolis,MN,2.86,0,1,1,2,1,25.0,0,0.0,1
2020,2743000,minneapolis,MN,2.21,0,1,1,2,1,25.0,0,0.0,1
2021,2743000,minneapolis,MN,1.79,1,1,1,3,1,25.0,0,0.0,1
2022,2743000,minneapolis,MN,3.07,1,1,1,3,1,25.0,0,0.0,1
2023,2743000,minneapolis,MN,3.61,1,1,1,3,1,25.0,0,0.0,1
2013,2743252,minnetonka,MN,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,2743252,minnetonka,MN,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,2743252,minnetonka,MN,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,2743252,minnetonka,MN,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,2743252,minnetonka,MN,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,2743252,minnetonka,MN,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,2743252,minnetonka,MN,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,2743252,minnetonka,MN,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,2743252,minnetonka,MN,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,2743252,minnetonka,MN,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,2743252,minnetonka,MN,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,2751730,plymouth,MN,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,2751730,plymouth,MN,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,2751730,plymouth,MN,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,2751730,plymouth,MN,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,2751730,plymouth,MN,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,2751730,plymouth,MN,3.27,0,0,0,0,1,25.0,0,0.0,1
2013,2754880,rochester,MN,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,2754880,rochester,MN,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,2754880,rochester,MN,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,2754880,rochester,MN,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,2754880,rochester,MN,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,2754880,rochester,MN,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,2754880,rochester,MN,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,2754880,rochester,MN,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,2754880,rochester,MN,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,2754880,rochester,MN,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,2754880,rochester,MN,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,2756896,st. cloud,MN,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,2756896,st. cloud,MN,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,2756896,st. cloud,MN,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,2756896,st. cloud,MN,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,2756896,st. cloud,MN,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,2756896,st. cloud,MN,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,2756896,st. cloud,MN,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,2756896,st. cloud,MN,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,2756896,st. cloud,MN,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,2756896,st. cloud,MN,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,2756896,st. cloud,MN,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,2757220,st. louis park,MN,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,2757220,st. louis park,MN,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,2757220,st. louis park,MN,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,2757220,st. louis park,MN,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,2757220,st. louis park,MN,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,2757220,st. louis park,MN,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,2757220,st. louis park,MN,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,2757220,st. louis park,MN,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,2757220,st. louis park,MN,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,2757220,st. louis park,MN,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,2757220,st. louis park,MN,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,2758000,st. paul,MN,3.67,0,0,0,0,1,25.0,0,0.0,1
2014,2758000,st. paul,MN,3.38,0,0,0,0,1,25.0,0,0.0,1
2015,2758000,st. paul,MN,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,2758000,st. paul,MN,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,2758000,st. paul,MN,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,2758000,st. paul,MN,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,2758000,st. paul,MN,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,2758000,st. paul,MN,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,2758000,st. paul,MN,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,2758000,st. paul,MN,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,2758000,st. paul,MN,3.61,0,0,0,0,1,25.0,0,0.0,1
2015,2771428,woodbury,MN,3.16,0,0,0,0,1,25.0,0,0.0,1
2016,2771428,woodbury,MN,2.84,0,0,0,0,1,25.0,0,0.0,1
2017,2771428,woodbury,MN,3.0,0,0,0,0,1,25.0,0,0.0,1
2018,2771428,woodbury,MN,3.27,0,0,0,0,1,25.0,0,0.0,1
2019,2771428,woodbury,MN,2.86,0,0,0,0,1,25.0,0,0.0,1
2020,2771428,woodbury,MN,2.21,0,0,0,0,1,25.0,0,0.0,1
2021,2771428,woodbury,MN,1.79,0,0,0,0,1,25.0,0,0.0,1
2022,2771428,woodbury,MN,3.07,0,0,0,0,1,25.0,0,0.0,1
2023,2771428,woodbury,MN,3.61,0,0,0,0,1,25.0,0,0.0,1
2013,2829700,gulfport,MS,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,2829700,gulfport,MS,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,2829700,gulfport,MS,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,2829700,gulfport,MS,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,2829700,gulfport,MS,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,2829700,gulfport,MS,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,2829700,gulfport,MS,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,2829700,gulfport,MS,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,2829700,gulfport,MS,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,2829700,gulfport,MS,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,2829700,gulfport,MS,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,2836000,jackson,MS,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,2836000,jackson,MS,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,2836000,jackson,MS,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,2836000,jackson,MS,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,2836000,jackson,MS,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,2836000,jackson,MS,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,2836000,jackson,MS,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,2836000,jackson,MS,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,2836000,jackson,MS,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,2836000,jackson,MS,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,2836000,jackson,MS,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,2906652,blue springs,MO,3.67,0,0,0,0,1,15.0,0,0.0,0
2014,2906652,blue springs,MO,3.38,0,0,0,0,1,15.0,0,0.0,0
2015,2906652,blue springs,MO,3.16,0,0,0,0,1,15.0,0,0.0,0
2016,2906652,blue springs,MO,2.84,0,0,0,0,1,15.0,0,0.0,0
2017,2906652,blue springs,MO,3.0,0,0,0,0,1,15.0,0,0.0,0
2018,2906652,blue springs,MO,3.27,0,0,0,0,1,15.0,0,0.0,0
2019,2906652,blue springs,MO,2.86,0,0,0,0,1,15.0,0,0.0,0
2020,2906652,blue springs,MO,2.21,0,0,0,0,1,15.0,0,0.0,0
2021,2906652,blue springs,MO,1.79,0,0,0,0,1,15.0,0,0.0,0
2022,2906652,blue springs,MO,3.07,0,0,0,0,1,15.0,0,0.0,0
2023,2906652,blue springs,MO,3.61,0,0,0,0,1,15.0,0,0.0,0
2013,2915670,columbia,MO,3.67,0,0,0,0,1,15.0,0,0.0,0
2014,2915670,columbia,MO,3.38,0,0,0,0,1,15.0,0,0.0,0
2015,2915670,columbia,MO,3.16,0,0,0,0,1,15.0,0,0.0,0
2016,2915670,columbia,MO,2.84,0,0,0,0,1,15.0,0,0.0,0
2017,2915670,columbia,MO,3.0,0,0,0,0,1,15.0,0,0.0,0
2018,2915670,columbia,MO,3.27,0,0,0,0,1,15.0,0,0.0,0
2019,2915670,columbia,MO,2.86,0,0,0,0,1,15.0,0,0.0,0
2020,2915670,columbia,MO,2.21,0,0,0,0,1,15.0,0,0.0,0
2021,2915670,columbia,MO,1.79,0,0,0,0,1,15.0,0,0.0,0
2022,2915670,columbia,MO,3.07,0,0,0,0,1,15.0,0,0.0,0
2023,2915670,columbia,MO,3.61,0,0,0,0,1,15.0,0,0.0,0
2013,2924778,florissant,MO,3.67,0,0,0,0,1,15.0,0,0.0,0
2014,2924778,florissant,MO,3.38,0,0,0,0,1,15.0,0,0.0,0
2015,2924778,florissant,MO,3.16,0,0,0,0,1,15.0,0,0.0,0
2016,2924778,florissant,MO,2.84,0,0,0,0,1,15.0,0,0.0,0
2017,2924778,florissant,MO,3.0,0,0,0,0,1,15.0,0,0.0,0
2018,2924778,florissant,MO,3.27,0,0,0,0,1,15.0,0,0.0,0
2019,2924778,florissant,MO,2.86,0,0,0,0,1,15.0,0,0.0,0
2020,2924778,florissant,MO,2.21,0,0,0,0,1,15.0,0,0.0,0
2021,2924778,florissant,MO,1.79,0,0,0,0,1,15.0,0,0.0,0
2022,2924778,florissant,MO,3.07,0,0,0,0,1,15.0,0,0.0,0
2023,2924778,florissant,MO,3.61,0,0,0,0,1,15.0,0,0.0,0
2013,2935000,independence,MO,3.67,0,0,0,0,1,15.0,0,0.0,0
2014,2935000,independence,MO,3.38,0,0,0,0,1,15.0,0,0.0,0
2015,2935000,independence,MO,3.16,0,0,0,0,1,15.0,0,0.0,0
2016,2935000,independence,MO,2.84,0,0,0,0,1,15.0,0,0.0,0
2017,2935000,independence,MO,3.0,0,0,0,0,1,15.0,0,0.0,0
2018,2935000,independence,MO,3.27,0,0,0,0,1,15.0,0,0.0,0
2019,2935000,independence,MO,2.86,0,0,0,0,1,15.0,0,0.0,0
2020,2935000,independence,MO,2.21,0,0,0,0,1,15.0,0,0.0,0
2021,2935000,independence,MO,1.79,0,0,0,0,1,15.0,0,0.0,0
2022,2935000,independence,MO,3.07,0,0,0,0,1,15.0,0,0.0,0
2023,2935000,independence,MO,3.61,0,0,0,0,1,15.0,0,0.0,0
2013,2938000,kansas city,MO,3.67,0,1,1,2,1,15.0,0,0.0,0
2014,2938000,kansas city,MO,3.38,0,1,1,2,1,15.0,0,0.0,0
2015,2938000,kansas city,MO,3.16,0,1,1,2,1,15.0,0,0.0,0
2016,2938000,kansas city,MO,2.84,0,1,1,2,1,15.0,0,0.0,0
2017,2938000,kansas city,MO,3.0,0,1,1,2,1,15.0,0,0.0,0
2018,2938000,kansas city,MO,3.27,0,1,1,2,1,15.0,0,0.0,0
2019,2938000,kansas city,MO,2.86,0,1,1,2,1,15.0,0,0.0,0
2020,2938000,kansas city,MO,2.21,0,1,1,2,1,15.0,0,0.0,0
2021,2938000,kansas city,MO,1.79,0,1,1,2,1,15.0,0,0.0,0
2022,2938000,kansas city,MO,3.07,0,1,1,2,1,15.0,0,0.0,0
2023,2938000,kansas city,MO,3.61,0,1,1,2,1,15.0,0,0.0,0
2018,2941348,lee's summit,MO,3.27,0,0,0,0,1,15.0,0,0.0,0
2019,2941348,lee's summit,MO,2.86,0,0,0,0,1,15.0,0,0.0,0
2020,2941348,lee's summit,MO,2.21,0,0,0,0,1,15.0,0,0.0,0
2021,2941348,lee's summit,MO,1.79,0,0,0,0,1,15.0,0,0.0,0
2022,2941348,lee's summit,MO,3.07,0,0,0,0,1,15.0,0,0.0,0
2023,2941348,lee's summit,MO,3.61,0,0,0,0,1,15.0,0,0.0,0
2013,2964082,st. charles,MO,3.67,0,0,0,0,1,15.0,0,0.0,0
2014,2964082,st. charles,MO,3.38,0,0,0,0,1,15.0,0,0.0,0
2015,2964082,st. charles,MO,3.16,0,0,0,0,1,15.0,0,0.0,0
2016,2964082,st. charles,MO,2.84,0,0,0,0,1,15.0,0,0.0,0
2017,2964082,st. charles,MO,3.0,0,0,0,0,1,15.0,0,0.0,0
2018,2964082,st. charles,MO,3.27,0,0,0,0,1,15.0,0,0.0,0
2019,2964082,st. charles,MO,2.86,0,0,0,0,1,15.0,0,0.0,0
2020,2964082,st. charles,MO,2.21,0,0,0,0,1,15.0,0,0.0,0
2021,2964082,st. charles,MO,1.79,0,0,0,0,1,15.0,0,0.0,0
2022,2964082,st. charles,MO,3.07,0,0,0,0,1,15.0,0,0.0,0
2023,2964082,st. charles,MO,3.61,0,0,0,0,1,15.0,0,0.0,0
2013,2964550,st. joseph,MO,3.67,0,0,0,0,1,15.0,0,0.0,0
2014,2964550,st. joseph,MO,3.38,0,0,0,0,1,15.0,0,0.0,0
2015,2964550,st. joseph,MO,3.16,0,0,0,0,1,15.0,0,0.0,0
2016,2964550,st. joseph,MO,2.84,0,0,0,0,1,15.0,0,0.0,0
2017,2964550,st. joseph,MO,3.0,0,0,0,0,1,15.0,0,0.0,0
2018,2964550,st. joseph,MO,3.27,0,0,0,0,1,15.0,0,0.0,0
2019,2964550,st. joseph,MO,2.86,0,0,0,0,1,15.0,0,0.0,0
2020,2964550,st. joseph,MO,2.21,0,0,0,0,1,15.0,0,0.0,0
2021,2964550,st. joseph,MO,1.79,0,0,0,0,1,15.0,0,0.0,0
2022,2964550,st. joseph,MO,3.07,0,0,0,0,1,15.0,0,0.0,0
2023,2964550,st. joseph,MO,3.61,0,0,0,0,1,15.0,0,0.0,0
2013,2965000,st. louis,MO,3.67,0,0,1,1,1,15.0,0,0.0,0
2014,2965000,st. louis,MO,3.38,0,0,1,1,1,15.0,0,0.0,0
2015,2965000,st. louis,MO,3.16,0,0,1,1,1,15.0,0,0.0,0
2016,2965000,st. louis,MO,2.84,0,0,1,1,1,15.0,0,0.0,0
2017,2965000,st. louis,MO,3.0,0,0,1,1,1,15.0,0,0.0,0
2018,2965000,st. louis,MO,3.27,0,0,1,1,1,15.0,0,0.0,0
2019,2965000,st. louis,MO,2.86,0,0,1,1,1,15.0,0,0.0,0
2020,2965000,st. louis,MO,2.21,0,0,1,1,1,15.0,0,0.0,0
2021,2965000,st. louis,MO,1.79,0,0,1,1,1,15.0,0,0.0,0
2022,2965000,st. louis,MO,3.07,0,0,1,1,1,15.0,0,0.0,0
2023,2965000,st. louis,MO,3.61,0,0,1,1,1,15.0,0,0.0,0
2013,2970000,springfield,MO,3.67,0,0,0,0,1,15.0,0,0.0,0
2014,2970000,springfield,MO,3.38,0,0,0,0,1,15.0,0,0.0,0
2015,2970000,springfield,MO,3.16,0,0,0,0,1,15.0,0,0.0,0
2016,2970000,springfield,MO,2.84,0,0,0,0,1,15.0,0,0.0,0
2017,2970000,springfield,MO,3.0,0,0,0,0,1,15.0,0,0.0,0
2018,2970000,springfield,MO,3.27,0,0,0,0,1,15.0,0,0.0,0
2019,2970000,springfield,MO,2.86,0,0,0,0,1,15.0,0,0.0,0
2020,2970000,springfield,MO,2.21,0,0,0,0,1,15.0,0,0.0,0
2021,2970000,springfield,MO,1.79,0,0,0,0,1,15.0,0,0.0,0
2022,2970000,springfield,MO,3.07,0,0,0,0,1,15.0,0,0.0,0
2023,2970000,springfield,MO,3.61,0,0,0,0,1,15.0,0,0.0,0
2013,3006550,billings,MT,3.67,0,0,0,0,1,15.0,0,0.0,1
2014,3006550,billings,MT,3.38,0,0,0,0,1,15.0,0,0.0,1
2015,3006550,billings,MT,3.16,0,0,0,0,1,15.0,0,0.0,1
2016,3006550,billings,MT,2.84,0,0,0,0,1,15.0,0,0.0,1
2017,3006550,billings,MT,3.0,0,0,0,0,1,15.0,0,0.0,1
2018,3006550,billings,MT,3.27,0,0,0,0,1,15.0,0,0.0,1
2019,3006550,billings,MT,2.86,0,0,0,0,1,15.0,0,0.0,1
2020,3006550,billings,MT,2.21,0,0,0,0,1,15.0,0,0.0,1
2021,3006550,billings,MT,1.79,0,0,0,0,1,15.0,0,0.0,1
2022,3006550,billings,MT,3.07,0,0,0,0,1,15.0,0,0.0,1
2023,3006550,billings,MT,3.61,0,0,0,0,1,15.0,0,0.0,1
2013,3032800,great falls,MT,3.67,0,0,0,0,1,15.0,0,0.0,1
2014,3032800,great falls,MT,3.38,0,0,0,0,1,15.0,0,0.0,1
2015,3032800,great falls,MT,3.16,0,0,0,0,1,15.0,0,0.0,1
2016,3032800,great falls,MT,2.84,0,0,0,0,1,15.0,0,0.0,1
2017,3032800,great falls,MT,3.0,0,0,0,0,1,15.0,0,0.0,1
2018,3032800,great falls,MT,3.27,0,0,0,0,1,15.0,0,0.0,1
2019,3032800,great falls,MT,2.86,0,0,0,0,1,15.0,0,0.0,1
2020,3032800,great falls,MT,2.21,0,0,0,0,1,15.0,0,0.0,1
2021,3032800,great falls,MT,1.79,0,0,0,0,1,15.0,0,0.0,1
2022,3032800,great falls,MT,3.07,0,0,0,0,1,15.0,0,0.0,1
2023,3032800,great falls,MT,3.61,0,0,0,0,1,15.0,0,0.0,1
2013,3050200,missoula,MT,3.67,0,0,0,0,1,15.0,0,0.0,1
2014,3050200,missoula,MT,3.38,0,0,0,0,1,15.0,0,0.0,1
2015,3050200,missoula,MT,3.16,0,0,0,0,1,15.0,0,0.0,1
2016,3050200,missoula,MT,2.84,0,0,0,0,1,15.0,0,0.0,1
2017,3050200,missoula,MT,3.0,0,0,0,0,1,15.0,0,0.0,1
2018,3050200,missoula,MT,3.27,0,0,0,0,1,15.0,0,0.0,1
2019,3050200,missoula,MT,2.86,0,0,0,0,1,15.0,0,0.0,1
2020,3050200,missoula,MT,2.21,0,0,0,0,1,15.0,0,0.0,1
2021,3050200,missoula,MT,1.79,0,0,0,0,1,15.0,0,0.0,1
2022,3050200,missoula,MT,3.07,0,0,0,0,1,15.0,0,0.0,1
2023,3050200,missoula,MT,3.61,0,0,0,0,1,15.0,0,0.0,1
2013,3103950,bellevue,NE,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,3103950,bellevue,NE,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,3103950,bellevue,NE,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,3103950,bellevue,NE,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,3103950,bellevue,NE,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,3103950,bellevue,NE,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,3103950,bellevue,NE,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,3103950,bellevue,NE,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,3103950,bellevue,NE,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,3103950,bellevue,NE,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,3103950,bellevue,NE,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,3119595,grand island,NE,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,3119595,grand island,NE,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,3119595,grand island,NE,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,3119595,grand island,NE,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,3119595,grand island,NE,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,3119595,grand island,NE,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,3119595,grand island,NE,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,3119595,grand island,NE,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,3119595,grand island,NE,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,3119595,grand island,NE,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,3119595,grand island,NE,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,3128000,lincoln,NE,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,3128000,lincoln,NE,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,3128000,lincoln,NE,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,3128000,lincoln,NE,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,3128000,lincoln,NE,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,3128000,lincoln,NE,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,3128000,lincoln,NE,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,3128000,lincoln,NE,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,3128000,lincoln,NE,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,3128000,lincoln,NE,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,3128000,lincoln,NE,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,3137000,omaha,NE,3.67,0,0,0,0,0,0.0,0,0.0,0
2014,3137000,omaha,NE,3.38,0,0,0,0,0,0.0,0,0.0,0
2015,3137000,omaha,NE,3.16,0,0,0,0,0,0.0,0,0.0,0
2016,3137000,omaha,NE,2.84,0,0,0,0,0,0.0,0,0.0,0
2017,3137000,omaha,NE,3.0,0,0,0,0,0,0.0,0,0.0,0
2018,3137000,omaha,NE,3.27,0,0,0,0,0,0.0,0,0.0,0
2019,3137000,omaha,NE,2.86,0,0,0,0,0,0.0,0,0.0,0
2020,3137000,omaha,NE,2.21,0,0,0,0,0,0.0,0,0.0,0
2021,3137000,omaha,NE,1.79,0,0,0,0,0,0.0,0,0.0,0
2022,3137000,omaha,NE,3.07,0,0,0,0,0,0.0,0,0.0,0
2023,3137000,omaha,NE,3.61,0,0,0,0,0,0.0,0,0.0,0
2013,3209700,carson,NV,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3209700,carson,NV,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3209700,carson,NV,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3209700,carson,NV,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3209700,carson,NV,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3209700,carson,NV,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3209700,carson,NV,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3209700,carson,NV,2.21,0,0,0,0,1,50.0,0,0.0,1
2021,3209700,carson,NV,1.79,0,0,0,0,1,50.0,0,0.0,1
2022,3209700,carson,NV,3.07,0,0,0,0,1,50.0,0,0.0,1
2023,3209700,carson,NV,3.61,0,0,0,0,1,50.0,0,0.0,1
2013,3231900,henderson,NV,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3231900,henderson,NV,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3231900,henderson,NV,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3231900,henderson,NV,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3231900,henderson,NV,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3231900,henderson,NV,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3231900,henderson,NV,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3231900,henderson,NV,2.21,0,0,0,0,1,50.0,0,0.0,1
2021,3231900,henderson,NV,1.79,0,0,0,0,1,50.0,0,0.0,1
2022,3231900,henderson,NV,3.07,0,0,0,0,1,50.0,0,0.0,1
2023,3231900,henderson,NV,3.61,0,0,0,0,1,50.0,0,0.0,1
2013,3240000,las vegas,NV,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3240000,las vegas,NV,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3240000,las vegas,NV,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3240000,las vegas,NV,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3240000,las vegas,NV,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3240000,las vegas,NV,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3240000,las vegas,NV,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3240000,las vegas,NV,2.21,0,0,0,0,1,50.0,0,0.0,1
2021,3240000,las vegas,NV,1.79,0,0,0,0,1,50.0,0,0.0,1
2022,3240000,las vegas,NV,3.07,0,0,0,0,1,50.0,0,0.0,1
2023,3240000,las vegas,NV,3.61,0,0,0,0,1,50.0,0,0.0,1
2013,3251800,north las vegas,NV,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3251800,north las vegas,NV,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3251800,north las vegas,NV,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3251800,north las vegas,NV,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3251800,north las vegas,NV,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3251800,north las vegas,NV,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3251800,north las vegas,NV,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3251800,north las vegas,NV,2.21,0,0,0,0,1,50.0,0,0.0,1
2021,3251800,north las vegas,NV,1.79,0,0,0,0,1,50.0,0,0.0,1
2022,3251800,north las vegas,NV,3.07,0,0,0,0,1,50.0,0,0.0,1
2023,3251800,north las vegas,NV,3.61,0,0,0,0,1,50.0,0,0.0,1
2013,3260600,reno,NV,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3260600,reno,NV,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3260600,reno,NV,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3260600,reno,NV,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3260600,reno,NV,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3260600,reno,NV,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3260600,reno,NV,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3260600,reno,NV,2.21,0,0,0,0,1,50.0,0,0.0,1
2021,3260600,reno,NV,1.79,0,0,0,0,1,50.0,0,0.0,1
2022,3260600,reno,NV,3.07,0,0,0,0,1,50.0,0,0.0,1
2023,3260600,reno,NV,3.61,0,0,0,0,1,50.0,0,0.0,1
2013,3268400,sparks,NV,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3268400,sparks,NV,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3268400,sparks,NV,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3268400,sparks,NV,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3268400,sparks,NV,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3268400,sparks,NV,3.27,0,0,0,0,1,50.0,0,0.0,1
