year,fips7,city_name,state_abb,muni_aaa_yield,c40_member,mayors_climate_signatory,iclei_member,climate_commitment_score,state_rps_active,state_rps_target_pct,state_carbon_pricing,state_carbon_price,state_climate_plan
2019,3268400,sparks,NV,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3268400,sparks,NV,2.21,0,0,0,0,1,50.0,0,0.0,1
2021,3268400,sparks,NV,1.79,0,0,0,0,1,50.0,0,0.0,1
2022,3268400,sparks,NV,3.07,0,0,0,0,1,50.0,0,0.0,1
2023,3268400,sparks,NV,3.61,0,0,0,0,1,50.0,0,0.0,1
2013,3345140,manchester,NH,3.67,0,0,0,0,1,25.0,1,2.8,1
2014,3345140,manchester,NH,3.38,0,0,0,0,1,25.0,1,4.72,1
2015,3345140,manchester,NH,3.16,0,0,0,0,1,25.0,1,5.5,1
2016,3345140,manchester,NH,2.84,0,0,0,0,1,25.0,1,4.53,1
2017,3345140,manchester,NH,3.0,0,0,0,0,1,25.0,1,3.55,1
2018,3345140,manchester,NH,3.27,0,0,0,0,1,25.0,1,4.02,1
2019,3345140,manchester,NH,2.86,0,0,0,0,1,25.0,1,5.62,1
2020,3345140,manchester,NH,2.21,0,0,0,0,1,25.0,1,6.82,1
2021,3345140,manchester,NH,1.79,0,0,0,0,1,25.0,1,9.3,1
2022,3345140,manchester,NH,3.07,0,0,0,0,1,25.0,1,13.5,1
2023,3345140,manchester,NH,3.61,0,0,0,0,1,25.0,1,13.0,1
2013,3350260,nashua,NH,3.67,0,0,0,0,1,25.0,1,2.8,1
2014,3350260,nashua,NH,3.38,0,0,0,0,1,25.0,1,4.72,1
2015,3350260,nashua,NH,3.16,0,0,0,0,1,25.0,1,5.5,1
2016,3350260,nashua,NH,2.84,0,0,0,0,1,25.0,1,4.53,1
2017,3350260,nashua,NH,3.0,0,0,0,0,1,25.0,1,3.55,1
2018,3350260,nashua,NH,3.27,0,0,0,0,1,25.0,1,4.02,1
2019,3350260,nashua,NH,2.86,0,0,0,0,1,25.0,1,5.62,1
2020,3350260,nashua,NH,2.21,0,0,0,0,1,25.0,1,6.82,1
2021,3350260,nashua,NH,1.79,0,0,0,0,1,25.0,1,9.3,1
2022,3350260,nashua,NH,3.07,0,0,0,0,1,25.0,1,13.5,1
2023,3350260,nashua,NH,3.61,0,0,0,0,1,25.0,1,13.0,1
2013,3403580,bayonne,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3403580,bayonne,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3403580,bayonne,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3403580,bayonne,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3403580,bayonne,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3403580,bayonne,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3403580,bayonne,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3403580,bayonne,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3403580,bayonne,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3403580,bayonne,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3403580,bayonne,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3410000,camden,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3410000,camden,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3410000,camden,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3410000,camden,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3410000,camden,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3410000,camden,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3410000,camden,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3410000,camden,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3410000,camden,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3410000,camden,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3410000,camden,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3419390,east orange,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3419390,east orange,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3419390,east orange,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3419390,east orange,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3419390,east orange,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3419390,east orange,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3419390,east orange,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3419390,east orange,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3419390,east orange,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3419390,east orange,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3419390,east orange,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3421000,elizabeth,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3421000,elizabeth,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3421000,elizabeth,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3421000,elizabeth,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3421000,elizabeth,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3421000,elizabeth,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3421000,elizabeth,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3421000,elizabeth,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3421000,elizabeth,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3421000,elizabeth,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3421000,elizabeth,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3432250,hoboken,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3432250,hoboken,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3432250,hoboken,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3432250,hoboken,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3432250,hoboken,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3432250,hoboken,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3432250,hoboken,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3432250,hoboken,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3432250,hoboken,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3432250,hoboken,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3432250,hoboken,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3436000,jersey city,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3436000,jersey city,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3436000,jersey city,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3436000,jersey city,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3436000,jersey city,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3436000,jersey city,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3436000,jersey city,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3436000,jersey city,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3436000,jersey city,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3436000,jersey city,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3436000,jersey city,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3451000,newark,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3451000,newark,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3451000,newark,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3451000,newark,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3451000,newark,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3451000,newark,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3451000,newark,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3451000,newark,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3451000,newark,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3451000,newark,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3451000,newark,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3456550,passaic,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3456550,passaic,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3456550,passaic,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3456550,passaic,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3456550,passaic,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3456550,passaic,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3456550,passaic,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3456550,passaic,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3456550,passaic,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3456550,passaic,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3456550,passaic,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3457000,paterson,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3457000,paterson,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3457000,paterson,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3457000,paterson,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3457000,paterson,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3457000,paterson,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3457000,paterson,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3457000,paterson,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3457000,paterson,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3457000,paterson,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3457000,paterson,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3458200,perth amboy,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3458200,perth amboy,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3458200,perth amboy,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3458200,perth amboy,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3458200,perth amboy,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3458200,perth amboy,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2022,3458200,perth amboy,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2013,3459190,plainfield,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3459190,plainfield,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3459190,plainfield,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3459190,plainfield,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3459190,plainfield,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3459190,plainfield,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3459190,plainfield,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3459190,plainfield,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3459190,plainfield,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3459190,plainfield,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3459190,plainfield,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3474000,trenton,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3474000,trenton,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3474000,trenton,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3474000,trenton,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3474000,trenton,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3474000,trenton,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3474000,trenton,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3474000,trenton,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3474000,trenton,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3474000,trenton,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3474000,trenton,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3476070,vineland,NJ,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3476070,vineland,NJ,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3476070,vineland,NJ,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3476070,vineland,NJ,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3476070,vineland,NJ,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3476070,vineland,NJ,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3476070,vineland,NJ,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3476070,vineland,NJ,2.21,0,0,0,0,1,50.0,1,6.82,1
2021,3476070,vineland,NJ,1.79,0,0,0,0,1,50.0,1,9.3,1
2022,3476070,vineland,NJ,3.07,0,0,0,0,1,50.0,1,13.5,1
2023,3476070,vineland,NJ,3.61,0,0,0,0,1,50.0,1,13.0,1
2013,3502000,albuquerque,NM,3.67,0,1,1,2,1,50.0,0,0.0,1
2014,3502000,albuquerque,NM,3.38,0,1,1,2,1,50.0,0,0.0,1
2015,3502000,albuquerque,NM,3.16,0,1,1,2,1,50.0,0,0.0,1
2016,3502000,albuquerque,NM,2.84,0,1,1,2,1,50.0,0,0.0,1
2017,3502000,albuquerque,NM,3.0,0,1,1,2,1,50.0,0,0.0,1
2018,3502000,albuquerque,NM,3.27,0,1,1,2,1,50.0,0,0.0,1
2019,3502000,albuquerque,NM,2.86,0,1,1,2,1,50.0,0,0.0,1
2020,3502000,albuquerque,NM,2.21,0,1,1,2,1,50.0,0,0.0,1
2021,3502000,albuquerque,NM,1.79,0,1,1,2,1,50.0,0,0.0,1
2022,3502000,albuquerque,NM,3.07,0,1,1,2,1,50.0,0,0.0,1
2023,3502000,albuquerque,NM,3.61,0,1,1,2,1,50.0,0,0.0,1
2013,3539380,las cruces,NM,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3539380,las cruces,NM,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3539380,las cruces,NM,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3539380,las cruces,NM,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3539380,las cruces,NM,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3539380,las cruces,NM,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3539380,las cruces,NM,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3539380,las cruces,NM,2.21,0,0,0,0,1,50.0,0,0.0,1
2021,3539380,las cruces,NM,1.79,0,0,0,0,1,50.0,0,0.0,1
2022,3539380,las cruces,NM,3.07,0,0,0,0,1,50.0,0,0.0,1
2023,3539380,las cruces,NM,3.61,0,0,0,0,1,50.0,0,0.0,1
2013,3563460,rio rancho,NM,3.67,0,0,0,0,1,50.0,0,0.0,1
2014,3563460,rio rancho,NM,3.38,0,0,0,0,1,50.0,0,0.0,1
2015,3563460,rio rancho,NM,3.16,0,0,0,0,1,50.0,0,0.0,1
2016,3563460,rio rancho,NM,2.84,0,0,0,0,1,50.0,0,0.0,1
2017,3563460,rio rancho,NM,3.0,0,0,0,0,1,50.0,0,0.0,1
2018,3563460,rio rancho,NM,3.27,0,0,0,0,1,50.0,0,0.0,1
2019,3563460,rio rancho,NM,2.86,0,0,0,0,1,50.0,0,0.0,1
2020,3563460,rio rancho,NM,2.21,0,0,0,0,1,50.0,0,0.0,1
2021,3563460,rio rancho,NM,1.79,0,0,0,0,1,50.0,0,0.0,1
2022,3563460,rio rancho,NM,3.07,0,0,0,0,1,50.0,0,0.0,1
2023,3563460,rio rancho,NM,3.61,0,0,0,0,1,50.0,0,0.0,1
2013,3570500,santa fe,NM,3.67,0,1,1,2,1,50.0,0,0.0,1
2014,3570500,santa fe,NM,3.38,0,1,1,2,1,50.0,0,0.0,1
2015,3570500,santa fe,NM,3.16,0,1,1,2,1,50.0,0,0.0,1
2016,3570500,santa fe,NM,2.84,0,1,1,2,1,50.0,0,0.0,1
2017,3570500,santa fe,NM,3.0,0,1,1,2,1,50.0,0,0.0,1
2018,3570500,santa fe,NM,3.27,0,1,1,2,1,50.0,0,0.0,1
2019,3570500,santa fe,NM,2.86,0,1,1,2,1,50.0,0,0.0,1
2020,3570500,santa fe,NM,2.21,0,1,1,2,1,50.0,0,0.0,1
2021,3570500,santa fe,NM,1.79,0,1,1,2,1,50.0,0,0.0,1
2022,3570500,santa fe,NM,3.07,0,1,1,2,1,50.0,0,0.0,1
2023,3570500,santa fe,NM,3.61,0,1,1,2,1,50.0,0,0.0,1
2013,3601000,albany,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3601000,albany,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3601000,albany,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
2016,3601000,albany,NY,2.84,0,0,0,0,1,70.0,1,4.53,1
2017,3601000,albany,NY,3.0,0,0,0,0,1,70.0,1,3.55,1
2018,3601000,albany,NY,3.27,0,0,0,0,1,70.0,1,4.02,1
2019,3601000,albany,NY,2.86,0,0,0,0,1,70.0,1,5.62,1
2020,3601000,albany,NY,2.21,0,0,0,0,1,70.0,1,6.82,1
2021,3601000,albany,NY,1.79,0,0,0,0,1,70.0,1,9.3,1
2022,3601000,albany,NY,3.07,0,0,0,0,1,70.0,1,13.5,1
2023,3601000,albany,NY,3.61,0,0,0,0,1,70.0,1,13.0,1
2013,3611000,buffalo,NY,3.67,0,1,0,1,1,70.0,1,2.8,1
2014,3611000,buffalo,NY,3.38,0,1,0,1,1,70.0,1,4.72,1
2015,3611000,buffalo,NY,3.16,0,1,0,1,1,70.0,1,5.5,1
2016,3611000,buffalo,NY,2.84,0,1,0,1,1,70.0,1,4.53,1
2017,3611000,buffalo,NY,3.0,0,1,0,1,1,70.0,1,3.55,1
2018,3611000,buffalo,NY,3.27,0,1,0,1,1,70.0,1,4.02,1
2019,3611000,buffalo,NY,2.86,0,1,0,1,1,70.0,1,5.62,1
2020,3611000,buffalo,NY,2.21,0,1,0,1,1,70.0,1,6.82,1
2021,3611000,buffalo,NY,1.79,0,1,0,1,1,70.0,1,9.3,1
2022,3611000,buffalo,NY,3.07,0,1,0,1,1,70.0,1,13.5,1
2023,3611000,buffalo,NY,3.61,0,1,0,1,1,70.0,1,13.0,1
2013,3633139,hempstead,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3633139,hempstead,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3633139,hempstead,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
2016,3633139,hempstead,NY,2.84,0,0,0,0,1,70.0,1,4.53,1
2017,3633139,hempstead,NY,3.0,0,0,0,0,1,70.0,1,3.55,1
2018,3633139,hempstead,NY,3.27,0,0,0,0,1,70.0,1,4.02,1
2019,3633139,hempstead,NY,2.86,0,0,0,0,1,70.0,1,5.62,1
2020,3633139,hempstead,NY,2.21,0,0,0,0,1,70.0,1,6.82,1
2021,3633139,hempstead,NY,1.79,0,0,0,0,1,70.0,1,9.3,1
2022,3633139,hempstead,NY,3.07,0,0,0,0,1,70.0,1,13.5,1
2023,3633139,hempstead,NY,3.61,0,0,0,0,1,70.0,1,13.0,1
2013,3649121,mount vernon,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3649121,mount vernon,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3649121,mount vernon,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
2016,3649121,mount vernon,NY,2.84,0,0,0,0,1,70.0,1,4.53,1
2017,3649121,mount vernon,NY,3.0,0,0,0,0,1,70.0,1,3.55,1
2018,3649121,mount vernon,NY,3.27,0,0,0,0,1,70.0,1,4.02,1
2019,3649121,mount vernon,NY,2.86,0,0,0,0,1,70.0,1,5.62,1
2020,3649121,mount vernon,NY,2.21,0,0,0,0,1,70.0,1,6.82,1
2021,3649121,mount vernon,NY,1.79,0,0,0,0,1,70.0,1,9.3,1
2022,3649121,mount vernon,NY,3.07,0,0,0,0,1,70.0,1,13.5,1
2023,3649121,mount vernon,NY,3.61,0,0,0,0,1,70.0,1,13.0,1
2013,3650617,new rochelle,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3650617,new rochelle,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3650617,new rochelle,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
2016,3650617,new rochelle,NY,2.84,0,0,0,0,1,70.0,1,4.53,1
2017,3650617,new rochelle,NY,3.0,0,0,0,0,1,70.0,1,3.55,1
2018,3650617,new rochelle,NY,3.27,0,0,0,0,1,70.0,1,4.02,1
2019,3650617,new rochelle,NY,2.86,0,0,0,0,1,70.0,1,5.62,1
2020,3650617,new rochelle,NY,2.21,0,0,0,0,1,70.0,1,6.82,1
2021,3650617,new rochelle,NY,1.79,0,0,0,0,1,70.0,1,9.3,1
2022,3650617,new rochelle,NY,3.07,0,0,0,0,1,70.0,1,13.5,1
2023,3650617,new rochelle,NY,3.61,0,0,0,0,1,70.0,1,13.0,1
2013,3651000,new york,NY,3.67,1,1,1,3,1,70.0,1,2.8,1
2014,3651000,new york,NY,3.38,1,1,1,3,1,70.0,1,4.72,1
2015,3651000,new york,NY,3.16,1,1,1,3,1,70.0,1,5.5,1
2016,3651000,new york,NY,2.84,1,1,1,3,1,70.0,1,4.53,1
2017,3651000,new york,NY,3.0,1,1,1,3,1,70.0,1,3.55,1
2018,3651000,new york,NY,3.27,1,1,1,3,1,70.0,1,4.02,1
2019,3651000,new york,NY,2.86,1,1,1,3,1,70.0,1,5.62,1
2020,3651000,new york,NY,2.21,1,1,1,3,1,70.0,1,6.82,1
2021,3651000,new york,NY,1.79,1,1,1,3,1,70.0,1,9.3,1
2022,3651000,new york,NY,3.07,1,1,1,3,1,70.0,1,13.5,1
2023,3651000,new york,NY,3.61,1,1,1,3,1,70.0,1,13.0,1
2013,3663000,rochester,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3663000,rochester,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3663000,rochester,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
2016,3663000,rochester,NY,2.84,0,0,0,0,1,70.0,1,4.53,1
2017,3663000,rochester,NY,3.0,0,0,0,0,1,70.0,1,3.55,1
2018,3663000,rochester,NY,3.27,0,0,0,0,1,70.0,1,4.02,1
2019,3663000,rochester,NY,2.86,0,0,0,0,1,70.0,1,5.62,1
2020,3663000,rochester,NY,2.21,0,0,0,0,1,70.0,1,6.82,1
2021,3663000,rochester,NY,1.79,0,0,0,0,1,70.0,1,9.3,1
2022,3663000,rochester,NY,3.07,0,0,0,0,1,70.0,1,13.5,1
2023,3663000,rochester,NY,3.61,0,0,0,0,1,70.0,1,13.0,1
2013,3665508,schenectady,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3665508,schenectady,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3665508,schenectady,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
2016,3665508,schenectady,NY,2.84,0,0,0,0,1,70.0,1,4.53,1
2017,3665508,schenectady,NY,3.0,0,0,0,0,1,70.0,1,3.55,1
2018,3665508,schenectady,NY,3.27,0,0,0,0,1,70.0,1,4.02,1
2019,3665508,schenectady,NY,2.86,0,0,0,0,1,70.0,1,5.62,1
2020,3665508,schenectady,NY,2.21,0,0,0,0,1,70.0,1,6.82,1
2021,3665508,schenectady,NY,1.79,0,0,0,0,1,70.0,1,9.3,1
2022,3665508,schenectady,NY,3.07,0,0,0,0,1,70.0,1,13.5,1
2023,3665508,schenectady,NY,3.61,0,0,0,0,1,70.0,1,13.0,1
2013,3673000,syracuse,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3673000,syracuse,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3673000,syracuse,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
2016,3673000,syracuse,NY,2.84,0,0,0,0,1,70.0,1,4.53,1
2017,3673000,syracuse,NY,3.0,0,0,0,0,1,70.0,1,3.55,1
2013,3675484,troy,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3675484,troy,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3675484,troy,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
2016,3675484,troy,NY,2.84,0,0,0,0,1,70.0,1,4.53,1
2017,3675484,troy,NY,3.0,0,0,0,0,1,70.0,1,3.55,1
2018,3675484,troy,NY,3.27,0,0,0,0,1,70.0,1,4.02,1
2019,3675484,troy,NY,2.86,0,0,0,0,1,70.0,1,5.62,1
2020,3675484,troy,NY,2.21,0,0,0,0,1,70.0,1,6.82,1
2021,3675484,troy,NY,1.79,0,0,0,0,1,70.0,1,9.3,1
2022,3675484,troy,NY,3.07,0,0,0,0,1,70.0,1,13.5,1
2023,3675484,troy,NY,3.61,0,0,0,0,1,70.0,1,13.0,1
2013,3676540,utica,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3676540,utica,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3676540,utica,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
2016,3676540,utica,NY,2.84,0,0,0,0,1,70.0,1,4.53,1
2017,3676540,utica,NY,3.0,0,0,0,0,1,70.0,1,3.55,1
2018,3676540,utica,NY,3.27,0,0,0,0,1,70.0,1,4.02,1
2019,3676540,utica,NY,2.86,0,0,0,0,1,70.0,1,5.62,1
2020,3676540,utica,NY,2.21,0,0,0,0,1,70.0,1,6.82,1
2021,3676540,utica,NY,1.79,0,0,0,0,1,70.0,1,9.3,1
2022,3676540,utica,NY,3.07,0,0,0,0,1,70.0,1,13.5,1
2023,3676540,utica,NY,3.61,0,0,0,0,1,70.0,1,13.0,1
2013,3681677,white plains,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3681677,white plains,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3681677,white plains,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
2016,3681677,white plains,NY,2.84,0,0,0,0,1,70.0,1,4.53,1
2017,3681677,white plains,NY,3.0,0,0,0,0,1,70.0,1,3.55,1
2018,3681677,white plains,NY,3.27,0,0,0,0,1,70.0,1,4.02,1
2019,3681677,white plains,NY,2.86,0,0,0,0,1,70.0,1,5.62,1
2020,3681677,white plains,NY,2.21,0,0,0,0,1,70.0,1,6.82,1
2021,3681677,white plains,NY,1.79,0,0,0,0,1,70.0,1,9.3,1
2022,3681677,white plains,NY,3.07,0,0,0,0,1,70.0,1,13.5,1
2023,3681677,white plains,NY,3.61,0,0,0,0,1,70.0,1,13.0,1
2013,3684000,yonkers,NY,3.67,0,0,0,0,1,70.0,1,2.8,1
2014,3684000,yonkers,NY,3.38,0,0,0,0,1,70.0,1,4.72,1
2015,3684000,yonkers,NY,3.16,0,0,0,0,1,70.0,1,5.5,1
